dataset_index,session_id,measurement_id,sample_id,shared_height_source_id,roi_within_measurement,session_role,design_group,processing_order,x_position_um,y_position_um,compressor_steps,pulse_duration_fs,pulse_duration_calibration_id,pulse_duration_calibration_version,frequency_kHz,hatch_spacing_um,pass_count,velocity_mm_s,valid_fraction,repair_fraction,median_depth_um,residual_Sq_um,plane_rmse_um,plane_status,measured_power_W,nominal_software_power_W,power_measurement_source,power_measurement_version,constant_power_assumption,pulse_energy_proxy_uJ,scan_spacing_um,areal_pulse_density_per_mm2,areal_dose_proxy_J_per_mm2,quad_key,base_condition_group,cv_process_group,phase1_global_loco_rank,phase1_global_loco_angle_deg,D,A_med,ilr_z1,ilr_z2,ilr_z3,ilr_z4,A2_8_16,entropy_8_16,A2_16_32,entropy_16_32,component_id,base_family_key,outer_fold
106,zro2_120_formal,107,107,zro2_120_formal:m107,single,formal,,107,-5700.0,10400.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,1,7,1.0,0.0,4.3336,0.6842,0.2354338863960754,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,178571.42857142858,95.2375,6000:10:8:7,F107,FQ:6000:10:8:7|N1,114,0.0174911315273658,4.333580017089844,0.6841640552731612,2.113723474633166,-0.6863722074083904,0.7867426364117905,0.7756820892079697,0.8072443162116613,0.4868439053033775,0.1716486309265888,0.7829797821644293,e29ed08b013b66b938382bc561703ae8b895cd02313b3ff67a6519c6bef1be82,6000|10|7|8,2
107,zro2_120_formal,108,108,zro2_120_formal:m108,single,formal,,108,-5700.0,9800.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,3,7,1.0,0.0,15.7453,0.4831,0.2335971190493372,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,535714.2857142857,285.71250000000003,6000:10:8:7,F108,FQ:6000:10:8:7|N3,113,0.0181398256931095,15.745314598083496,0.4830880106310848,1.2419296737160543,-0.5311067757974265,1.0514570561125165,-0.0857436947816444,0.8637865131666523,0.4484469185569993,0.7952931468867475,0.3435555604492247,e29ed08b013b66b938382bc561703ae8b895cd02313b3ff67a6519c6bef1be82,6000|10|7|8,2
108,zro2_120_formal,109,109,zro2_120_formal:m109,single,formal,,109,-5700.0,9200.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,1,7,1.0,0.0,2.5218,1.7863,0.1878952950239282,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,142857.14285714287,76.19,6000:10:10:7,F109,FQ:6000:10:10:7|N1,106,0.0210531936762262,2.5217500925064087,1.7863424642167578,3.178146884745831,-1.6491502278270151,0.9978859300284596,-0.4524236833242857,0.9610941128799602,0.312207689268846,0.1873079863081454,0.762810205648504,607d2783453c8ad786d1ef5e7695b041f0718e8a505a0d17858cac60e079149e,6000|10|7|10,0
109,zro2_120_formal,110,110,zro2_120_formal:m110,single,formal,,110,-5700.0,8600.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,4,9,1.0,0.00140625,41.7118,2.461,0.1965103213940689,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.18,5555555.555555556,592.588888888889,6000:50:4:9,F110,FQ:6000:50:4:9|N4,23,0.4377278613174052,41.71175575256348,2.4609507748652515,-1.261518170009721,-0.3031954849695982,-0.1113005994682857,-0.7478212444035524,0.0758730874504305,0.9073015280411436,0.1640431571974816,0.7183089694826342,685c2c9ae214e0656d16aef6eb52d0269603217fe7b034fe09ebf346e9ff5b25,6000|50|9|4,3
110,zro2_120_formal,111,111,zro2_120_formal:m111,single,formal,,111,-5700.0,8000.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,6.0,3,5,1.0,0.0,37.6478,1.5684,0.2150505488878077,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,5000000.0,533.33,6000:50:6:5,F111,FQ:6000:50:6:5|N3,64,0.0661738328501366,37.64780616760254,1.5684377427191978,-2.1037873133414973,-0.5358879966882505,0.0015538221618502,0.1934031983185456,0.3440174614618534,0.900793979222288,0.1111493424264637,0.7918314832818779,353bcd44fc9f76ccbc5c85479375a56ea38dada086dc770d3c43e2c4991c51e9,6000|50|5|6,4
111,zro2_120_formal,112,112,zro2_120_formal:m112,single,formal,,112,-5700.0,7400.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,10.0,2,11,1.0,0.0,19.062,1.7889,0.1991207631831202,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.22,909090.9090909092,96.96909090909092,6000:50:10:11,F112,FQ:6000:50:10:11|N2,140,0.0085236181085022,19.06198024749756,1.7888994111767211,1.556325437888277,-1.6633061773301392,1.1124723640897989,0.2587789120934408,0.945494790891906,0.3490771525592065,0.6279638652919385,0.5782574769427332,0f06b9d9a003e06bd9303307516e78c675a42cbcdeba2c3cbbfe145587fa0664,6000|50|11|10,2
112,zro2_120_formal,113,113,zro2_120_formal:m113,single,formal,,113,-5700.0,6800.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,2.0,2,11,1.0,0.0,37.4686,0.3491,0.2115452903964934,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,9090909.090909092,484.8454545454546,6000:100:2:11,F113,FQ:6000:100:2:11|N2,131,0.009596484081542,37.46864891052246,0.3490949233938473,0.3623692421663458,-0.4559274200294581,0.8016980288617376,-0.0145982747026406,0.0606772648117289,0.9088146480561358,0.1987958731619453,0.7292626788988179,b883d29a5bb52293cd7c63e9750120e9004c89ff5831b5a5fd8319f34d0334df,6000|100|11|2,3
113,zro2_120_formal,114,114,zro2_120_formal:m114,single,formal,,114,-5700.0,6200.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,2.0,4,9,1.0,0.0030078125,46.7777,2.3364,0.2328648386841992,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,22222222.222222224,1185.177777777778,6000:100:2:9,F114,FQ:6000:100:2:9|N4,51,0.0924290242851608,46.77769660949707,2.3363968848353256,-0.0217525358217616,-0.4412777529048056,1.0422094710159318,0.7567125118073512,0.4198255636379649,0.8744471613542028,0.5861187569903363,0.7117416620243694,79b084fe655b9290a759644a3b54967388aea9f801c7c8088d2f2fe2ffd2ec9a,6000|100|9|2,2
114,zro2_120_formal,115,115,zro2_120_formal:m115,single,formal,,115,-5700.0,5600.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,2.0,5,5,1.0,0.0,45.0307,0.5744,0.1784790847593706,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,50000000.0,2666.65,6000:100:2:5,F115,FQ:6000:100:2:5|N5,137,0.008685555253875,45.03070068359375,0.574357732843718,0.6147864453895441,-0.6599497753588124,0.9873595601206072,1.1698509747198125,0.2683776011972403,0.9098825997982684,0.1222366060426031,0.7979345059880609,a0f55d3c0b3cc923c3e64f0e11a2beab464134d011ce61fdabb5edfcb337f33d,6000|100|5|2,1
115,zro2_120_formal,116,116,zro2_120_formal:m116,single,formal,,116,-5700.0,5000.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,4,5,1.0,0.0015234375,41.4228,0.65,0.2279146811871039,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,10000000.0,533.33,6000:100:8:5,F116,FQ:6000:100:8:5|N4,125,0.0120482060594877,41.42281532287598,0.6500377846278316,0.2139615053242941,-0.7669335071772089,1.1461543058109955,0.3417295321852277,0.1441068882908399,0.9327098659589008,0.1249253636700633,0.787198035221983,783f1a926b70c114c5bc6eb548cf1fb153be4bf1a756a64ba1d2ecb86336f60a,6000|100|5|8,1
116,zro2_120_formal,117,117,zro2_120_formal:m117,single,formal,,117,-5700.0,4400.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,10.0,1,9,1.0,0.0,4.1486,2.0789,0.2303790192743735,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,1111111.111111111,59.25888888888889,6000:100:10:9,F117,FQ:6000:100:10:9|N1,37,0.1541458759709913,4.148553848266602,2.07890918977518,0.1352056797662794,-1.1468196730421454,-0.2133212079639384,0.2178799382758853,0.7959711165840396,0.4733584478831724,0.182825148373016,0.7282691481735569,cf15a84e17a08d5442e642f55bd238c27a3e70672bdf8932fcea209f247160de,6000|100|9|10,3
117,zro2_120_formal,118,118,zro2_120_formal:m118,single,formal,,118,-5700.0,3800.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,2.0,1,3,1.0,0.0,6.4736,2.3091,0.2032669725583032,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,33333333.33333333,888.8833333333333,6000:200:2:3,F118,FQ:6000:200:2:3|N1,30,0.2434694933666389,6.473586320877075,2.3091058020637543,-2.061538393541848,-0.8073633061145797,-1.1243987469945491,-0.7444480390718503,0.3329388319565142,0.9068637279091312,0.2108807871679295,0.7076631620597793,240824940fd52f191a9391bfd66b29fc0db7d014f14e40d0e0880995fdb25aaf,6000|200|3|2,4
118,zro2_120_formal,119,119,zro2_120_formal:m119,single,formal,,119,-5700.0,3200.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,4.0,3,9,1.0,0.000546875,46.1205,2.9279,0.2151287307458654,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.045,16666666.666666666,444.4416666666667,6000:200:4:9,F119,FQ:6000:200:4:9|N3,18,0.769031103672448,46.120548248291016,2.927865379653864,-1.6921353824357983,-0.4882043688712894,-0.9245842929631732,-0.6828819781587299,0.2843707169457869,0.926025809579353,0.2890773329156522,0.7974216636969179,9b4ea5c4658350b5838f157a2cc6f05607f6f74cbdcd8278f1e67d67ed39c52f,6000|200|9|4,0
119,zro2_120_formal,120,120,zro2_120_formal:m120,single,formal,,120,-5700.0,2600.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,6.0,5,3,1.0,0.0,49.9109,1.0269,0.2307341881914067,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,55555555.55555555,1481.4722222222222,6000:200:6:3,F120,FQ:6000:200:6:3|N5,52,0.0911337390843734,49.9108829498291,1.026872177591904,-2.370623925110497,-0.5603779154512433,-0.760542499443755,-0.4241015317370473,0.1211468007328951,0.9238610924878948,0.3314389729659647,0.8040408667099572,4486fa4d53bbf751a3d10e2c5b25183080cc16f5bdf4efb90b39cc2624483d66,6000|200|3|6,1
140,zro2_60_pass,1,1,zro2_60_pass:m001,slot_1,pass_main,T03,1,-1100.0,-17600.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,1,20,1.0,0.0,3.3935,0.9591,0.4511521959357226,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,500000.0,66.66625,223:40:4:20,T03,BASE:T03,83,0.0334396164960527,3.393480896949768,0.959109072017319,0.6878409162066531,-0.3867737094612926,1.2732868736711351,0.9323058834134388,0.2161409599196409,0.9186711438978736,0.2824926448473072,0.7994929084151247,4290660b4d4ae5cd887571e6f751868ac4c279f09fdac5bfe67da201d4aef605,223|40|20|4,3
141,zro2_60_pass,1,2,zro2_60_pass:m001,slot_2,pass_main,T03,2,-1100.0,-18000.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,2,20,1.0,0.0,35.7216,0.6944,0.4511521959357226,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,1000000.0,133.3325,223:40:4:20,T03,BASE:T03,83,0.0334396164960527,35.72157287597656,0.6944136245687857,-0.0839708606934258,-0.4725933192029717,-0.0222776964640953,-0.9991192370373236,0.3554970461969606,0.8244759686032876,0.0895619560713532,0.7960822163770119,4290660b4d4ae5cd887571e6f751868ac4c279f09fdac5bfe67da201d4aef605,223|40|20|4,3
142,zro2_60_pass,2,3,zro2_60_pass:m002,slot_1,pass_main,T03,3,-1100.0,-18400.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,3,20,1.0,0.0009765625,44.4284,0.9281,0.417975654580326,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,1500000.0,199.99875000000003,223:40:4:20,T03,BASE:T03,56,0.0774641914369005,44.42843627929688,0.9280774694272794,-0.6789136743991915,-0.480606705362266,-0.5123882558108717,-0.5522677080506408,0.5504001774406915,0.7039581650501197,0.1813070437636117,0.7480275697795803,4290660b4d4ae5cd887571e6f751868ac4c279f09fdac5bfe67da201d4aef605,223|40|20|4,3
143,zro2_60_pass,2,4,zro2_60_pass:m002,slot_2,pass_main,T03,4,-1100.0,-18800.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,4,20,1.0,0.002109375,50.9061,1.0504,0.417975654580326,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,2000000.0,266.665,223:40:4:20,T03,BASE:T03,56,0.0774641914369005,50.90607452392578,1.0504229163728909,-1.8661296266933656,-0.3130092631134917,-0.1357217047930937,0.0954810280208419,0.4887500345928944,0.8428423390558621,0.5918959273470865,0.7081249613498434,4290660b4d4ae5cd887571e6f751868ac4c279f09fdac5bfe67da201d4aef605,223|40|20|4,3
144,zro2_60_pass,3,5,zro2_60_pass:m003,slot_1,pass_main,T15,5,-1100.0,-19200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,4,15,1.0,0.000546875,40.296,1.037,0.6076265225188313,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,2666666.6666666665,711.1066666666667,4000:20:2:15,T15,BASE:T15,69,0.0509990083265266,40.296024322509766,1.036980002959535,-1.3790225383956536,-0.3027621608401571,0.0231809513553202,-0.0958095822060042,0.2757511201425458,0.9229279357306308,0.1207568107991866,0.8131689421250866,2282a691149bdb2299e5997fdb0464cdb01fb8dc4c6321b154bc3e66598f5484,4000|20|15|2,2
145,zro2_60_pass,3,6,zro2_60_pass:m003,slot_2,pass_main,T15,6,-1100.0,-19600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,2,15,1.0,0.000234375,30.3235,0.6497,0.6076265225188313,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,1333333.3333333333,355.55333333333334,4000:20:2:15,T15,BASE:T15,69,0.0509990083265266,30.32354736328125,0.6497389289327914,-0.7760616524833731,-0.3019965021691972,0.4328603141837531,-0.5172558769825538,0.1384471986498286,0.922783471297476,0.2223391565608846,0.7585455669803554,2282a691149bdb2299e5997fdb0464cdb01fb8dc4c6321b154bc3e66598f5484,4000|20|15|2,2
146,zro2_60_pass,4,7,zro2_60_pass:m004,slot_1,pass_main,T15,7,-1100.0,-20000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,3,15,1.0,0.0015625,36.1399,0.6594,0.6249142666981977,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,2000000.0,533.33,4000:20:2:15,T15,BASE:T15,42,0.1343700476466219,36.139909744262695,0.659438477701986,-0.5058448308442649,-0.0911109063822424,-0.6284446089718912,-1.1870743538149608,0.1449642119347632,0.9231359438631118,0.1990957281178117,0.7969298298945162,2282a691149bdb2299e5997fdb0464cdb01fb8dc4c6321b154bc3e66598f5484,4000|20|15|2,2
147,zro2_60_pass,4,8,zro2_60_pass:m004,slot_2,pass_main,T15,8,-1100.0,-20400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,1,15,1.0,0.001875,18.3309,1.6758,0.6249142666981977,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,666666.6666666666,177.77666666666667,4000:20:2:15,T15,BASE:T15,42,0.1343700476466219,18.330870628356934,1.6758406679285174,-0.7186531806043723,-0.2928733932939545,0.2192769517417443,0.15712987533545,0.2034555409043313,0.9269865002523372,0.2178029928217016,0.7767608774088014,2282a691149bdb2299e5997fdb0464cdb01fb8dc4c6321b154bc3e66598f5484,4000|20|15|2,2
148,zro2_60_pass,5,9,zro2_60_pass:m005,slot_1,pass_main,T08,9,-1100.0,-20800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,2,25,1.0,0.0,29.4464,0.7339,0.776245029986886,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,533333.3333333334,71.11066666666667,1000:40:6:25,T08,BASE:T08,24,0.3956517757181916,29.44637680053711,0.7338526483761812,0.1642174725294053,-1.0846568296883292,-0.0585897164249389,-0.5955602669668637,0.8280700095585045,0.4855636245332228,0.5049511416087866,0.6316129902951039,aef676bb275647280889c762b29aa161b83e18f4f4d1ff4b87535d8f7c77da48,1000|40|25|6,3
149,zro2_60_pass,5,10,zro2_60_pass:m005,slot_2,pass_main,T08,10,-1100.0,-21200.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,1,25,1.0,0.004609375,3.9601,2.6623,0.776245029986886,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,266666.6666666667,35.55533333333334,1000:40:6:25,T08,BASE:T08,24,0.3956517757181916,3.960146188735962,2.662279172226364,-1.1456178333389708,-0.5480851664681791,-0.5232799753761848,-0.1355020213221319,0.1094047470852526,0.8920301113985419,0.2658260121551123,0.7319999175456529,aef676bb275647280889c762b29aa161b83e18f4f4d1ff4b87535d8f7c77da48,1000|40|25|6,3
150,zro2_60_pass,6,11,zro2_60_pass:m006,slot_1,pass_main,T08,11,-1100.0,-21600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,3,25,1.0,0.0,38.5678,0.6965,0.4050131318267661,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,800000.0,106.666,1000:40:6:25,T08,BASE:T08,71,0.0492894762636931,38.56780624389648,0.6965029271913271,-0.0522625629574003,-0.2525456694938448,0.0433302917742516,-1.436898733826959,0.2602332049451156,0.8955164962962591,0.4288567714497953,0.6813206369999567,aef676bb275647280889c762b29aa161b83e18f4f4d1ff4b87535d8f7c77da48,1000|40|25|6,3
151,zro2_60_pass,6,12,zro2_60_pass:m006,slot_2,pass_main,T08,12,-1100.0,-22000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,4,25,1.0,0.00296875,44.2194,0.7665,0.4050131318267661,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,1066666.6666666667,142.22133333333335,1000:40:6:25,T08,BASE:T08,71,0.0492894762636931,44.21941566467285,0.7665150671202016,-1.203352751763411,-0.5620448925305433,-0.1624820293685994,-0.6339335500093093,0.092540025386341,0.9379010426946844,0.1301041403812223,0.8284154943182575,aef676bb275647280889c762b29aa161b83e18f4f4d1ff4b87535d8f7c77da48,1000|40|25|6,3
152,zro2_60_pass,7,13,zro2_60_pass:m007,slot_2,pass_main,T02,13,-1500.0,-22000.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,4,25,1.0,0.0,43.127,0.7471,0.384148031035008,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,800000.0,213.332,223:20:4:25,T02,BASE:T02,5,12.51020409468696,43.12703895568848,0.74713813784861,-1.818931228091664,-0.4809182251615883,-1.5399808450738612,-1.6601105620665606,0.1916593851968016,0.8968868497699488,0.5056102723703754,0.5784334382304275,5a980396e19821af9bce8aec5b7e8d7103f9b457a9ac9fe83f64b8696efa922d,223|20|25|4,1
153,zro2_60_pass,7,14,zro2_60_pass:m007,slot_1,pass_main,T02,14,-1500.0,-21600.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,1,25,1.0,0.01109375,0.0514,8.1221,0.384148031035008,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,200000.0,53.333,223:20:4:25,T02,BASE:T02,5,12.51020409468696,0.0514282081276178,8.122106487674202,-2.3978830409616974,-0.5677240117208077,-1.1882340349734624,-1.4813731738016214,0.4093289965880195,0.8461600288419651,0.2408699536975485,0.7188235927742531,5a980396e19821af9bce8aec5b7e8d7103f9b457a9ac9fe83f64b8696efa922d,223|20|25|4,1
154,zro2_60_pass,8,15,zro2_60_pass:m008,slot_2,pass_main,T02,15,-1500.0,-21200.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,2,25,1.0,0.0033203125,26.9237,6.446,0.3772504257249813,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,400000.0,106.666,223:20:4:25,T02,BASE:T02,3,12.951873194939845,26.92369270324707,6.446011630432332,-2.4034609864712744,-0.4000705590825106,-1.1988173439702507,-0.8655743687889441,0.7523513143574082,0.670712883086662,0.7761942105192895,0.4884548111985332,5a980396e19821af9bce8aec5b7e8d7103f9b457a9ac9fe83f64b8696efa922d,223|20|25|4,1
155,zro2_60_pass,8,16,zro2_60_pass:m008,slot_1,pass_main,T02,16,-1500.0,-20800.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,3,25,1.0,0.000625,37.0013,2.3616,0.3772504257249813,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,600000.0,159.99900000000002,223:20:4:25,T02,BASE:T02,3,12.951873194939845,37.00133514404297,2.361630752316216,-2.164413458308486,-0.3930149251358204,-0.812162746104749,-1.051520868392536,0.3496725676947528,0.9125242508369932,0.1895676437885428,0.7376657601077571,5a980396e19821af9bce8aec5b7e8d7103f9b457a9ac9fe83f64b8696efa922d,223|20|25|4,1
156,zro2_60_pass,9,17,zro2_60_pass:m009,slot_2,pass_main,T12,17,-1500.0,-20400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,4,5,1.0,0.0,28.7588,0.4046,0.7329992975040549,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,1000000.0,533.33,2000:10:8:5,T12,BASE:T12,48,0.1023903667500024,28.758760452270508,0.4045810005333248,0.4217035348136134,-0.9637846254921072,-0.1828141298692643,-0.0127422767948722,0.5005700460312731,0.6888607676843875,0.4076992402178679,0.6099252812133722,ce339b490e43317abbeef86cc4b7c5d3ea5412190fa2f7aa0a000aec58a81233,2000|10|5|8,1
157,zro2_60_pass,9,18,zro2_60_pass:m009,slot_1,pass_main,T12,18,-1500.0,-20000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,2,5,1.0,0.0,16.2982,1.1441,0.7329992975040549,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,500000.0,266.665,2000:10:8:5,T12,BASE:T12,48,0.1023903667500024,16.298232078552246,1.1441207921488272,-0.1114729525653925,-0.5841810634522199,0.2992823208716321,-0.570666276560083,0.8479548796209171,0.4699264956424556,0.862304336025616,0.2971125021484445,ce339b490e43317abbeef86cc4b7c5d3ea5412190fa2f7aa0a000aec58a81233,2000|10|5|8,1
158,zro2_60_pass,10,19,zro2_60_pass:m010,slot_2,pass_main,T12,19,-1500.0,-19600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,3,5,1.0,0.0,23.4702,0.3969,0.4871751784258262,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,750000.0,399.99750000000006,2000:10:8:5,T12,BASE:T12,49,0.0946123260338367,23.470155715942383,0.3969285962247079,1.918278062773774,-0.5748897410971575,1.6314766779846064,-0.7112977970838272,0.8997282243113676,0.443095790045536,0.9190227978817688,0.2025818210260714,ce339b490e43317abbeef86cc4b7c5d3ea5412190fa2f7aa0a000aec58a81233,2000|10|5|8,1
159,zro2_60_pass,10,20,zro2_60_pass:m010,slot_1,pass_main,T12,20,-1500.0,-19200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,1,5,1.0,0.0,8.4816,0.8281,0.4871751784258262,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,250000.0,133.3325,2000:10:8:5,T12,BASE:T12,49,0.0946123260338367,8.48162031173706,0.8280642057353272,1.4117167627239788,-0.2812695282973182,0.5109705628363451,-1.0638751026033906,0.906662852903617,0.3175805320209709,0.7079699845522578,0.4287573709423013,ce339b490e43317abbeef86cc4b7c5d3ea5412190fa2f7aa0a000aec58a81233,2000|10|5|8,1
160,zro2_60_pass,11,21,zro2_60_pass:m011,slot_2,pass_main,T05,21,-1500.0,-18800.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,1,5,1.0,0.0,9.4616,0.6725,1.1021209481362473,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,250000.0,133.3325,500:10:8:5,T05,BASE:T05,65,0.065042535915185,9.461623668670654,0.6724766275644843,2.687425245666613,-0.3107548375241632,1.5045064236457322,0.7299780961986548,0.7199290861368496,0.529106012565758,0.2024351651765064,0.8044420682711433,0173a9b0e73614a22e0130f113fb8339d3922904a34f19fff1ba4a50c552968f,500|10|5|8,0
161,zro2_60_pass,11,22,zro2_60_pass:m011,slot_1,pass_main,T05,22,-1500.0,-18400.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,2,5,1.0,0.0,17.772,0.5462,1.1021209481362473,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,500000.0,266.665,500:10:8:5,T05,BASE:T05,65,0.065042535915185,17.771986961364746,0.5462028958639663,1.280487393046402,-0.1572727872297372,0.7039944571700516,-0.9829254362997352,0.8205349159920327,0.4332499422431948,0.6353777736024186,0.5246343818674557,0173a9b0e73614a22e0130f113fb8339d3922904a34f19fff1ba4a50c552968f,500|10|5|8,0
