dataset_index,target,observed_canonical,frozen_target,abs_error,passed
25,ilr_z1,1.5936867135270583,1.5936867135270585,2.220446049250313e-16,True
26,ilr_z1,-0.805402564202215,-0.8054025642022148,2.220446049250313e-16,True
27,ilr_z1,0.518099942796847,0.5180999427968471,1.1102230246251565e-16,True
28,ilr_z1,-0.2516245196779827,-0.2516245196779825,2.220446049250313e-16,True
29,ilr_z1,1.346765676238331,1.346765676238331,0.0,True
30,ilr_z1,1.6724032071369577,1.6724032071369577,0.0,True
31,ilr_z1,0.6713252162427729,0.671325216242773,1.1102230246251565e-16,True
32,ilr_z1,-0.565884284435331,-0.565884284435331,0.0,True
33,ilr_z1,-0.2612875819544632,-0.2612875819544632,0.0,True
34,ilr_z1,-0.6089312302151604,-0.6089312302151604,0.0,True
35,ilr_z1,-0.7076697354766781,-0.7076697354766783,2.220446049250313e-16,True
36,ilr_z1,-0.38185940449230493,-0.3818594044923049,5.551115123125783e-17,True
37,ilr_z1,-2.1941097912066865,-2.194109791206686,4.440892098500626e-16,True
38,ilr_z1,-0.4278035863335741,-0.4278035863335743,1.6653345369377348e-16,True
39,ilr_z1,-0.40671077802951433,-0.4067107780295143,5.551115123125783e-17,True
40,ilr_z1,-1.5929189804933477,-1.5929189804933472,4.440892098500626e-16,True
41,ilr_z1,0.3886341584462419,0.3886341584462418,1.1102230246251565e-16,True
42,ilr_z1,-1.6266155261554995,-1.6266155261554995,0.0,True
43,ilr_z1,-1.7491680299232513,-1.7491680299232513,0.0,True
44,ilr_z1,-2.0254323389228364,-2.025432338922837,4.440892098500626e-16,True
45,ilr_z1,-0.793830516695096,-0.7938305166950957,2.220446049250313e-16,True
46,ilr_z1,-1.3751683243964101,-1.37516832439641,2.220446049250313e-16,True
47,ilr_z1,-0.31621451741437806,-0.3162145174143778,2.7755575615628914e-16,True
48,ilr_z1,1.8329610663971383,1.8329610663971383,0.0,True
49,ilr_z1,1.3394555938766302,1.3394555938766302,0.0,True
50,ilr_z1,3.878930932777051,3.878930932777051,0.0,True
51,ilr_z1,-2.014264137660998,-2.014264137660998,0.0,True
52,ilr_z1,-0.6462180806241605,-0.6462180806241604,1.1102230246251565e-16,True
53,ilr_z1,0.08383321603445201,0.083833216034452,1.3877787807814457e-17,True
54,ilr_z1,0.5535428100215429,0.5535428100215428,1.1102230246251565e-16,True
