job,vector,D_um,A_um,implausible_depth,all_finite,accepted,failure
domain_P01_33_w2.0_r1,"[4.605, -13.816, -9.21, -6.0, -1.0, 1.0]",91.6812177318661,4.388706066980277,False,True,True,
domain_P01_34_w0.874_r3,"[16.118, -27.631, -9.21, -6.0, -1.0, 1.0]",-0.0,1.6245730977544863e-06,False,True,True,
domain_P01_34_w0.874_r1,"[16.118, -27.631, -9.21, -6.0, -1.0, 1.0]",-0.0,3.829268326729287e-06,False,True,True,
domain_P01_33_w2.0_r0,"[4.605, -13.816, -9.21, -6.0, -1.0, 1.0]",123.88393924156588,10.141243122438855,False,True,True,
domain_P01_32_w3.0_r1,"[4.605, -27.631, -9.21, -6.0, -1.0, 1.0]",0.00018710801686589053,4.116508212755522e-06,False,True,True,
domain_P01_34_w0.874_r0,"[16.118, -27.631, -9.21, -6.0, -1.0, 1.0]",-0.0,3.911629148047638e-06,False,True,True,
domain_P01_34_w2.0_r3,"[16.118, -27.631, -9.21, -6.0, -1.0, 1.0]",4.1090515242413444e-07,1.7113785037534484e-06,False,True,True,
domain_P01_32_w3.0_r0,"[4.605, -27.631, -9.21, -6.0, -1.0, 1.0]",0.00024260419366454818,4.968916228816679e-06,False,True,True,
domain_P01_34_w3.0_r3,"[16.118, -27.631, -9.21, -6.0, -1.0, 1.0]",1.5955399071318486e-06,1.2400783170622682e-06,False,True,True,
domain_P01_34_w2.0_r1,"[16.118, -27.631, -9.21, -6.0, -1.0, 1.0]",4.495716859490179e-06,2.215665771838858e-06,False,True,True,
domain_P01_35_w0.874_r3,"[16.118, -13.816, -9.21, -6.0, -1.0, 1.0]",-0.0,1.6237438707231264,False,True,True,
domain_P01_35_w0.874_r1,"[16.118, -13.816, -9.21, -6.0, -1.0, 1.0]",-0.0,3.8273137622894096,False,True,True,
domain_P01_34_w2.0_r0,"[16.118, -27.631, -9.21, -6.0, -1.0, 1.0]",5.59660760455863e-06,3.6752350958333893e-06,False,True,True,
domain_P01_33_w3.0_r1,"[4.605, -13.816, -9.21, -6.0, -1.0, 1.0]",187.01251176022078,4.114407033135129,False,True,True,
domain_P01_35_w0.874_r0,"[16.118, -13.816, -9.21, -6.0, -1.0, 1.0]",-0.0,3.90963254436714,False,True,True,
domain_P01_35_w2.0_r3,"[16.118, -13.816, -9.21, -6.0, -1.0, 1.0]",0.41069541507209656,1.710504968842547,False,True,True,
domain_P01_33_w3.0_r0,"[4.605, -13.816, -9.21, -6.0, -1.0, 1.0]",242.4803617756748,4.966379956574333,False,True,True,
domain_P01_35_w3.0_r3,"[16.118, -13.816, -9.21, -6.0, -1.0, 1.0]",1.594725499443801,1.2394453467989217,False,True,True,
domain_P01_35_w2.0_r1,"[16.118, -13.816, -9.21, -6.0, -1.0, 1.0]",4.493422121290722,2.2145348347619076,False,True,True,
domain_P01_36_w0.874_r3,"[4.605, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",5.276642851107623e-06,9.826605331531537e-06,False,True,True,
domain_P01_36_w0.874_r1,"[4.605, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",3.668490261043737e-05,1.3011459785960396e-05,False,True,True,
domain_P01_35_w2.0_r0,"[16.118, -13.816, -9.21, -6.0, -1.0, 1.0]",5.5937509412813515,3.673359154213847,False,True,True,
domain_P01_34_w3.0_r1,"[16.118, -27.631, -9.21, -6.0, -1.0, 1.0]",5.042256591888824e-06,9.283846505290811e-07,False,True,True,
domain_P01_36_w0.874_r0,"[4.605, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",4.77129837538115e-05,2.8031568293348523e-05,False,True,True,
domain_P01_36_w2.0_r3,"[4.605, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",4.7247333270116355e-05,3.734031171652347e-06,False,True,True,
domain_P01_34_w3.0_r0,"[16.118, -27.631, -9.21, -6.0, -1.0, 1.0]",6.82937299683545e-06,2.519807748285722e-06,False,True,True,
domain_P01_36_w3.0_r3,"[4.605, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",0.00010738079694792424,6.9438429508506875e-06,False,True,True,
domain_P10_77_w2.0_r0,"[10.496743084119467, -14.644349303964152, -0.6629743091581493, -0.5375184971676035]",804.5443673257586,0.7886827622597172,True,True,True,
domain_P01_37_w0.874_r3,"[4.605, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",5.273949506688085,9.821589560447633,False,True,True,
domain_P01_36_w2.0_r1,"[4.605, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",0.00017963826853349988,7.991864531876792e-06,False,True,True,
domain_P01_37_w0.874_r1,"[4.605, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",36.66617762174378,13.004818377096196,False,True,True,
domain_P01_37_w0.874_r0,"[4.605, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",47.68862972755675,28.017260205770086,False,True,True,
domain_P01_36_w2.0_r0,"[4.605, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",0.0002372663499414998,1.41611861958367e-05,False,True,True,
domain_P01_35_w3.0_r1,"[16.118, -13.816, -9.21, -6.0, -1.0, 1.0]",5.039682884697178,0.9279107773320042,False,True,True,
domain_P01_37_w2.0_r3,"[4.605, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",47.22321692474453,3.7321252188898932,False,True,True,
domain_P01_37_w3.0_r3,"[4.605, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",107.32598681989666,6.940298621399267,False,True,True,
domain_P01_35_w3.0_r0,"[16.118, -13.816, -9.21, -6.0, -1.0, 1.0]",6.825887096013851,2.51852156873394,False,True,True,
domain_P01_37_w2.0_r1,"[4.605, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",179.5465761939305,7.987785263230792,False,True,True,
domain_P01_38_w0.874_r3,"[16.118, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",-0.0,2.6013908922188536e-06,False,True,True,
domain_P01_38_w0.874_r1,"[16.118, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",-0.0,8.041421634950688e-06,False,True,True,
domain_P01_38_w0.874_r0,"[16.118, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",-0.0,1.0322022130853413e-05,False,True,True,
domain_P01_37_w2.0_r0,"[4.605, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",237.14524263566335,14.153957934820978,False,True,True,
domain_P01_38_w2.0_r3,"[16.118, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",2.3815812572387e-06,3.391124216412379e-06,False,True,True,
domain_P01_36_w3.0_r1,"[4.605, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",0.00037571704308678704,6.2232170509002425e-06,False,True,True,
domain_P01_38_w3.0_r3,"[16.118, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",7.020516864142808e-06,4.285218593813353e-06,False,True,True,
domain_P01_38_w2.0_r1,"[16.118, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",2.2881911250658508e-05,2.259028425091664e-06,False,True,True,
domain_P01_36_w3.0_r0,"[4.605, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",0.0004888072924674511,9.215879224209601e-06,False,True,True,
domain_P01_39_w0.874_r3,"[16.118, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",-0.0,2.600063070374492,False,True,True,
domain_P01_37_w3.0_r1,"[4.605, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",375.52526671876717,6.220040548834683,False,True,True,
domain_P01_39_w0.874_r1,"[16.118, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",-0.0,8.037317070988944,False,True,True,
domain_P01_39_w0.874_r0,"[16.118, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",-0.0,10.316753485336001,False,True,True,
domain_P01_38_w2.0_r0,"[16.118, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",3.260152543165841e-05,7.73642114577716e-06,False,True,True,
domain_P01_39_w2.0_r3,"[16.118, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",2.3803656323101503,3.3893932928418526,False,True,True,
domain_P01_39_w3.0_r3,"[16.118, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",7.0169333982058735,4.28303129974934,False,True,True,
domain_P01_39_w2.0_r1,"[16.118, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",22.870231690431613,2.257875354517441,False,True,True,
domain_P01_40_w0.874_r3,"[4.605, -27.631, -9.21, 6.0, -1.0, 1.0]",2.4897928931212856e-06,9.0015025304954e-06,False,True,True,
domain_P01_37_w3.0_r0,"[4.605, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",488.55779170900587,9.21117518461846,False,True,True,
domain_P01_38_w3.0_r1,"[16.118, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",5.1461875501805704e-05,1.6694323362225387e-06,False,True,True,
domain_P01_40_w0.874_r1,"[4.605, -27.631, -9.21, 6.0, -1.0, 1.0]",2.4663571863999627e-05,1.175082820246688e-05,False,True,True,
domain_P01_39_w2.0_r0,"[16.118, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",32.58488471158934,7.732472262498884,False,True,True,
domain_P01_40_w0.874_r0,"[4.605, -27.631, -9.21, 6.0, -1.0, 1.0]",3.0203981848374412e-05,1.9624135488147195e-05,False,True,True,
domain_P01_40_w2.0_r3,"[4.605, -27.631, -9.21, 6.0, -1.0, 1.0]",2.7728755222846452e-05,5.436206711773777e-06,False,True,True,
domain_P01_40_w3.0_r3,"[4.605, -27.631, -9.21, 6.0, -1.0, 1.0]",5.6565422241456085e-05,4.90252742944991e-06,False,True,True,
domain_P01_40_w2.0_r1,"[4.605, -27.631, -9.21, 6.0, -1.0, 1.0]",9.171215840426549e-05,4.3926144921016665e-06,False,True,True,
domain_P01_41_w0.874_r3,"[4.605, -13.816, -9.21, 6.0, -1.0, 1.0]",2.488522033981542,8.996907914696669,False,True,True,
domain_P01_39_w3.0_r1,"[16.118, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",51.4356079375394,1.6685802117954325,False,True,True,
domain_P01_38_w3.0_r0,"[16.118, -27.631, 0.6929999999999996, -6.0, -1.0, 1.0]",7.446558355999374e-05,5.696553909314301e-06,False,True,True,
domain_P01_41_w0.874_r1,"[4.605, -13.816, -9.21, 6.0, -1.0, 1.0]",24.650982894929676,11.744830254821546,False,True,True,
domain_P01_40_w2.0_r0,"[4.605, -27.631, -9.21, 6.0, -1.0, 1.0]",0.00012391535827488182,1.01398352514218e-05,False,True,True,
domain_P01_41_w0.874_r0,"[4.605, -13.816, -9.21, 6.0, -1.0, 1.0]",30.18856490084648,19.61411878675264,False,True,True,
domain_P01_41_w2.0_r3,"[4.605, -13.816, -9.21, 6.0, -1.0, 1.0]",27.7146016994325,5.4334319215475375,False,True,True,
domain_P01_41_w3.0_r3,"[4.605, -13.816, -9.21, 6.0, -1.0, 1.0]",56.53654968581195,4.900025043886528,False,True,True,
domain_P01_41_w2.0_r1,"[4.605, -13.816, -9.21, 6.0, -1.0, 1.0]",91.66534598261562,4.390372380201481,False,True,True,
domain_P01_39_w3.0_r0,"[16.118, -13.816, 0.6929999999999996, -6.0, -1.0, 1.0]",74.4275742670421,5.693646230679386,False,True,True,
domain_P01_42_w0.874_r3,"[16.118, -27.631, -9.21, 6.0, -1.0, 1.0]",-0.0,1.6245253538458268e-06,False,True,True,
domain_P01_40_w3.0_r1,"[4.605, -27.631, -9.21, 6.0, -1.0, 1.0]",0.00018702374500445377,4.1130623171077655e-06,False,True,True,
domain_P01_42_w0.874_r1,"[16.118, -27.631, -9.21, 6.0, -1.0, 1.0]",-0.0,3.82904325929124e-06,False,True,True,
domain_P01_42_w0.874_r0,"[16.118, -27.631, -9.21, 6.0, -1.0, 1.0]",-0.0,3.911364418543747e-06,False,True,True,
domain_P01_41_w2.0_r0,"[4.605, -13.816, -9.21, 6.0, -1.0, 1.0]",123.85210844954362,10.134659599125433,False,True,True,
domain_P01_42_w2.0_r3,"[16.118, -27.631, -9.21, 6.0, -1.0, 1.0]",4.107309950508391e-07,1.7113768817317356e-06,False,True,True,
domain_P01_42_w3.0_r3,"[16.118, -27.631, -9.21, 6.0, -1.0, 1.0]",1.5954022618453087e-06,1.239965160983745e-06,False,True,True,
domain_P01_42_w2.0_r1,"[16.118, -27.631, -9.21, 6.0, -1.0, 1.0]",4.494171701111274e-06,2.2154809808946716e-06,False,True,True,
domain_P01_43_w0.874_r3,"[16.118, -13.816, -9.21, 6.0, -1.0, 1.0]",-0.0,1.6236961511842785,False,True,True,
domain_P01_40_w3.0_r0,"[4.605, -27.631, -9.21, 6.0, -1.0, 1.0]",0.000242471000891838,4.953641595320205e-06,False,True,True,
domain_P01_41_w3.0_r1,"[4.605, -13.816, -9.21, 6.0, -1.0, 1.0]",186.9282829134724,4.110962896367809,False,True,True,
domain_P01_43_w0.874_r1,"[16.118, -13.816, -9.21, 6.0, -1.0, 1.0]",-0.0,3.8270888097320066,False,True,True,
domain_P01_43_w0.874_r0,"[16.118, -13.816, -9.21, 6.0, -1.0, 1.0]",-0.0,3.909367949988508,False,True,True,
domain_P01_42_w2.0_r0,"[16.118, -27.631, -9.21, 6.0, -1.0, 1.0]",5.595379573078954e-06,3.6744834115669575e-06,False,True,True,
domain_P01_43_w2.0_r3,"[16.118, -13.816, -9.21, 6.0, -1.0, 1.0]",0.4105213465935403,1.7105033476487588,False,True,True,
domain_P01_43_w3.0_r3,"[16.118, -13.816, -9.21, 6.0, -1.0, 1.0]",1.5945879244152217,1.2393322484783902,False,True,True,
domain_P01_43_w2.0_r1,"[16.118, -13.816, -9.21, 6.0, -1.0, 1.0]",4.491877751603379,2.214350138140129,False,True,True,
domain_P01_44_w0.874_r3,"[4.605, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",2.4920456967589413e-06,9.001818761042603e-06,False,True,True,
domain_P01_42_w3.0_r1,"[16.118, -27.631, -9.21, 6.0, -1.0, 1.0]",5.040227795987089e-06,9.28757396419033e-07,False,True,True,
domain_P01_41_w3.0_r0,"[4.605, -13.816, -9.21, 6.0, -1.0, 1.0]",242.34723698823888,4.9511131196731615,False,True,True,
domain_P01_44_w0.874_r1,"[4.605, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",2.4674474256031237e-05,1.1752409371054344e-05,False,True,True,
domain_P01_44_w0.874_r0,"[4.605, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",3.02124486730083e-05,1.9627919566023927e-05,False,True,True,
domain_P01_43_w2.0_r0,"[16.118, -13.816, -9.21, 6.0, -1.0, 1.0]",5.592523536622898,3.672607853627851,False,True,True,
domain_P01_44_w2.0_r3,"[4.605, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",2.773847122772386e-05,5.4351787831016286e-06,False,True,True,
domain_P01_44_w3.0_r3,"[4.605, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",5.658614582215202e-05,4.904927692883453e-06,False,True,True,
domain_P01_44_w2.0_r1,"[4.605, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",9.17417637608882e-05,4.390843987333676e-06,False,True,True,
domain_P01_42_w3.0_r0,"[16.118, -27.631, -9.21, 6.0, -1.0, 1.0]",6.826069713978584e-06,2.5198099615467844e-06,False,True,True,
domain_P01_45_w0.874_r3,"[4.605, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",2.490773687725927,8.997223983831056,False,True,True,
domain_P01_43_w3.0_r1,"[16.118, -13.816, -9.21, 6.0, -1.0, 1.0]",5.037655124348972,0.9282833329621469,False,True,True,
domain_P01_45_w0.874_r1,"[4.605, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",24.661879722078922,11.746410616336842,False,True,True,
domain_P10_77_w3.0_r0,"[10.496743084119467, -14.644349303964152, -0.6629743091581493, -0.5375184971676035]",1118.2447874607117,1.75380814989972,True,True,True,
domain_P01_45_w0.874_r0,"[4.605, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",30.197027403778957,19.617900933131388,False,True,True,
domain_P01_44_w2.0_r0,"[4.605, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",0.00012395917449135237,1.014536880384798e-05,False,True,True,
domain_P01_45_w2.0_r3,"[4.605, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",27.72431274499236,5.432404517558608,False,True,True,
domain_P01_45_w3.0_r3,"[4.605, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",56.55726268861925,4.90242408215924,False,True,True,
domain_P01_46_w0.874_r3,"[16.118, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",-0.0,1.625297264769639e-06,False,True,True,
domain_P01_45_w2.0_r1,"[4.605, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",91.69493622784566,4.3886027791480835,False,True,True,
domain_P01_43_w3.0_r0,"[16.118, -13.816, -9.21, 6.0, -1.0, 1.0]",6.822585499243897,2.518523780865293,False,True,True,
domain_P01_46_w0.874_r1,"[16.118, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",-0.0,3.8313340110650046e-06,False,True,True,
domain_P01_44_w3.0_r1,"[4.605, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",0.00018709649262771977,4.115174594997863e-06,False,True,True,
domain_P01_46_w0.874_r0,"[16.118, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",-0.0,3.913930402030277e-06,False,True,True,
domain_P01_45_w2.0_r0,"[4.605, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",123.8959023010057,10.140190327073448,False,True,True,
domain_P01_46_w2.0_r3,"[16.118, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",4.1362174757286025e-07,1.7113572353778292e-06,False,True,True,
domain_P01_46_w3.0_r3,"[16.118, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",1.5977419049683202e-06,1.2412967995495683e-06,False,True,True,
domain_P01_47_w0.874_r3,"[16.118, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",-0.0,1.6244676681034107,False,True,True,
domain_P01_46_w2.0_r1,"[16.118, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",4.504830768665221e-06,2.2166901815663937e-06,False,True,True,
domain_P01_47_w0.874_r1,"[16.118, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",-0.0,3.829378392242722,False,True,True,
domain_P01_45_w3.0_r1,"[4.605, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",187.00099340433985,4.113074096092846,False,True,True,
domain_P01_47_w0.874_r0,"[16.118, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",-0.0,3.9119326237261127,False,True,True,
domain_P01_44_w3.0_r0,"[4.605, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",0.00024256333889377882,4.95914737082609e-06,False,True,True,
domain_P01_46_w2.0_r0,"[16.118, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",5.603839493185834e-06,3.678237802477277e-06,False,True,True,
domain_P01_47_w2.0_r3,"[16.118, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",0.41341062359554,1.7104837113228948,False,True,True,
domain_P01_45_w3.0_r0,"[4.605, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",242.43952785831019,4.956616084878975,False,True,True,
domain_P01_47_w3.0_r3,"[16.118, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",1.5969263733196877,1.2406632073390675,False,True,True,
domain_P01_48_w0.874_r3,"[4.605, -27.631, -9.21, -6.0, 1.0, 1.0]",4.5694373610614685e-06,9.396990497586421e-06,False,True,True,
domain_P01_48_w0.874_r1,"[4.605, -27.631, -9.21, -6.0, 1.0, 1.0]",2.88894988199386e-05,1.213893428727079e-05,False,True,True,
domain_P01_47_w2.0_r1,"[16.118, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",4.502531378474505,2.2155587216023918,False,True,True,
domain_P01_48_w0.874_r0,"[4.605, -27.631, -9.21, -6.0, 1.0, 1.0]",3.575066974561255e-05,2.172205780847766e-05,False,True,True,
domain_P01_46_w3.0_r1,"[16.118, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",5.051024995399675e-06,9.27653666488263e-07,False,True,True,
domain_P01_48_w2.0_r3,"[4.605, -27.631, -9.21, -6.0, 1.0, 1.0]",3.295835173962692e-05,4.8679323968404725e-06,False,True,True,
domain_P01_47_w2.0_r0,"[16.118, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",5.600979138552624,3.676360328193234,False,True,True,
domain_P01_46_w3.0_r0,"[16.118, -27.631, 0.6929999999999996, 6.0, -1.0, 1.0]",6.839871961295398e-06,2.5200576806726314e-06,False,True,True,
domain_P01_48_w3.0_r3,"[4.605, -27.631, -9.21, -6.0, 1.0, 1.0]",6.904996992047221e-05,6.085730278837899e-06,False,True,True,
domain_P01_49_w0.874_r3,"[4.605, -13.816, -9.21, -6.0, 1.0, 1.0]",4.567104993879511,9.392194013793357,False,True,True,
domain_P01_48_w2.0_r1,"[4.605, -27.631, -9.21, -6.0, 1.0, 1.0]",0.00011043345619724176,3.7735281695202074e-06,False,True,True,
domain_P01_49_w0.874_r1,"[4.605, -13.816, -9.21, -6.0, 1.0, 1.0]",28.874752820896123,12.132738239547969,False,True,True,
domain_P01_49_w0.874_r0,"[4.605, -13.816, -9.21, -6.0, 1.0, 1.0]",35.732421615206334,21.710970269519613,False,True,True,
domain_P01_47_w3.0_r1,"[16.118, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",5.048446812572415,0.9271801664056536,False,True,True,
domain_P01_49_w2.0_r3,"[4.605, -13.816, -9.21, -6.0, 1.0, 1.0]",32.94152888554339,4.865447669538346,False,True,True,
domain_P01_48_w2.0_r0,"[4.605, -27.631, -9.21, -6.0, 1.0, 1.0]",0.00014940128534565492,1.277742817858248e-05,False,True,True,
domain_P01_49_w3.0_r3,"[4.605, -13.816, -9.21, -6.0, 1.0, 1.0]",69.0147249064733,6.082623953822579,False,True,True,
domain_P01_47_w3.0_r0,"[16.118, -13.816, 0.6929999999999996, 6.0, -1.0, 1.0]",6.836380701512023,2.518771373548448,False,True,True,
domain_P01_50_w0.874_r3,"[16.118, -27.631, -9.21, -6.0, 1.0, 1.0]",-0.0,2.39682081356413e-06,False,True,True,
domain_P01_49_w2.0_r1,"[4.605, -13.816, -9.21, -6.0, 1.0, 1.0]",110.37708790752197,3.7716020563978816,False,True,True,
domain_P01_50_w0.874_r1,"[16.118, -27.631, -9.21, -6.0, 1.0, 1.0]",-0.0,5.649493380188455e-06,False,True,True,
domain_P01_50_w0.874_r0,"[16.118, -27.631, -9.21, -6.0, 1.0, 1.0]",8.486578141558398e-08,6.174639093315188e-06,False,True,True,
domain_P01_50_w2.0_r3,"[16.118, -27.631, -9.21, -6.0, 1.0, 1.0]",2.6778488320013e-06,2.365858668610686e-06,False,True,True,
domain_P01_48_w3.0_r1,"[4.605, -27.631, -9.21, -6.0, 1.0, 1.0]",0.00022523056643997954,3.774467278391047e-06,False,True,True,
domain_P01_49_w2.0_r0,"[4.605, -13.816, -9.21, -6.0, 1.0, 1.0]",149.32502679840968,12.77090622592207,False,True,True,
domain_P01_50_w3.0_r3,"[16.118, -27.631, -9.21, -6.0, 1.0, 1.0]",4.221050411797523e-06,2.220227927077102e-06,False,True,True,
domain_P01_48_w3.0_r0,"[4.605, -27.631, -9.21, -6.0, 1.0, 1.0]",0.0002952968090197064,8.386240299114004e-06,False,True,True,
domain_P01_51_w0.874_r3,"[16.118, -13.816, -9.21, -6.0, 1.0, 1.0]",-0.0,2.3955974099446316,False,True,True,
domain_P01_50_w2.0_r1,"[16.118, -27.631, -9.21, -6.0, 1.0, 1.0]",9.240148608978608e-06,2.347120977623191e-06,False,True,True,
domain_P01_51_w0.874_r1,"[16.118, -13.816, -9.21, -6.0, 1.0, 1.0]",-0.0,5.64660972254891,False,True,True,
domain_P01_51_w0.874_r0,"[16.118, -13.816, -9.21, -6.0, 1.0, 1.0]",0.08482246357406333,6.171487386782473,False,True,True,
domain_P01_49_w3.0_r1,"[4.605, -13.816, -9.21, -6.0, 1.0, 1.0]",225.11560253085253,3.772540685921586,False,True,True,
domain_P01_51_w2.0_r3,"[16.118, -13.816, -9.21, -6.0, 1.0, 1.0]",2.6764819839102794,2.364651068926129,False,True,True,
domain_P01_50_w2.0_r0,"[16.118, -27.631, -9.21, -6.0, 1.0, 1.0]",1.171369031771798e-05,5.340081927223539e-06,False,True,True,
domain_P01_51_w3.0_r3,"[16.118, -13.816, -9.21, -6.0, 1.0, 1.0]",4.218895870947971,2.219094661349966,False,True,True,
domain_P01_49_w3.0_r0,"[4.605, -13.816, -9.21, -6.0, 1.0, 1.0]",295.1460813629135,8.381959730171252,False,True,True,
domain_P01_52_w0.874_r3,"[4.605, -27.631, 0.6929999999999996, -6.0, 1.0, 1.0]",8.414334016722261e-06,1.040808168534693e-05,False,True,True,
domain_P01_51_w2.0_r1,"[16.118, -13.816, -9.21, -6.0, 1.0, 1.0]",9.23543218162244,2.3459229421742434,False,True,True,
domain_P01_52_w0.874_r1,"[4.605, -27.631, 0.6929999999999996, -6.0, 1.0, 1.0]",4.273136417457939e-05,1.3534927778554777e-05,False,True,True,
domain_P01_52_w0.874_r0,"[4.605, -27.631, 0.6929999999999996, -6.0, 1.0, 1.0]",5.457122578010979e-05,2.963105129338823e-05,False,True,True,
domain_P01_50_w3.0_r1,"[16.118, -27.631, -9.21, -6.0, 1.0, 1.0]",1.2955032069260146e-05,1.3665984140125517e-06,False,True,True,
domain_P01_52_w2.0_r3,"[4.605, -27.631, 0.6929999999999996, -6.0, 1.0, 1.0]",5.5541412580292836e-05,3.6865804645520455e-06,False,True,True,
domain_P01_51_w2.0_r0,"[16.118, -13.816, -9.21, -6.0, 1.0, 1.0]",11.70771132627595,5.337356201745351,False,True,True,
domain_P01_50_w3.0_r0,"[16.118, -27.631, -9.21, -6.0, 1.0, 1.0]",1.605101886822551e-05,1.940053623187541e-06,False,True,True,
domain_P01_53_w0.874_r3,"[4.605, -13.816, 0.6929999999999996, -6.0, 1.0, 1.0]",8.410039107969189,10.402769112653209,False,True,True,
domain_P01_52_w3.0_r3,"[4.605, -27.631, 0.6929999999999996, -6.0, 1.0, 1.0]",0.0001232943727883418,6.1677393760420475e-06,False,True,True,
domain_P01_52_w2.0_r1,"[4.605, -27.631, 0.6929999999999996, -6.0, 1.0, 1.0]",0.00020557492902215346,8.81572634174362e-06,False,True,True,
domain_P01_53_w0.874_r1,"[4.605, -13.816, 0.6929999999999996, -6.0, 1.0, 1.0]",42.7095529047083,13.52801917715236,False,True,True,
domain_P01_53_w0.874_r0,"[4.605, -13.816, 0.6929999999999996, -6.0, 1.0, 1.0]",54.54337111748252,29.61592678545809,False,True,True,
domain_P01_51_w3.0_r1,"[16.118, -13.816, -9.21, -6.0, 1.0, 1.0]",12.948419462662873,1.3659008643932222,False,True,True,
domain_P01_53_w2.0_r3,"[4.605, -13.816, 0.6929999999999996, -6.0, 1.0, 1.0]",55.51306270749541,3.6846987319425906,False,True,True,
domain_P01_52_w2.0_r0,"[4.605, -27.631, 0.6929999999999996, -6.0, 1.0, 1.0]",0.0002693480868849691,1.2402817601434063e-05,False,True,True,
domain_P01_53_w3.0_r3,"[4.605, -13.816, 0.6929999999999996, -6.0, 1.0, 1.0]",123.23143993116726,6.164591191315819,False,True,True,
domain_P01_51_w3.0_r0,"[16.118, -13.816, -9.21, -6.0, 1.0, 1.0]",16.04282598435664,1.9390633661724168,False,True,True,
domain_P01_54_w0.874_r3,"[16.118, -27.631, 0.6929999999999996, -6.0, 1.0, 1.0]",-0.0,3.5324366239446093e-06,False,True,True,
