加工顺序,xi_um,median_depth_um
19,9.653993121,0.1061402401
19,9.979240856,0.1061402401
33,-9.77060842,0.01295951465
33,-9.450258025,0.01295951465
33,-9.12990763,0.02076446361
33,-8.809557234,0.02837349485
33,-8.489206839,0.04391222936
33,-8.168856444,0.06279650813
33,-7.848506048,0.07507769398
33,-7.528155653,0.04578352087
33,-7.207805258,0.04460048734
33,-6.887454862,0.04875310502
33,-6.567104467,0.04661815731
33,-6.246754072,0.02335868623
33,-5.926403677,0.02451462325
33,-5.606053281,0.0641702416
33,-5.285702886,0.008129059531
33,-4.965352491,0.02958522751
33,-4.645002095,0.04986310225
33,-4.3246517,0.1145978134
33,-4.004301305,0.262258831
33,-3.68395091,0.6222198849
33,-3.363600514,1.054231999
33,-3.043250119,1.518916627
33,-2.722899724,1.993230367
33,-2.402549328,2.483912359
33,-2.082198933,3.004972007
33,-1.761848538,3.437548152
33,-1.441498142,3.802784376
33,-1.121147747,3.941008996
33,-0.8007973519,4.052382783
33,-0.4804469566,4.102476384
33,-0.1600965613,4.006339212
33,0.160253834,3.874526557
33,0.4806042293,3.771700937
33,0.8009546246,3.643093781
33,1.12130502,3.435502705
33,1.441655415,3.192002245
33,1.76200581,2.917871315
33,2.082356206,2.73468491
33,2.402706601,2.358722558
33,2.723056996,1.877698538
33,3.043407392,1.462123792
33,3.363757787,1.02478161
33,3.684108182,0.687148073
33,4.004458578,0.4330549978
33,4.324808973,0.2808412393
33,4.645159368,0.1471057822
33,4.965509763,0.09058207246
33,5.285860159,0.05076632454
33,5.606210554,0.05394062543
33,5.926560949,0.03418969282
33,6.246911345,0.05148615529
33,6.56726174,0.07778473433
33,6.887612135,0.06549574624
33,7.207962531,0.09506242896
33,7.528312926,0.09141744348
33,7.848663321,0.07824159397
33,8.169013716,0.04997087132
33,8.489364112,0.07499721184
33,8.809714507,0.07554665572
33,9.130064902,0.07573894052
33,9.450415298,0.061419575
33,9.770765693,0.06370399583
33,10.09111609,0.06370399583
33,10.41146648,0.06370399583
34,-10.39195429,0.006669827666
34,-10.06773316,0.006669827666
34,-9.743512023,0.006669827666
34,-9.419290888,-0.00206140717
34,-9.095069754,0.02604159004
34,-8.77084862,0.02763023
34,-8.446627485,0.03598925759
34,-8.122406351,0.01045234274
34,-7.798185216,0.02614562035
34,-7.473964082,0.01127920503
34,-7.149742948,-0.01186295889
34,-6.825521813,0.01195742874
34,-6.501300679,0.009868478441
34,-6.177079544,0.03635105207
34,-5.85285841,0.09784033476
34,-5.528637276,0.1597014158
34,-5.204416141,0.2849862859
34,-4.880195007,0.4903604387
34,-4.555973872,0.761415871
34,-4.231752738,1.056181315
34,-3.907531604,1.430557477
34,-3.583310469,1.708939089
34,-3.259089335,2.02298939
34,-2.9348682,2.332581458
34,-2.610647066,2.69095056
34,-2.286425932,2.99937802
34,-1.962204797,3.292895469
34,-1.637983663,3.584976056
34,-1.313762528,3.918790795
34,-0.989541394,4.115016327
34,-0.6653202596,4.385780181
34,-0.3410991252,4.430998946
34,-0.0168779908,4.684463272
34,0.3073431436,4.914947225
34,0.631564278,5.01913041
34,0.9557854124,4.910566722
34,1.280006547,4.749476792
34,1.604227681,4.480958325
34,1.928448816,4.173497927
34,2.25266995,3.89004056
34,2.576891084,3.453399331
34,2.901112219,2.95232108
34,3.225333353,2.395089665
34,3.549554488,1.826073492
34,3.873775622,1.221593637
34,4.197996756,0.7525417222
34,4.522217891,0.4239818883
34,4.846439025,0.2147259159
34,5.17066016,0.117993043
34,5.494881294,0.1031685618
34,5.819102428,0.08895149047
34,6.143323563,0.09411780257
34,6.467544697,0.05062796647
34,6.791765832,0.02957998394
34,7.115986966,-0.01330887243
34,7.4402081,0.01502737709
34,7.764429235,0.03839673569
34,8.088650369,0.02863134941
34,8.412871504,0.02942428768
34,8.737092638,0.04647802388
34,9.061313772,0.0421112269
34,9.385534907,0.04663499805
34,9.709756041,0.04663499805
34,10.03397718,0.04663499805
43,-11.68448979,0.04512203775
43,-11.34506534,0.04512203775
43,-11.00564089,0.04512203775
43,-10.66621644,0.04512203775
43,-10.32679199,0.04695547886
43,-9.987367538,0.04044222654
43,-9.647943087,0.04512203775
43,-9.308518636,0.04776070204
43,-8.969094186,0.05427966266
43,-8.629669735,0.07100799438
43,-8.290245284,0.06944389195
43,-7.950820833,0.06350450437
43,-7.611396382,0.04935327181
43,-7.271971932,0.04280486942
43,-6.932547481,0.05505717724
43,-6.59312303,0.06448074473
