dataset_index,model,target,fold,y_true,y_pred,abs_error,norm_abs_error
74,extratrees,Sq_um,0,0.2684310077621792,0.3862281661450777,0.1177971583828985,0.1252246751456751
75,extratrees,Sq_um,4,0.395598070183606,0.3735191758827696,0.02207889430083637,0.020818728703375186
76,extratrees,Sq_um,3,0.2494625261100493,0.5980064865713232,0.3485439604612739,0.41877039251844633
77,extratrees,Sq_um,2,0.7181731534536773,0.8019467728847726,0.08377361943109529,0.09912534512757415
78,extratrees,Sq_um,1,2.5381418247553262,0.6288556746089538,1.9092861501463725,2.3395607537897196
79,extratrees,Sq_um,0,0.4321211760919536,2.724957941032374,2.2928367649404207,2.4374080240411646
80,extratrees,Sq_um,4,0.4746853157378821,2.0037147964302,1.529029480692318,1.4417592432058597
81,extratrees,Sq_um,3,0.8489634204941184,2.458794130398159,1.6098307099040405,1.9341876915112053
82,extratrees,Sq_um,2,7.107023639977323,0.93927200331323,6.167751636664093,7.298007580397736
83,extratrees,Sq_um,1,3.7833624105871,1.6647337833593103,2.11862862722779,2.596080418714362
84,extratrees,Sq_um,0,0.6864754824917072,1.8112503657853605,1.1247748832936533,1.1956958156378628
85,extratrees,Sq_um,4,1.424675020601857,1.2488173588192788,0.17585766178257822,0.16582048453951426
86,extratrees,Sq_um,3,0.594923238357644,1.57211378384029,0.9771905454826461,1.1740799288431507
87,extratrees,Sq_um,2,1.238820896849605,1.238479744533832,0.00034115231577303007,0.0004036693325622331
88,extratrees,Sq_um,1,0.5116972080508037,1.1182459211065263,0.6065487130557227,0.7432398565390741
89,extratrees,Sq_um,0,0.5361639130454028,1.4546502965019872,0.9184863834565844,0.9764001150198768
90,extratrees,Sq_um,4,0.549210907458636,2.022488901188785,1.473277993730149,1.3891898044441013
91,extratrees,Sq_um,3,0.8918833631292288,1.2666283540050325,0.3747449908758037,0.4502505414688382
92,extratrees,Sq_um,2,0.8039851853049615,1.122506146812449,0.31852096150748754,0.3768907259136154
93,extratrees,Sq_um,1,0.5899495626324645,1.3926026744430713,0.8026531118106068,0.9835381245264491
94,extratrees,Sq_um,0,1.0370889597322763,0.7749704135533609,0.2621185461789154,0.27864602377094844
95,extratrees,Sq_um,4,0.7039122837654384,1.018384595475785,0.31447231171034673,0.29652362355722406
96,extratrees,Sq_um,3,0.4818403734605209,0.3273748425523298,0.1544655309081911,0.1855880415296437
97,extratrees,Sq_um,2,0.2895653368065848,0.3830181090646333,0.09345277225804849,0.11057822696591262
98,extratrees,Sq_um,1,0.4991230139805998,0.2819511368875119,0.21717187709308788,0.26611348981653765
99,extratrees,Sq_um,0,0.2791418577901509,0.3884968169118898,0.10935495912173893,0.11625016612944364
100,extratrees,Sq_um,4,0.296958313100732,0.4131619246814133,0.11620361158068127,0.10957122358065495
101,extratrees,Sq_um,3,0.5379812884155732,0.3958235307345639,0.14215775768100936,0.17080043477107645
102,extratrees,Sq_um,2,0.3524489165453417,0.5119642620380159,0.1595153454926742,0.18874693229783526
103,extratrees,Sq_um,1,0.521592084376508,0.5774549428064137,0.05586285842990579,0.06845205008536792
104,extratrees,Sq_um,0,0.3470460712314604,0.6452383174888421,0.29819224625738167,0.3169942949486364
105,extratrees,Sq_um,4,0.3910787672317013,0.6082573748617122,0.21717860763001084,0.20478301362467638
106,extratrees,Sq_um,3,0.6841640552731612,0.6410997001411884,0.04306435513197271,0.05174118317328787
107,extratrees,Sq_um,2,0.4830880106310848,0.7361401950830385,0.2530521844519537,0.29942463139864967
108,extratrees,Sq_um,1,1.7863424642167578,0.6591308895440428,1.1272115746727152,1.381238721665487
109,extratrees,Sq_um,0,2.4609507748652515,2.544485959737353,0.08353518487210154,0.08880236613892276
110,extratrees,Sq_um,4,1.5684377427191978,2.380108871665271,0.8116711289460732,0.7653445321874857
111,extratrees,Sq_um,3,1.7888994111767211,1.457616218671885,0.33128319250483607,0.3980318361460417
112,extratrees,Sq_um,2,0.3490949233938473,2.0294912773309184,1.6803963539370712,1.988333196850053
113,extratrees,Sq_um,1,2.3363968848353256,0.7248838964629768,1.6115129883723487,1.9746817634063374
114,extratrees,Sq_um,0,0.574357732843718,1.6099490285337392,1.035591295690021,1.1008888955108995
115,extratrees,Sq_um,4,0.6500377846278316,1.5499797615038993,0.8999419768760677,0.8485772706766512
116,extratrees,Sq_um,3,2.07890918977518,1.246210177545805,0.8326990122293749,1.000475497379225
117,extratrees,Sq_um,2,2.3091058020637543,3.78658236671726,1.4774765646535055,1.7482278476656066
118,extratrees,Sq_um,1,2.927865379653864,1.2212948084225117,1.7065705712313524,2.0911614174330477
119,extratrees,Sq_um,0,1.026872177591904,1.842636362478088,0.8157641848861839,0.8672009278508983
120,extratrees,Sq_um,4,0.597389330003452,0.6886030955846774,0.0912137655812254,0.08600768742195838
121,extratrees,Sq_um,4,0.4706620161978533,0.6811606704868809,0.2104986542890276,0.1984843224645911
122,extratrees,Sq_um,3,0.7383216024639595,1.948944647521135,1.2106230450571753,1.4545456105437207
123,extratrees,Sq_um,3,0.7088217393311486,1.934924730610884,1.2261029912797357,1.4731445360485746
124,extratrees,Sq_um,2,1.6789572208394663,1.2208531993011111,0.45810402153835517,0.542052731488689
125,extratrees,Sq_um,2,0.5863284580064075,1.2119803910793194,0.6256519330729119,0.7403042176851002
126,extratrees,Sq_um,1,0.9145511666527416,2.8049222394091027,1.890371072756361,2.316382995592933
127,extratrees,Sq_um,1,0.7816636949329008,2.763134074414982,1.9814703794820814,2.4280123407786234
128,extratrees,Sq_um,0,0.8844601513450345,0.7997887555367258,0.08467139580830874,0.09001021909001877
129,extratrees,Sq_um,0,0.9098665806604722,0.7245347917511186,0.18533178890935365,0.1970175968498569
130,extratrees,Sq_um,4,0.4954232631126237,0.4671319608607721,0.028291302251851613,0.026676559895672615
131,extratrees,Sq_um,4,0.5505953840636293,0.4660289518591086,0.0845664322045207,0.07973975442291939
132,extratrees,Sq_um,3,0.3300726153537977,0.6415816883173239,0.31150907296352615,0.37427352516839074
133,extratrees,Sq_um,3,0.3217254523703178,0.6414026327114066,0.31967718034108883,0.38408738488384203
134,extratrees,Sq_um,2,0.4809806612437035,0.975146760033702,0.49416609878999856,0.5847232747678486
135,extratrees,Sq_um,2,0.3612206923837048,0.9646911235131684,0.6034704311294636,0.7140578999239253
136,extratrees,Sq_um,1,0.6844582064485378,0.8970954841732013,0.21263727772466345,0.26055697817698475
137,extratrees,Sq_um,1,0.662377331186511,0.8931677313403867,0.23079040015387575,0.2828010680903113
138,extratrees,Sq_um,0,0.6024643051393862,0.3522859468054111,0.2501783583339751,0.26595296593672774
139,extratrees,Sq_um,0,0.1980566039086306,0.356691376434715,0.15863477252608438,0.16863724158621918
140,extratrees,Sq_um,4,0.959109072017319,1.9896753633706057,1.0305662913532867,0.971746127237669
141,extratrees,Sq_um,4,0.6944136245687857,1.565504712922667,0.8710910883538812,0.8213730632190356
142,extratrees,Sq_um,3,0.9280774694272794,0.8776736385304796,0.050403830896799784,0.06055945431144967
143,extratrees,Sq_um,3,1.0504229163728909,0.9175476884693712,0.1328752279035197,0.15964761309159875
144,extratrees,Sq_um,2,1.036980002959535,0.9246991921728104,0.1122808107867247,0.1328565507378176
145,extratrees,Sq_um,2,0.6497389289327914,1.152104128690772,0.5023651997579807,0.5944248815350665
146,extratrees,Sq_um,1,0.659438477701986,0.7761101627640992,0.11667168506211312,0.14296468626712033
147,extratrees,Sq_um,1,1.6758406679285174,1.3189318244531851,0.35690884347533225,0.4373414235531697
148,extratrees,Sq_um,0,0.7338526483761812,1.7082464966311048,0.9743938482549236,1.0358327381297963
149,extratrees,Sq_um,0,2.662279172226364,1.860204087247588,0.8020750849787761,0.8526486830219543
150,extratrees,Sq_um,4,0.6965029271913271,1.3862054017744847,0.6897024745831576,0.650337308958871
151,extratrees,Sq_um,4,0.7665150671202016,1.264772103505125,0.49825703638492336,0.4698187293125687
152,extratrees,Sq_um,3,0.74713813784861,2.533537179145302,1.7863990412966921,2.146331919590129
153,extratrees,Sq_um,3,8.122106487674202,3.5899027060477158,4.532203781626486,5.4453755391242495
154,extratrees,Sq_um,2,6.446011630432332,2.156768914062452,4.28924271636988,5.075257192937773
155,extratrees,Sq_um,2,2.361630752316216,1.650159743307592,0.7114710090086238,0.8418498543476526
156,extratrees,Sq_um,1,0.4045810005333248,0.6231659597393896,0.2185849592060648,0.2678450225431274
157,extratrees,Sq_um,1,1.1441207921488272,0.6776303657616581,0.4664904263871691,0.571618190133723
158,extratrees,Sq_um,0,0.3969285962247079,0.6921054054235234,0.2951768091988155,0.31378872419238973
159,extratrees,Sq_um,0,0.8280642057353272,0.762713057192775,0.0653511485425522,0.06947176365695701
160,extratrees,Sq_um,4,0.6724766275644843,0.969417145579128,0.2969405180146436,0.2799924670753272
161,extratrees,Sq_um,4,0.5462028958639663,0.9738152198275228,0.42761232396355653,0.4032061045049631
162,extratrees,Sq_um,3,1.9060737479409813,0.8385265048550294,1.0675472430859518,1.2826421591911676
163,extratrees,Sq_um,3,0.5229164547125157,0.6864126903562455,0.16349623564372984,0.19643829916089
164,extratrees,Sq_um,2,0.8538736724649331,2.010767329902849,1.1568936574379158,1.3688973193256668
165,extratrees,Sq_um,2,0.9876146045801188,2.051843017947583,1.064228413367464,1.2592509370612646
166,extratrees,Sq_um,1,1.3386709428656671,0.8879326147985139,0.4507383280671532,0.552316216452868
167,extratrees,Sq_um,1,3.737893220079373,0.8439438438238561,2.893949376255517,3.546126589575162
168,extratrees,Sq_um,0,0.328165775392003,0.3321338409192173,0.003968065527214348,0.004218265732582454
169,extratrees,Sq_um,0,0.2405211040104266,0.4045681026970964,0.16404699868666983,0.17439072725665647
170,extratrees,Sq_um,4,0.2484152955951933,0.2781739681852433,0.029758672590050023,0.028060179227423997
171,extratrees,Sq_um,4,0.1821291303333456,0.4206798243663477,0.2385506940330021,0.22493527589770668
172,extratrees,Sq_um,3,0.5516713388976374,0.5548882070467989,0.003216868149161445,0.0038650193098213313
173,extratrees,Sq_um,3,0.5272852483833238,0.579921883623519,0.05263663524019524,0.06324213557226727
174,extratrees,Sq_um,2,0.4298765819112178,0.540521656139336,0.1106450742281182,0.1309210613557094
175,extratrees,Sq_um,2,0.7598801944158817,0.5423011286445247,0.217579065771357,0.25745097482460455
176,extratrees,Sq_um,1,1.0405235109006818,1.5520290063530262,0.5115054954523444,0.6267778051060223
177,extratrees,Sq_um,1,0.4938035106255476,1.28462200090597,0.7908184902804223,0.9690364658484913
178,extratrees,Sq_um,0,0.6114627492972692,0.8531525454853368,0.24168979618806763,0.25692917069609944
179,extratrees,Sq_um,0,0.7399276332930084,0.895564128455212,0.15563649516220368,0.16544991250253988
180,extratrees,Sq_um,4,0.6539848787307367,1.7253715908140814,1.0713867120833447,1.0102366989645564
181,extratrees,Sq_um,4,0.8628701356461539,1.6606373173400606,0.7977671816939067,0.752234160725726
182,extratrees,Sq_um,3,2.8341842495836995,1.313726349399323,1.5204579001843765,1.8268075878443724
183,extratrees,Sq_um,3,1.4687941425369615,0.8374741367371076,0.6313200057998539,0.7585216116890002
184,extratrees,Sq_um,2,0.5030781956930406,0.5996328039219538,0.09655460822891326,0.11424848215160378
185,extratrees,Sq_um,2,0.4180659252723649,0.4904960352813047,0.07243011000893979,0.08570310917710397
186,extratrees,Sq_um,1,0.2257200179095587,0.3276824722609149,0.1019624543513562,0.12494059968026319
187,extratrees,Sq_um,1,0.3684457950306881,0.3738625174976636,0.005416722466975499,0.006637429018659865
188,extratrees,Sq_um,0,0.5573875190742591,0.9666859522384518,0.4092984331641927,0.4351061098096981
189,extratrees,Sq_um,0,0.2081682949326923,0.7403580073625984,0.5321897124299061,0.5657461077140918
190,extratrees,Sq_um,4,0.3491995902357769,0.3507551246352945,0.0015555343995176107,0.0014667513785370139
191,extratrees,Sq_um,4,2.413869221433437,0.4873894580369928,1.9264797633964441,1.8165248223129407
192,extratrees,Sq_um,3,0.5532915454375014,0.4684164377272745,0.08487510771022688,0.1019761814946332
193,extratrees,Sq_um,3,0.3638961475788436,0.3902725917355779,0.02637644415673429,0.031690905956707184
194,extratrees,Sq_um,2,0.4070781301371654,0.4718473191981595,0.0647691890609941,0.07663830526726712
195,extratrees,Sq_um,2,0.4013749991569463,0.5325129834126054,0.13113798425565915,0.155169348500795
196,extratrees,Sq_um,1,0.4501590648022593,0.3935128814360956,0.05664618336616373,0.06941190425819235
197,extratrees,Sq_um,1,0.285669987480468,0.4268942090470648,0.1412242215665968,0.173050355095481
198,extratrees,Sq_um,0,0.3901483414936136,0.5040511033577859,0.11390276186417231,0.12108472350642795
199,extratrees,Sq_um,0,0.2630527913284857,0.7282197184083925,0.4651669270799068,0.49449730478855003
0,extratrees,ilr_composition,4,,,1.3498270251521962,1.3498270251521962
1,extratrees,ilr_composition,3,,,1.0053713456155657,1.0053713456155657
2,extratrees,ilr_composition,2,,,0.9596086915419727,0.9596086915419727
3,extratrees,ilr_composition,1,,,1.0589728733286674,1.0589728733286674
4,extratrees,ilr_composition,0,,,1.605952621579211,1.605952621579211
5,extratrees,ilr_composition,4,,,1.2252951571672905,1.2252951571672905
6,extratrees,ilr_composition,3,,,2.036425032780524,2.036425032780524
7,extratrees,ilr_composition,2,,,0.46489010146317433,0.46489010146317433
8,extratrees,ilr_composition,1,,,2.9530774742812467,2.9530774742812467
9,extratrees,ilr_composition,0,,,0.9186481635328696,0.9186481635328696
10,extratrees,ilr_composition,4,,,2.006579496350593,2.006579496350593
11,extratrees,ilr_composition,3,,,2.0836462265939617,2.0836462265939617
12,extratrees,ilr_composition,2,,,2.076305379626505,2.076305379626505
13,extratrees,ilr_composition,1,,,0.719175418419626,0.719175418419626
14,extratrees,ilr_composition,0,,,1.775904935103002,1.775904935103002
15,extratrees,ilr_composition,4,,,1.1088801685483654,1.1088801685483654
16,extratrees,ilr_composition,3,,,3.016959231788804,3.016959231788804
17,extratrees,ilr_composition,2,,,0.25745921191926147,0.25745921191926147
18,extratrees,ilr_composition,1,,,1.0424108083603434,1.0424108083603434
19,extratrees,ilr_composition,0,,,3.616395723978544,3.616395723978544
20,extratrees,ilr_composition,4,,,0.5894301358275068,0.5894301358275068
21,extratrees,ilr_composition,3,,,1.8945238800873434,1.8945238800873434
22,extratrees,ilr_composition,2,,,1.339037467029364,1.339037467029364
23,extratrees,ilr_composition,1,,,3.01032331638357,3.01032331638357
24,extratrees,ilr_composition,0,,,0.858819909064225,0.858819909064225
25,extratrees,ilr_composition,4,,,1.6719118451784558,1.6719118451784558
26,extratrees,ilr_composition,3,,,1.1811543769054313,1.1811543769054313
27,extratrees,ilr_composition,2,,,0.9577306184937341,0.9577306184937341
28,extratrees,ilr_composition,1,,,1.0339966293823966,1.0339966293823966
29,extratrees,ilr_composition,0,,,1.4103056950886799,1.4103056950886799
30,extratrees,ilr_composition,4,,,1.0872692980422736,1.0872692980422736
31,extratrees,ilr_composition,3,,,1.1606122695843122,1.1606122695843122
32,extratrees,ilr_composition,2,,,1.4802082789749902,1.4802082789749902
33,extratrees,ilr_composition,1,,,1.3567545263401326,1.3567545263401326
34,extratrees,ilr_composition,0,,,1.7094444303842844,1.7094444303842844
35,extratrees,ilr_composition,4,,,1.1555158946684094,1.1555158946684094
36,extratrees,ilr_composition,3,,,1.0005211769384101,1.0005211769384101
37,extratrees,ilr_composition,2,,,2.487377989336502,2.487377989336502
38,extratrees,ilr_composition,1,,,0.4724002239887399,0.4724002239887399
39,extratrees,ilr_composition,0,,,1.2614187809041182,1.2614187809041182
40,extratrees,ilr_composition,4,,,1.4487902484797817,1.4487902484797817
41,extratrees,ilr_composition,3,,,1.5408718356866575,1.5408718356866575
42,extratrees,ilr_composition,2,,,1.4324732556209658,1.4324732556209658
43,extratrees,ilr_composition,1,,,0.5648531691540885,0.5648531691540885
44,extratrees,ilr_composition,0,,,1.5534665933876597,1.5534665933876597
45,extratrees,ilr_composition,4,,,0.6893902970494605,0.6893902970494605
46,extratrees,ilr_composition,3,,,0.8867305638372824,0.8867305638372824
47,extratrees,ilr_composition,2,,,1.6240923647100933,1.6240923647100933
48,extratrees,ilr_composition,1,,,1.4099500153292983,1.4099500153292983
49,extratrees,ilr_composition,0,,,0.3574081313099087,0.3574081313099087
50,extratrees,ilr_composition,4,,,1.7787125180139627,1.7787125180139627
51,extratrees,ilr_composition,3,,,3.0599440979392836,3.0599440979392836
52,extratrees,ilr_composition,2,,,0.47981527400561214,0.47981527400561214
53,extratrees,ilr_composition,1,,,1.4513862203987762,1.4513862203987762
54,extratrees,ilr_composition,0,,,1.4541538477715832,1.4541538477715832
55,extratrees,ilr_composition,4,,,0.6517484307572005,0.6517484307572005
56,extratrees,ilr_composition,3,,,1.5613001519881975,1.5613001519881975
57,extratrees,ilr_composition,2,,,1.984622017276975,1.984622017276975
58,extratrees,ilr_composition,1,,,0.37587472610322614,0.37587472610322614
59,extratrees,ilr_composition,0,,,1.0176875926972384,1.0176875926972384
60,extratrees,ilr_composition,4,,,2.0462516002285396,2.0462516002285396
61,extratrees,ilr_composition,3,,,0.9069361375890398,0.9069361375890398
62,extratrees,ilr_composition,2,,,0.7069340817760523,0.7069340817760523
63,extratrees,ilr_composition,1,,,1.6399297730266924,1.6399297730266924
64,extratrees,ilr_composition,0,,,0.7568445305928725,0.7568445305928725
65,extratrees,ilr_composition,4,,,2.3335197855609575,2.3335197855609575
66,extratrees,ilr_composition,3,,,1.5474307194525039,1.5474307194525039
67,extratrees,ilr_composition,2,,,1.6657046311446393,1.6657046311446393
68,extratrees,ilr_composition,1,,,1.7184520655603057,1.7184520655603057
69,extratrees,ilr_composition,0,,,0.9771547144963685,0.9771547144963685
70,extratrees,ilr_composition,4,,,2.195021479076771,2.195021479076771
71,extratrees,ilr_composition,3,,,2.8997434748510074,2.8997434748510074
72,extratrees,ilr_composition,2,,,1.5278173035115616,1.5278173035115616
73,extratrees,ilr_composition,1,,,1.631177013889025,1.631177013889025
74,extratrees,ilr_composition,0,,,1.3143213419286708,1.3143213419286708
75,extratrees,ilr_composition,4,,,0.7026594844771494,0.7026594844771494
76,extratrees,ilr_composition,3,,,0.1734609987318799,0.1734609987318799
77,extratrees,ilr_composition,2,,,1.6344953430662632,1.6344953430662632
78,extratrees,ilr_composition,1,,,0.9310442783664311,0.9310442783664311
79,extratrees,ilr_composition,0,,,0.5794039203736282,0.5794039203736282
80,extratrees,ilr_composition,4,,,1.192370604987802,1.192370604987802
81,extratrees,ilr_composition,3,,,0.9189122257023659,0.9189122257023659
82,extratrees,ilr_composition,2,,,1.7634941010197553,1.7634941010197553
83,extratrees,ilr_composition,1,,,1.6533620257979462,1.6533620257979462
84,extratrees,ilr_composition,0,,,2.4433194583506954,2.4433194583506954
85,extratrees,ilr_composition,4,,,1.199089098464446,1.199089098464446
86,extratrees,ilr_composition,3,,,1.9793744600503713,1.9793744600503713
87,extratrees,ilr_composition,2,,,1.1625094931384192,1.1625094931384192
88,extratrees,ilr_composition,1,,,1.1266286282797309,1.1266286282797309
89,extratrees,ilr_composition,0,,,2.3469822118128176,2.3469822118128176
90,extratrees,ilr_composition,4,,,1.7211848056424797,1.7211848056424797
91,extratrees,ilr_composition,3,,,1.386535035168772,1.386535035168772
92,extratrees,ilr_composition,2,,,0.8736352048721492,0.8736352048721492
93,extratrees,ilr_composition,1,,,0.8803539030341497,0.8803539030341497
94,extratrees,ilr_composition,0,,,0.6092575689462555,0.6092575689462555
95,extratrees,ilr_composition,4,,,1.1079111182339922,1.1079111182339922
96,extratrees,ilr_composition,3,,,1.7978713458221114,1.7978713458221114
97,extratrees,ilr_composition,2,,,1.262007637628161,1.262007637628161
98,extratrees,ilr_composition,1,,,3.046488939751281,3.046488939751281
99,extratrees,ilr_composition,0,,,2.414399897060474,2.414399897060474
100,extratrees,ilr_composition,4,,,0.9141750479035853,0.9141750479035853
101,extratrees,ilr_composition,3,,,1.2537248064559923,1.2537248064559923
102,extratrees,ilr_composition,2,,,1.4057261617666839,1.4057261617666839
103,extratrees,ilr_composition,1,,,1.3790484435129766,1.3790484435129766
104,extratrees,ilr_composition,0,,,1.495077960844708,1.495077960844708
105,extratrees,ilr_composition,4,,,1.2703930291768069,1.2703930291768069
106,extratrees,ilr_composition,3,,,0.8818251017740442,0.8818251017740442
107,extratrees,ilr_composition,2,,,0.580228604003016,0.580228604003016
108,extratrees,ilr_composition,1,,,0.9981649617598917,0.9981649617598917
109,extratrees,ilr_composition,0,,,1.0327174354676079,1.0327174354676079
110,extratrees,ilr_composition,4,,,1.1878997364025716,1.1878997364025716
111,extratrees,ilr_composition,3,,,1.1061318229467079,1.1061318229467079
112,extratrees,ilr_composition,2,,,0.7212457390230347,0.7212457390230347
113,extratrees,ilr_composition,1,,,0.8241686567978874,0.8241686567978874
114,extratrees,ilr_composition,0,,,1.1422841315515968,1.1422841315515968
115,extratrees,ilr_composition,4,,,0.7479668879898173,0.7479668879898173
116,extratrees,ilr_composition,3,,,1.506150587694346,1.506150587694346
117,extratrees,ilr_composition,2,,,1.7815616989994383,1.7815616989994383
118,extratrees,ilr_composition,1,,,1.5843499914855577,1.5843499914855577
119,extratrees,ilr_composition,0,,,1.5330562162781003,1.5330562162781003
120,extratrees,ilr_composition,4,,,1.1997786282822618,1.1997786282822618
121,extratrees,ilr_composition,4,,,1.362040141702568,1.362040141702568
122,extratrees,ilr_composition,3,,,1.0013109452610598,1.0013109452610598
123,extratrees,ilr_composition,3,,,0.6903651560585545,0.6903651560585545
124,extratrees,ilr_composition,2,,,2.0938759786551566,2.0938759786551566
125,extratrees,ilr_composition,2,,,1.8506064130888944,1.8506064130888944
126,extratrees,ilr_composition,1,,,1.0572737180667426,1.0572737180667426
127,extratrees,ilr_composition,1,,,1.0115682221410893,1.0115682221410893
128,extratrees,ilr_composition,0,,,1.7129772513439876,1.7129772513439876
129,extratrees,ilr_composition,0,,,1.7533837454650472,1.7533837454650472
130,extratrees,ilr_composition,4,,,0.9888111069127005,0.9888111069127005
131,extratrees,ilr_composition,4,,,1.7614548741298752,1.7614548741298752
132,extratrees,ilr_composition,3,,,1.9827078749835085,1.9827078749835085
133,extratrees,ilr_composition,3,,,1.3382481880566361,1.3382481880566361
134,extratrees,ilr_composition,2,,,1.814297509214503,1.814297509214503
135,extratrees,ilr_composition,2,,,1.1102366041225973,1.1102366041225973
136,extratrees,ilr_composition,1,,,0.9168703997351865,0.9168703997351865
137,extratrees,ilr_composition,1,,,1.1324405636191641,1.1324405636191641
138,extratrees,ilr_composition,0,,,1.0184277140181042,1.0184277140181042
139,extratrees,ilr_composition,0,,,0.8968698339758507,0.8968698339758507
140,extratrees,ilr_composition,4,,,2.290638840960115,2.290638840960115
141,extratrees,ilr_composition,4,,,1.040564674847617,1.040564674847617
142,extratrees,ilr_composition,3,,,0.43546867757758595,0.43546867757758595
143,extratrees,ilr_composition,3,,,1.469094538445722,1.469094538445722
144,extratrees,ilr_composition,2,,,1.4302052646316006,1.4302052646316006
145,extratrees,ilr_composition,2,,,0.8684537679255818,0.8684537679255818
146,extratrees,ilr_composition,1,,,0.8857468580478529,0.8857468580478529
147,extratrees,ilr_composition,1,,,0.9149855747609649,0.9149855747609649
148,extratrees,ilr_composition,0,,,1.20007036630862,1.20007036630862
149,extratrees,ilr_composition,0,,,1.0846427343830218,1.0846427343830218
150,extratrees,ilr_composition,4,,,1.0610194215918,1.0610194215918
151,extratrees,ilr_composition,4,,,0.874633418388638,0.874633418388638
152,extratrees,ilr_composition,3,,,0.49195008972845206,0.49195008972845206
153,extratrees,ilr_composition,3,,,1.7459899710810485,1.7459899710810485
154,extratrees,ilr_composition,2,,,1.1271187003259495,1.1271187003259495
155,extratrees,ilr_composition,2,,,0.9137905646740395,0.9137905646740395
156,extratrees,ilr_composition,1,,,1.3960940659708705,1.3960940659708705
157,extratrees,ilr_composition,1,,,1.675005601940063,1.675005601940063
158,extratrees,ilr_composition,0,,,1.5946774592590676,1.5946774592590676
159,extratrees,ilr_composition,0,,,1.7691305421672372,1.7691305421672372
160,extratrees,ilr_composition,4,,,2.8047509530297394,2.8047509530297394
161,extratrees,ilr_composition,4,,,1.2381347677218189,1.2381347677218189
162,extratrees,ilr_composition,3,,,2.503799574166104,2.503799574166104
163,extratrees,ilr_composition,3,,,1.0375371519206689,1.0375371519206689
164,extratrees,ilr_composition,2,,,1.1943398758901265,1.1943398758901265
165,extratrees,ilr_composition,2,,,0.8337633896614018,0.8337633896614018
166,extratrees,ilr_composition,1,,,0.8702991309299571,0.8702991309299571
167,extratrees,ilr_composition,1,,,4.280360233476003,4.280360233476003
168,extratrees,ilr_composition,0,,,1.2625819875443267,1.2625819875443267
169,extratrees,ilr_composition,0,,,1.2433333527816162,1.2433333527816162
170,extratrees,ilr_composition,4,,,1.94671139542668,1.94671139542668
171,extratrees,ilr_composition,4,,,0.5966197686579716,0.5966197686579716
172,extratrees,ilr_composition,3,,,1.245979301269719,1.245979301269719
173,extratrees,ilr_composition,3,,,1.2523820824345004,1.2523820824345004
174,extratrees,ilr_composition,2,,,1.3903659853100647,1.3903659853100647
175,extratrees,ilr_composition,2,,,3.069001611362857,3.069001611362857
176,extratrees,ilr_composition,1,,,1.9375033430185415,1.9375033430185415
177,extratrees,ilr_composition,1,,,0.7684073440054277,0.7684073440054277
178,extratrees,ilr_composition,0,,,1.2999248691609706,1.2999248691609706
179,extratrees,ilr_composition,0,,,1.3596268695401177,1.3596268695401177
180,extratrees,ilr_composition,4,,,2.0898116707686483,2.0898116707686483
181,extratrees,ilr_composition,4,,,1.0755278910037869,1.0755278910037869
182,extratrees,ilr_composition,3,,,1.8722052633881963,1.8722052633881963
183,extratrees,ilr_composition,3,,,1.3985049214600682,1.3985049214600682
184,extratrees,ilr_composition,2,,,1.3341764331662642,1.3341764331662642
185,extratrees,ilr_composition,2,,,1.154111287548958,1.154111287548958
186,extratrees,ilr_composition,1,,,1.1088203803167826,1.1088203803167826
187,extratrees,ilr_composition,1,,,0.999890761375122,0.999890761375122
188,extratrees,ilr_composition,0,,,1.255357422427897,1.255357422427897
189,extratrees,ilr_composition,0,,,1.4675562174385024,1.4675562174385024
190,extratrees,ilr_composition,4,,,1.38737200319851,1.38737200319851
191,extratrees,ilr_composition,4,,,4.2337071845200684,4.2337071845200684
192,extratrees,ilr_composition,3,,,0.79682714018614,0.79682714018614
193,extratrees,ilr_composition,3,,,0.5437126853125859,0.5437126853125859
194,extratrees,ilr_composition,2,,,0.8398227255939715,0.8398227255939715
195,extratrees,ilr_composition,2,,,1.0967827353589787,1.0967827353589787
196,extratrees,ilr_composition,1,,,0.9290335938476029,0.9290335938476029
197,extratrees,ilr_composition,1,,,1.2784873875636946,1.2784873875636946
198,extratrees,ilr_composition,0,,,0.8471348213566127,0.8471348213566127
199,extratrees,ilr_composition,0,,,0.7069564969704135,0.7069564969704135
0,extratrees,median_depth_um,4,13.5066,16.136802684733038,2.630202684733037,0.0708404363955241
1,extratrees,median_depth_um,3,8.6371,8.487642126666708,0.14945787333329186,0.004067387255237676
2,extratrees,median_depth_um,2,3.897,5.937250696666682,2.0402506966666825,0.055534101551407165
3,extratrees,median_depth_um,1,2.162,2.205312986666664,0.043312986666664166,0.001210644514508401
4,extratrees,median_depth_um,0,4.774,4.3155507166666816,0.45844928333331847,0.012203315711765417
5,extratrees,median_depth_um,4,0.7912,3.608722813333324,2.817522813333324,0.0758856139906709
6,extratrees,median_depth_um,3,6.1178,8.350846610000008,2.2330466100000086,0.06077073839804571
7,extratrees,median_depth_um,2,2.6327,5.472469750000012,2.839769750000012,0.07729641359111813
8,extratrees,median_depth_um,1,57.0338,45.35326361333329,11.68053638666671,0.3264835420346903
9,extratrees,median_depth_um,0,3.669,10.576830015714233,6.907830015714232,0.18387733088390615
10,extratrees,median_depth_um,4,46.2398,35.71027119515149,10.52952880484851,0.2835965531874665
