session_id,sample_id,measurement_id,roi_within_measurement,annotator_a_left_u_um,annotator_a_right_u_um,annotator_a_top_v_um,annotator_a_bottom_v_um,annotator_a_center_u_um,annotator_a_center_v_um,annotator_a_center_x_um,annotator_a_center_y_um,annotator_a_width_um,annotator_a_height_um,annotator_a_state,annotator_a_timestamp_utc,annotator_a_comment,annotator_a_long_axis_um,annotator_a_short_axis_um,annotator_a_aspect_ratio
zro2_120_line,19,19,single,-52.754479056602236,67.98399056579075,-6.311329093897825,6.722937513065062,7.614755754594256,0.20580420958361856,7.616469093612749,0.12751125774012284,120.73846962239298,13.034266606962888,complete,2026-09-04T01:56:15.366891+00:00,,120.73846962239298,13.034266606962888,9.263157894736835
zro2_120_line,20,20,single,-52.060638253290506,51.51190952334815,-6.310380394338239,7.407837854223175,-0.2743643649711771,0.5487287299424679,-0.2702758276862112,0.5507540293078613,103.57254777663866,13.718218248561413,complete,2026-09-04T01:56:27.597854+00:00,,103.57254777663866,13.718218248561413,7.549999999999999
zro2_120_line,21,21,single,,,,,,,,,,,,,,,,
zro2_120_line,22,22,single,,,,,,,,,,,,,,,,
zro2_120_line,23,23,single,,,,,,,,,,,,,,,,
zro2_120_line,24,24,single,,,,,,,,,,,,,,,,
zro2_120_line,25,25,single,,,,,,,,,,,,,,,,
zro2_120_line,26,26,single,,,,,,,,,,,,,,,,
zro2_120_line,27,27,single,,,,,,,,,,,,,,,,
zro2_120_line,28,28,single,,,,,,,,,,,,,,,,
zro2_120_line,29,29,single,,,,,,,,,,,,,,,,
zro2_120_line,30,30,single,,,,,,,,,,,,,,,,
zro2_120_line,31,31,single,,,,,,,,,,,,,,,,
zro2_120_line,32,32,single,,,,,,,,,,,,,,,,
zro2_120_line,33,33,single,,,,,,,,,,,,,,,,
zro2_120_line,34,34,single,,,,,,,,,,,,,,,,
zro2_120_line,35,35,single,,,,,,,,,,,,,,,,
zro2_120_line,36,36,single,,,,,,,,,,,,,,,,
zro2_120_line,37,37,single,,,,,,,,,,,,,,,,
zro2_120_line,38,38,single,,,,,,,,,,,,,,,,
zro2_120_line,39,39,single,,,,,,,,,,,,,,,,
zro2_120_line,40,40,single,,,,,,,,,,,,,,,,
zro2_120_line,41,41,single,,,,,,,,,,,,,,,,
zro2_120_line,42,42,single,,,,,,,,,,,,,,,,
zro2_120_line,43,43,single,,,,,,,,,,,,,,,,
zro2_120_line,44,44,single,,,,,,,,,,,,,,,,
zro2_120_line,45,45,single,,,,,,,,,,,,,,,,
zro2_120_line,46,46,single,,,,,,,,,,,,,,,,
zro2_120_line,47,47,single,,,,,,,,,,,,,,,,
zro2_120_line,48,48,single,,,,,,,,,,,,,,,,
zro2_120_line,49,49,single,,,,,,,,,,,,,,,,
zro2_120_line,50,50,single,,,,,,,,,,,,,,,,
zro2_120_line,51,51,single,,,,,,,,,,,,,,,,
zro2_120_line,52,52,single,,,,,,,,,,,,,,,,
zro2_120_line,53,53,single,,,,,,,,,,,,,,,,
zro2_120_line,54,54,single,,,,,,,,,,,,,,,,
zro2_120_line,55,55,single,,,,,,,,,,,,,,,,
zro2_120_line,56,56,single,,,,,,,,,,,,,,,,
zro2_120_line,57,57,single,,,,,,,,,,,,,,,,
zro2_120_line,58,58,single,,,,,,,,,,,,,,,,
zro2_120_line,59,59,single,,,,,,,,,,,,,,,,
zro2_120_line,60,60,single,,,,,,,,,,,,,,,,
zro2_120_line,61,61,single,,,,,,,,,,,,,,,,
zro2_120_line,62,62,single,,,,,,,,,,,,,,,,
zro2_120_line,63,63,single,,,,,,,,,,,,,,,,
zro2_120_line,64,64,single,,,,,,,,,,,,,,,,
zro2_120_line,65,65,single,,,,,,,,,,,,,,,,
zro2_120_line,66,66,single,,,,,,,,,,,,,,,,
zro2_120_line,67,67,single,,,,,,,,,,,,,,,,
zro2_120_line,68,68,single,,,,,,,,,,,,,,,,
zro2_120_line,69,69,single,,,,,,,,,,,,,,,,
zro2_120_line,70,70,single,,,,,,,,,,,,,,,,
zro2_120_line,71,71,single,,,,,,,,,,,,,,,,
zro2_120_line,72,72,single,,,,,,,,,,,,,,,,
zro2_120_line,73,73,single,,,,,,,,,,,,,,,,
zro2_120_line,74,74,single,,,,,,,,,,,,,,,,
zro2_120_line,75,75,single,,,,,,,,,,,,,,,,
zro2_120_line,76,76,single,,,,,,,,,,,,,,,,
zro2_120_line,77,77,single,,,,,,,,,,,,,,,,
zro2_120_line,78,78,single,,,,,,,,,,,,,,,,
zro2_120_line,79,79,single,,,,,,,,,,,,,,,,
zro2_120_line,80,80,single,,,,,,,,,,,,,,,,
zro2_120_line,81,81,single,,,,,,,,,,,,,,,,
zro2_120_line,82,82,single,,,,,,,,,,,,,,,,
zro2_120_line,83,83,single,,,,,,,,,,,,,,,,
zro2_120_line,84,84,single,,,,,,,,,,,,,,,,
zro2_120_line,85,85,single,,,,,,,,,,,,,,,,
zro2_120_line,86,86,single,,,,,,,,,,,,,,,,
zro2_120_line,87,87,single,,,,,,,,,,,,,,,,
zro2_120_line,88,88,single,,,,,,,,,,,,,,,,
zro2_120_line,89,89,single,,,,,,,,,,,,,,,,
zro2_120_line,90,90,single,,,,,,,,,,,,,,,,
zro2_120_line,91,91,single,,,,,,,,,,,,,,,,
zro2_120_line,92,92,single,,,,,,,,,,,,,,,,
zro2_120_line,93,93,single,,,,,,,,,,,,,,,,
zro2_120_line,94,94,single,,,,,,,,,,,,,,,,
zro2_120_line,95,95,single,,,,,,,,,,,,,,,,
zro2_120_line,96,96,single,,,,,,,,,,,,,,,,
zro2_120_line,97,97,single,,,,,,,,,,,,,,,,
zro2_120_line,98,98,single,,,,,,,,,,,,,,,,
zro2_120_line,99,99,single,,,,,,,,,,,,,,,,
zro2_120_line,100,100,single,,,,,,,,,,,,,,,,
zro2_120_line,101,101,single,,,,,,,,,,,,,,,,
zro2_120_line,102,102,single,,,,,,,,,,,,,,,,
zro2_120_line,103,103,single,,,,,,,,,,,,,,,,
zro2_120_line,104,104,single,,,,,,,,,,,,,,,,
zro2_120_line,105,105,single,,,,,,,,,,,,,,,,
zro2_120_line,106,106,single,,,,,,,,,,,,,,,,
zro2_120_line,107,107,single,,,,,,,,,,,,,,,,
zro2_120_line,108,108,single,,,,,,,,,,,,,,,,
zro2_120_line,109,109,single,,,,,,,,,,,,,,,,
zro2_120_line,110,110,single,,,,,,,,,,,,,,,,
zro2_120_line,111,111,single,,,,,,,,,,,,,,,,
zro2_120_line,112,112,single,,,,,,,,,,,,,,,,
zro2_120_line,113,113,single,,,,,,,,,,,,,,,,
zro2_120_line,114,114,single,,,,,,,,,,,,,,,,
zro2_120_line,115,115,single,,,,,,,,,,,,,,,,
zro2_120_line,116,116,single,,,,,,,,,,,,,,,,
zro2_120_line,117,117,single,,,,,,,,,,,,,,,,
zro2_120_line,118,118,single,,,,,,,,,,,,,,,,
zro2_120_line,119,119,single,,,,,,,,,,,,,,,,
zro2_120_line,120,120,single,,,,,,,,,,,,,,,,
