stratum_spec,stratum,target_id,model,fold,n_train_local,n_test,MAE_global,MAE_local,MAE_dummy,Skill_global,Skill_local,delta_skill
depth_q4,Q3,rms_DCT_64_inf_um,extratrees,1,42,3,0.07266071258141543,0.1917409086266012,0.29128975111720523,0.7505552038726581,0.34175195697341554,-0.4088032468992425
depth_q4,Q4,Sq_um,ridge,1,51,16,1.1741910689250352,1.1082874215962017,1.1438727340525547,-0.026504989558644,0.031109503178976983,0.05761449273762098
depth_q4,Q4,rms_DCT_8_16_um,ridge,1,51,16,0.45287089949945825,0.46798461515131484,0.4851127257541934,0.06646254477164981,0.035307485649340276,-0.031155059122309536
depth_q4,Q4,rms_DCT_16_32_um,ridge,1,51,16,0.3596949233635788,0.3666047151227791,0.45076887241887525,0.20204134452892386,0.1867124427746354,-0.015328901754288471
depth_q4,Q4,rms_DCT_32_64_um,ridge,1,51,16,0.4526765844852936,0.478254031247239,0.5446424116759393,0.16885542737601777,0.1218935195010139,-0.04696190787500387
depth_q4,Q4,rms_DCT_64_inf_um,ridge,1,51,16,0.8260262181317672,0.8026128452316128,0.8182140240944817,-0.009547861326296925,0.019067356954844183,0.028615218281141108
depth_q4,Q4,Sq_um,extratrees,1,51,16,0.8845524355074432,0.9151473503236559,1.1438727340525547,0.22670380263928658,0.1999570204969936,-0.02674678214229298
depth_q4,Q4,rms_DCT_8_16_um,extratrees,1,51,16,0.35756733077815733,0.3948176911209301,0.4851127257541934,0.2629190870590835,0.18613206753725886,-0.07678701952182465
depth_q4,Q4,rms_DCT_16_32_um,extratrees,1,51,16,0.2950632350167544,0.32683797585100627,0.45076887241887525,0.3454223370983611,0.2749322416670925,-0.0704900954312686
depth_q4,Q4,rms_DCT_32_64_um,extratrees,1,51,16,0.3612814470303258,0.33595366146446526,0.5446424116759393,0.33666303011803056,0.38316654329087263,0.04650351317284207
depth_q4,Q4,rms_DCT_64_inf_um,extratrees,1,51,16,0.5098034468376565,0.5716029346615925,0.8182140240944817,0.3769314240221481,0.3014016897422578,-0.07552973427989029
sq_q4,Q1,median_depth_um,ridge,1,31,8,11.239406645285957,13.121203186878764,21.736512499999996,0.4829250255630493,0.39635195908824994,-0.08657306647479934
sq_q4,Q1,rms_DCT_8_16_um,ridge,1,31,8,0.3127514878591471,0.23699050619895842,0.4171677746789444,0.2502980650894161,0.43190600860445616,0.18160794351504006
sq_q4,Q1,rms_DCT_16_32_um,ridge,1,31,8,0.6188842169967896,0.598056582668129,0.7327609465450291,0.15540774939653745,0.18383125426106794,0.02842350486453049
sq_q4,Q1,rms_DCT_32_64_um,ridge,1,31,8,0.7002461066635312,0.7266819369910462,0.7956599261319995,0.11991783968850944,0.08669280288663161,-0.03322503680187783
sq_q4,Q1,rms_DCT_64_inf_um,ridge,1,31,8,1.0632176728102052,1.2568867941041602,1.2142034562215993,0.12434965708402523,-0.03515336549558534,-0.15950302257961058
sq_q4,Q1,median_depth_um,extratrees,1,31,8,7.545672885476209,15.40199266750004,21.736512499999996,0.6528572426015347,0.2914230069106053,-0.36143423569092936
sq_q4,Q1,rms_DCT_8_16_um,extratrees,1,31,8,0.2994573394870568,0.2284950386494048,0.4171677746789444,0.2821656952828595,0.45227063901266973,0.17010494372981022
sq_q4,Q1,rms_DCT_16_32_um,extratrees,1,31,8,0.5425017049046887,0.3117960516983792,0.7327609465450291,0.2596470820905692,0.5744914447631265,0.31484436267255733
sq_q4,Q1,rms_DCT_32_64_um,extratrees,1,31,8,0.7440234693868074,0.5316424687812855,0.7956599261319995,0.06489764665692821,0.33182198660450535,0.26692433994757714
sq_q4,Q1,rms_DCT_64_inf_um,extratrees,1,31,8,1.2716727283622231,1.1316459629476017,1.2142034562215993,-0.04733084216335426,0.06799312985889772,0.11532397202225197
sq_q4,Q2,median_depth_um,ridge,1,41,7,7.626469479067865,7.946942295401216,15.355211149825779,0.5033302111801703,0.48245958861390303,-0.02087062256626726
sq_q4,Q2,rms_DCT_8_16_um,ridge,1,41,7,0.42056839539678437,0.4340550999449477,0.44537629275990104,0.055700983115619995,0.02541938805228805,-0.030281595063331945
