i,j,D_proc_raw,D_proc_phys,D_morph_total_um,D_over_sentinel_total,D_morph_DCT_8_16_um,D_over_sentinel_DCT_8_16,D_morph_DCT_16_32_um,D_over_sentinel_DCT_16_32,D_morph_DCT_32_64_um,D_over_sentinel_DCT_32_64,D_morph_DCT_64_inf_um,D_over_sentinel_DCT_64_inf,D_morph_desc,type_raw_D_morph_total_um,type_raw_D_morph_DCT_8_16_um,type_raw_D_morph_DCT_16_32_um,type_raw_D_morph_DCT_32_64_um,type_raw_D_morph_DCT_64_inf_um,type_raw_D_morph_desc,type_phys_D_morph_total_um,type_phys_D_morph_DCT_8_16_um,type_phys_D_morph_DCT_16_32_um,type_phys_D_morph_DCT_32_64_um,type_phys_D_morph_DCT_64_inf_um,type_phys_D_morph_desc
65,69,2.1957168496977015,0.22951860110695302,12.30065366977214,42.81611789444004,2.2335323174706345,14.835537754808428,3.014341307681701,23.793612945930946,4.49492640129815,51.386940132422325,10.697096115165762,143.22228915145462,22.73252011683884,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
65,70,2.9014555828367325,0.6876643740561966,13.750511339272828,47.8627827769779,2.177668410060417,14.464479274466425,3.212258713100791,25.355868065417233,3.785875529317033,43.280922045271296,12.565511456735774,168.23830465924905,25.86401068172072,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
65,89,1.4665349066643787,1.7358659861294612,12.543592266798111,43.66173861433195,1.8123831128778174,12.03818627873048,2.639258968753946,20.83291172322658,3.439168661986159,39.317296516300246,11.557763336330439,154.74567159896444,31.56000296435793,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
66,67,1.6257734262372407,1.500408157255207,4.467607793279096,15.550850151421285,0.8875707862667844,5.895410514873378,1.3363034787353782,10.548071537321777,2.2954047694741466,26.241548122919028,3.4303386932931446,45.92844216120616,49.421729645084454,I,I,I,I,I,II,III,III,III,III,III,IV
66,68,1.5293664013678303,5.451997252498449,2.2756524784670242,7.921091628183665,0.6764123080955121,4.492856564498765,0.961478991486685,7.589405659133116,1.5306633301052917,17.498863804377013,1.1304017386683363,15.134829390130681,46.58162645838313,I,I,I,I,I,II,III,III,III,III,III,IV
66,69,1.1522685027314643,3.896638354136339,4.906334450706422,17.077969993353225,1.3173656895539627,8.750188332353963,2.205704593241068,17.410663228777885,2.7922125258215247,31.921158455442555,2.937751312458771,39.33324178806965,49.72082469437739,II,I,II,II,I,II,IV,III,IV,IV,III,IV
66,89,1.4665349066643787,2.9474391596440648,2.3299433499105957,8.110067304983035,0.6012496030240079,3.99361187476685,1.0478234300418512,8.270962902096885,1.6523088861932322,18.889541281601314,1.053872740022002,14.110190716738083,49.484406797064736,I,I,I,I,I,II,III,III,III,III,III,IV
66,90,1.4187488116767424,4.593445634811702,2.211386768503879,7.697395531356406,0.6164929676476295,4.094861142402317,0.9221187174507152,7.278716513391385,1.5356452862323664,17.555818570348354,1.0713306139425811,14.343932345279493,49.96922294887618,I,I,I,I,I,II,III,III,III,III,III,IV
67,69,1.0143559146130692,2.3963246494229278,5.226313198646818,18.191752086836484,1.4047838392049312,9.330835968145106,2.419698154722907,19.099815005268685,3.242645499116052,37.070602554387115,2.7882818971636563,37.332011586319325,5.712807670282556,II,II,II,II,I,I,IV,IV,IV,IV,III,III
69,90,1.248394141952775,1.204231227683393,4.236379975740289,14.745992315244273,1.2508507335333958,8.308383602875042,2.193016020820268,17.31050636192025,2.334995969303855,26.694163012193396,2.2527700199669707,30.162099668713502,12.759254348018624,I,I,II,I,I,I,III,III,IV,III,III,III
72,82,1.706051386995717,3.6769998045519365,7.0980252111375615,24.706807655645765,1.7344877348864876,11.520790666374117,2.436941716557994,19.235926544817215,3.6882967320418953,42.16538079584769,5.122962706656777,68.5908061576341,18.51059349190092,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
72,83,1.2094177215159407,4.021198853773677,3.8165332513999344,13.284589748393199,1.0076568886173323,6.693044778463014,1.586433951448684,12.52246894167556,2.530419762768714,28.928288752790472,2.042917920267542,27.352412088213928,9.34937459809913,I,I,I,II,I,I,III,III,III,IV,III,III
73,83,1.0788356891762134,4.183450822340615,4.075876615719457,14.187312185748926,1.0076112415295022,6.692741582001694,1.615469531858106,12.751660427112748,2.532794667380187,28.955439159759255,2.470605666570832,33.07867811481722,13.281241720719985,I,I,I,II,I,I,III,III,III,IV,III,III
74,78,1.5883017334998975,2.414876621477067,2.5617286494457465,8.916865624610788,2.1581672312572007,14.334948811828653,0.6731785801286226,5.313714985842326,0.5528821075505368,6.320664060880229,0.6858335219192617,9.18255252907568,9.706998785459778,I,II,I,I,I,I,III,IV,III,III,III,III
74,82,1.7060513869957172,3.5872959523258316,7.1284808598250144,24.812817684036215,1.7297124389241103,11.48907226096485,2.4180578086974744,19.086866982983658,3.7188677532878476,42.51487511417492,5.155056864893055,69.02051144975277,18.902917095314447,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
74,98,1.0591537711562857,1.0591537711562857,0.5598553600460414,1.9487446556171129,0.20618703721080409,1.3695327133466433,0.1573510291609095,1.2420456419309756,0.26376872997505113,3.0154593703955874,0.38595424054848654,5.167500529484477,58.34776512369618,I,I,I,I,I,II,III,III,III,III,III,IV
75,78,1.6797342580049004,2.4435738923448196,2.5934152654001124,9.027160404124169,2.1692540183061766,14.408589316852046,0.6914368977761917,5.457836470042878,0.5714491343463809,6.532926200282461,0.7339630937267753,9.826954278479294,10.221969482075188,I,II,I,I,I,I,III,IV,III,III,III,III
75,82,1.031641822831363,3.039812423753008,7.112807920049561,24.758263311952124,1.735765990761299,11.529281080030879,2.371546293448949,18.71972972864158,3.767529887243749,43.07119082238888,5.1159200942836245,68.49651336500796,18.701184459746628,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
75,98,1.7228270938808032,1.5665529163882597,0.6468523575517126,2.2515638229284156,0.27199519337365147,1.8066427464953296,0.2051850711000237,1.6196222211452407,0.3129318319698755,3.5775022501638962,0.4017262961924774,5.378670915319744,58.459920379120526,I,I,I,I,I,II,III,III,III,III,III,IV
75,110,1.3390511752794596,3.002579348943949,1.610145354989182,5.604594292075446,0.5014446927396815,3.3306890672226253,0.8809121897210299,6.953454019344233,0.8989675826916615,10.277185704180496,0.8112783051543516,10.86211947169347,76.65481900908857,I,I,I,I,I,II,III,III,III,III,III,IV
76,78,2.807518776934808,0.8561003138441502,2.558746359635112,8.906484869607393,2.128472667879013,14.137711989838749,0.6707344114114013,5.29442201318395,0.6107697674042023,6.98244791354737,0.728395098846563,9.752404983591964,10.0002564059369,III,IV,III,III,III,III,I,II,I,I,I,I
76,82,1.3132789849357869,1.4490866331568215,7.123751842479856,24.796356919461342,1.716928942207014,11.404161894232516,2.387559602210024,18.846130302350247,3.7121974672970572,42.43861900756194,5.172831128882376,69.25848919148062,18.91038859300882,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
76,83,2.2179600296346336,0.7517540828157965,3.7622836106265964,13.095757587319495,1.0042059799079508,6.670123199918583,1.552007133608386,12.250721884842733,2.518535154287233,28.79242141926555,1.9850125911425283,26.577123757430865,10.22011053784372,III,III,III,IV,III,III,I,I,I,II,I,I
77,78,0.9640105434511692,0.08025940442288908,2.656514487406191,9.246796189423842,2.231968966081844,14.825153683635149,0.7053044290305966,5.567299413188052,0.6043860433076605,6.909467842533047,0.6581514390572392,8.811920047765337,7.550264267129944,I,II,I,I,I,I,I,II,I,I,I,I
77,98,1.3152652087518901,2.6391426854663886,0.8918863335337193,3.10447813833352,0.6268344467244085,4.163551173025137,0.3315412855458042,2.6170112202523774,0.33423909043662553,3.8210912920002023,0.3011436210064263,4.031980109326156,58.402224528153916,I,I,I,I,I,II,III,III,III,III,III,IV
77,108,1.2706068692291006,1.059491595613961,1.908074791532765,6.641627137786843,1.7291302261202435,11.4852050950566,0.4085007809112374,3.2244886948743865,0.16245941898475516,1.8572701067823298,0.31753629001682315,4.251459821922417,4.495448421621619,I,II,I,I,I,I,III,IV,III,III,III,III
77,111,1.6871598629734388,1.181221036933528,1.9037080816897949,6.62642749324219,1.5887519164510877,10.552786210063084,0.713133072805505,5.62909457865158,0.3698140746250838,4.227791962822359,0.341557510949697,4.573077409834098,4.328855026144229,I,II,I,I,I,I,III,IV,III,III,III,III
77,167,2.937845033391261,0.7698235029475536,3.8064293454225235,13.249420070330782,0.8598606593130091,5.71135468931057,0.45496029974898333,3.591215517103319,1.001030593160138,11.443991418099127,3.5274597511511705,47.22878573870442,10.63274698689224,III,III,III,III,IV,III,I,I,I,I,II,I
78,81,2.197884195421887,0.7064135336733268,2.7000961277048856,9.398495172189897,2.190398308623729,14.549033632276105,0.7848725993743512,6.195368385719648,0.6812622140378412,7.788332328897222,0.8231409613835308,11.02094732200614,10.759076132501058,III,IV,III,III,III,III,I,II,I,I,I,I
78,84,1.789582914482242,0.5296506392783155,2.6622443246741962,9.26674060819776,2.2470500749298745,14.925325218181245,0.6851263380139807,5.408024255324003,0.5583356386326049,6.383009970513722,0.7335403851825836,9.821294678463437,7.839406168565085,III,IV,III,III,III,III,I,II,I,I,I,I
78,85,0.9660547635718597,0.5680975027124171,3.335293695746,11.60949100132568,2.916926820177735,19.374771356684896,0.8031930859917213,6.3399805988237015,0.6339603628554326,7.2475676582763215,0.8175660729776899,10.94630573043285,5.181445983466401,I,II,I,I,I,I,I,II,I,I,I,I
78,86,1.4977668290966228,0.7665914691120117,2.4455430502453144,8.512446766349086,2.0418424667293236,13.562298054786178,0.676582608790294,5.340584584260481,0.5338193757590659,6.102734918137016,0.6379505484920102,8.54145245931876,8.319617909741048,I,II,I,I,I,I,I,II,I,I,I,I
78,87,1.8268631143820675,0.6186299284028846,2.8783576782747806,10.018988015102993,2.3197466748352644,15.408189577969848,0.8624811436160695,6.8079691082319895,0.6961557136918144,7.958597936552098,0.7795760231544202,10.437660969080046,8.24330762595594,III,IV,III,III,III,III,I,II,I,I,I,I
78,88,1.8268631143820675,0.6720657891165558,2.574942450839676,8.96286022729654,2.1657797226987996,14.385512398174201,0.7508095775059671,5.926492941509104,0.5517475127761279,6.307693135765577,0.6325929713072822,8.46972042471411,8.905551712541143,III,IV,III,III,III,III,I,II,I,I,I,I
78,91,3.3710621623966452,0.7788243440806847,2.6603534668843447,9.260158910003065,2.1631295622214792,14.367909538564758,0.7338786719394101,5.7928493448639085,0.5979592089067982,6.8359949254897945,0.8104229146143622,10.850666738172446,7.290671375083425,III,IV,III,III,III,III,I,II,I,I,I,I
78,101,1.471938786791277,3.299598851324193,2.6141523250777623,9.099341965834519,2.1989426551578997,14.605786773749074,0.6718820441007664,5.303480817488977,0.6292246665623379,7.1934281863089256,0.6656469401353643,8.912276519389845,8.076845975213201,I,II,I,I,I,I,III,IV,III,III,III,III
78,106,1.4321742348051092,1.0621903233191774,2.6710370826001046,9.297346441845294,2.22709887069336,14.792805602776756,0.7260559654849766,5.731101045461948,0.5858539369847707,6.697604921292113,0.7083468937547277,9.483981684809068,7.69027973540845,I,II,I,I,I,I,III,IV,III,III,III,III
78,107,1.4321742348051092,1.0755823965807114,2.579966977388827,8.980349600371147,2.1631575839353787,14.368095664008862,0.7441094916238011,5.873606014014035,0.5926661024222771,6.77548302345819,0.6370061518792518,8.528808032897803,8.627736878251943,I,II,I,I,I,I,III,IV,III,III,III,III
78,108,1.248394141952775,1.0645460978779384,3.8986946245481633,13.570577073418733,3.585987191844818,23.818794989776414,0.7969450440798812,6.290661866886668,0.5907701379504614,6.753807960485356,0.7547650136920138,10.105468986030898,3.553363391130978,I,II,I,I,I,I,III,IV,III,III,III,III
78,111,1.384627052799249,1.1831700180078162,3.5352451986729383,12.305482234989023,3.1563374856916044,20.964981598709528,0.8184706530578348,6.460573617471008,0.6969962539084492,7.968207168369249,0.8065292569991365,10.798534967940522,3.6070185283619822,I,II,I,I,I,I,III,IV,III,III,III,III
78,122,2.85277029132107,0.770120960000794,2.284388632873545,7.9515004362889465,1.8137657242060201,12.047369840749859,0.6162600580968838,4.864430334755746,0.5710901145334432,6.528821810580228,0.7409132675409731,9.920009421010793,7.637810322098923,III,IV,III,III,III,III,I,II,I,I,I,I
78,123,3.3459030012832214,0.7697305240446393,2.3209738479457327,8.07884626064734,1.8809879890219052,12.49387264701736,0.6338634822526543,5.003382436768238,0.5474926884304653,6.25905109262525,0.7032118570434396,9.415229221079706,8.199581167931262,III,IV,III,III,III,III,I,II,I,I,I,I
78,144,3.35370291745514,0.855803048038966,2.70595730946308,9.418896774893037,2.1806063875055117,14.483993867995494,0.8033163934101053,6.340953922242291,0.8015130144598293,9.163064667201128,0.7538837588330537,10.093669957877157,10.42445517532311,III,IV,III,III,III,III,I,II,I,I,I,I
78,145,3.0823040680175313,0.40555741932228195,2.5482410260704538,8.869917902314414,2.144929685708544,14.247022568168795,0.708065897943662,5.589096985451105,0.5556017524438218,6.351755610960408,0.6289803884375487,8.42135193453863,9.983507574300178,III,IV,III,III,III,III,I,II,I,I,I,I
78,146,3.152345093803159,0.6188726232155236,2.573481257059051,8.957774103676003,2.1684958956303553,14.403553724802649,0.7214242080405144,5.6945404066211776,0.6396334706717819,7.31242381512893,0.5370438177325587,7.190422907507148,8.804618022690338,III,IV,III,III,III,III,I,II,I,I,I,I
78,147,3.152345093803159,0.27716303295685446,2.927158353304957,10.18885341506584,2.09446641833725,13.911836145092707,1.1564822625360696,9.128658146140955,0.8628845845676372,9.864677311637728,1.0671158244668468,14.287500974512401,9.129131096623647,III,IV,III,III,III,III,I,II,I,I,I,I
78,157,1.3092148065759395,1.077772519590653,2.8679843006102748,9.982880359935162,2.232592614118776,14.829296070080712,0.9833982239217198,7.762424464701694,0.7200984377741192,8.232316173333277,0.9948646011963344,13.320136983445252,7.001724185597554,I,II,I,I,I,I,III,IV,III,III,III,III
78,158,1.4665349066643787,1.1210645492189408,2.5443804763777336,8.856480100127767,2.13147411823307,14.157648182254007,0.7386413548108574,5.830443439646289,0.560320047326859,6.405696146363107,0.6512879753299227,8.720025857421417,8.877914144595776,I,II,I,I,I,I,III,IV,III,III,III,III
78,159,1.4665349066643787,1.0660877291356243,2.677860010009247,9.32109568901359,2.1803014986903553,14.481968739685108,0.7501563418100914,5.921336645083572,0.5625760101308115,6.43148678567462,0.7836141469637036,10.491726981913436,7.017885530760462,I,II,I,I,I,I,III,IV,III,III,III,III
78,164,2.1551910712010467,0.7763412311713823,2.146102670531503,7.4701546293313035,1.6514231305086755,10.969060089343207,0.6547218374484765,5.168027239582501,0.5699842388817289,6.516179208491764,0.6891081362604672,9.226395994347598,6.87199550721885,III,IV,III,III,III,III,I,II,I,I,I,I
78,165,2.0513818100678605,0.7821278079791957,2.1383294503567565,7.443097602903572,1.5926405078712735,10.578614958712006,0.647350485266787,5.1098416916313445,0.5740210444289546,6.562328815061876,0.8099595620922416,10.844462960232363,6.555566257426811,III,IV,III,III,III,III,I,II,I,I,I,I
78,166,2.1551910712010467,0.7896504108036435,3.513583400347733,12.230081842798748,3.12289821705048,20.742871746732828,0.8118416787798449,6.408248007296382,0.6324513328286303,7.230316110926643,0.8608338386313322,11.525613271158571,4.770780868401641,III,IV,III,III,III,III,I,II,I,I,I,I
78,167,2.4402647851220953,0.772329702192938,4.638023135180886,16.144031909543532,2.656191970562933,17.64292191121317,0.8137958202724034,6.423672964714783,1.1519868948599532,13.169755478623006,3.441089620414866,46.072385188014195,9.168701374342255,III,IV,III,III,III,III,I,II,I,I,I,I
78,192,1.5715172217897084,0.9545234466625525,2.6055581819622646,9.069427470661056,2.1490443239496417,14.274352761914239,0.6772854407837392,5.346132367577332,0.589404671154364,6.738197658060026,0.7914066593139262,10.596060106064538,8.470917669720604,I,II,I,I,I,I,III,IV,III,III,III,III
78,193,1.0768577948175762,0.9489350916691828,2.5331616287626235,8.817429532977117,2.132814631871237,14.166552123573462,0.6881576188112316,5.4319515796241475,0.5265857439316324,6.020038523920426,0.6724614781817785,9.003515648963845,8.781396221750803,I,II,I,I,I,I,III,IV,III,III,III,III
78,194,0.8502596588995324,0.9416502368139759,2.5841142605229193,8.994785464381145,2.1470969561714095,14.261417982340879,0.7199673276541763,5.68304056487044,0.5859388399088333,6.698575549303867,0.7327081685130236,9.810152217444001,8.729576667070067,I,II,I,I,I,I,III,IV,III,III,III,III
78,195,1.0768577948175762,0.9435310818944632,2.5970488056659025,9.039808031849562,2.1551784246811017,14.315096601742098,0.721705733652721,5.6967626206200155,0.5348724825956612,6.11477425607802,0.7619079523812848,10.20110503709858,8.890786158986566,I,II,I,I,I,I,III,IV,III,III,III,III
79,82,0.9640105434511692,3.6878121731040574,7.140415656050579,24.854360325261503,1.7101934380956698,11.359423421115336,2.4508981126206706,19.34609093966832,3.82740058873139,43.75564522238596,5.083751566939917,68.06581235277109,18.36485168943862,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
79,83,1.3511960148381508,4.671768987965478,3.7276926135346353,12.975353237328306,1.0145680454495964,6.738949969676261,1.5489456894808986,12.226556467197625,2.504401955309902,28.630847728199555,1.9324047723553357,25.87276323258857,9.31788513770583,I,I,I,II,I,I,III,III,III,IV,III,III
80,82,1.0143559146130694,1.3278235808585874,7.144106713567311,24.867208159046136,1.7642168851388982,11.71825722082607,2.4228635036412807,19.12480059227261,3.7150883235679086,42.47166788197261,5.1617434634290085,69.11003761074502,18.2824596906968,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
80,83,1.1522685027314643,2.3115142567458222,3.8008483484924023,13.22999373503644,1.0616378919181582,7.051596658929533,1.5798901008498378,12.470815252716,2.506721776709879,28.65736841235672,2.0133037104434366,26.955910563243368,9.050559989311553,I,I,I,II,I,I,III,III,III,IV,III,III
81,82,0.9138312739282978,1.5812004556106294,7.198834742487238,25.05770549368163,1.782079088109311,11.83690130064476,2.4856826452599083,19.62066160756646,3.8124244073251203,43.584434379620205,5.129152004897176,68.67367401753623,18.167306177054815,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
81,83,2.0074193876697293,0.5975438107969419,3.867543917511392,13.462147685779021,1.1482137849858731,7.626649869584154,1.6221750388233163,12.804590145764669,2.526472522179486,28.883163071580572,2.0241146664213003,27.100657310060953,8.838956862754834,III,III,III,IV,III,III,I,I,I,II,I,I
81,98,1.6499619322585357,3.1666390976619985,0.9864951472789545,3.433792517220845,0.5467304661085528,3.6314856105788516,0.4052477161142982,3.1988107252068,0.43208009168983497,4.939630112222687,0.44145008071330843,5.910528467274102,58.71988811221954,I,I,I,I,I,II,III,III,III,III,III,IV
81,110,1.466534906664379,1.0891809288207828,1.7715463671317575,6.166398969265945,0.6654472246409772,4.4200244374227635,0.9328770611172231,7.36363717731483,0.9146009896469417,10.455910087085801,0.905273818061475,12.120615458229224,76.72820187994256,I,I,I,I,I,II,III,III,III,III,III,IV
82,83,1.6257734262372407,0.9859795061956372,8.072198377801396,28.09770982013629,1.9567910305791758,12.997370570981017,2.786592110356366,21.995881469373916,4.431667597401329,50.66375223600743,5.6496471117700136,75.64252798462088,10.001920738840989,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
82,96,1.619497695051408,4.398192732554744,7.131839216379606,24.824507452241484,1.7265231705556023,11.467888546307524,2.400200074755454,18.945907494280426,3.7327810095340577,42.673934373869265,5.15528391725537,69.02355142983129,20.237948455430445,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
82,97,1.4594991192526385,3.219047418500964,7.109041231085482,24.745152220209576,1.7282707838823121,11.479496519600056,2.398801012047785,18.934864034646797,3.745304269480582,42.81710290471528,5.116690572065517,68.50682921058652,18.82512561899573,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
82,103,1.6871598629734388,1.544189394554061,7.059671623087709,24.57330647825283,1.7122421842570086,11.373031574795862,2.4399650046571755,19.25979077899423,3.694405381353667,42.23521615430502,5.070099283715942,67.88302337579728,18.12514629315668,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
82,109,1.5668127764003865,1.6241799908126417,7.4982807136845615,26.100017093536405,1.8812748774907981,12.49577821367444,2.616752896336209,20.65526071380835,3.9121402643197247,44.7244069433879,5.347180647222013,71.5928364629475,13.225230802396268,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
82,110,1.3092148065759395,1.6985058648231695,7.226143140228579,25.15276057031344,1.758835505058624,11.68251309179359,2.5219134728663333,19.90664856152591,3.876733394476946,44.31962819097899,5.109951805249651,68.41660457400893,78.09135838245504,II,II,II,II,II,II,IV,IV,IV,IV,IV,IV
82,168,1.6499619322585357,3.38555880353903,7.196419769176485,25.04929945407097,1.7255235557190465,11.46124891833707,2.409386580500941,19.018420902591775,3.720398428129857,42.532374109585795,5.251122359976502,70.30672220884024,18.616818711339416,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
82,169,1.5118509037583359,3.378988515471188,7.110719469188217,24.7509938317524,1.714991478505315,11.391292899380597,2.404461269763362,18.979543109612674,3.7538549441034914,42.914856008039145,5.116188070640455,68.50010127212317,18.80489263736447,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
82,171,1.6499619322585357,3.5323654031667164,7.11435553881353,24.763650263672957,1.7087109441604902,11.349576420212506,2.393037192509457,18.889367497530817,3.7251519703694878,42.58671760015203,5.150514814929617,68.95969842290883,19.02193689015826,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
82,184,1.7069200269210492,4.42015311719651,7.036697479373446,24.49333807395486,1.7300664761073075,11.491423841891995,2.424046689027955,19.13414003073038,3.7096944219279724,42.41000366861162,5.029522595820152,67.33974639071158,17.93262447898131,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
83,86,2.2953874496057893,0.523358368069825,3.8332959299099056,13.342937283294798,1.038546801007715,6.898221331282815,1.664013187812005,13.134838323326441,2.5047214321757667,28.63450005464814,2.0244470493613136,27.105107550110315,9.87111219417222,III,III,III,IV,III,III,I,I,I,II,I,I
83,88,2.1064535544046414,0.8523396987749503,3.812920472420842,13.272014386558933,1.033192150026684,6.8626547419070825,1.5937204809617833,12.579984944429452,2.4852389075405807,28.411771752185253,2.0639699045150826,27.63427488000828,9.581418911130296,III,III,III,IV,III,III,I,I,I,II,I,I
83,92,3.4469689358717117,0.7331574094912005,3.815341816057997,13.280442600003079,1.1226372162367222,7.4567655350936715,1.5725410860450082,12.412806024180922,2.473674233431331,28.279561975417526,2.035787203845593,27.25693967979147,8.604081390502424,III,III,III,IV,III,III,I,I,I,II,I,I
83,94,3.2484636073406543,0.7542793564084049,3.9641386118993442,13.798374518427385,1.107256530829213,7.354604157229063,1.8498792850825503,14.601966802426025,2.4167537126791347,27.62883465953652,2.172199713818174,29.08335235635607,12.721591075928645,III,III,IV,IV,III,III,I,I,II,II,I,I
83,100,1.6499619322585355,3.503226441739748,3.8021233976207736,13.234431926312055,0.9903960908717745,6.578395344188284,1.5874953996140277,12.530847451018214,2.5042744840926114,28.629390450543216,2.0525237448527105,27.4810234582029,10.199807757018409,I,I,I,II,I,I,III,III,III,IV,III,III
83,103,1.596152756584425,1.6579371049410776,3.828565161153956,13.326470422408875,1.0440386061594185,6.934698924211675,1.5877285228698859,12.532687602465048,2.5695390614487734,29.375508769277058,1.9863717389451478,26.59532124369168,8.949347618323054,I,I,I,II,I,I,III,III,III,IV,III,III
83,104,1.7052375636985655,5.286467385239387,3.7827740576142426,13.16708073952634,1.0072891608114398,6.690602261869392,1.5748697591615932,12.43118733577043,2.5265923343759518,28.88453278970658,1.9937441057769194,26.694029083907644,9.516400636636662,I,I,I,II,I,I,III,III,III,IV,III,III
83,109,1.2483941419527749,1.0873136490940012,4.55084625257253,15.840586598128773,1.2740628854371903,8.462563040192997,1.9530669595502326,15.41647562424323,2.511346931132209,28.710244146503303,2.853749715900128,38.20855329111868,4.479872251944835,I,I,II,II,I,I,III,III,IV,IV,III,III
83,113,1.6344426299316765,1.9162623779309051,4.322851155223694,15.0469812150725,1.5428511464675487,10.247904744619717,1.8990500108493231,14.99009445545046,2.8038186830722105,32.05384247617229,1.9345486231214464,25.90146702388069,5.695869452965214,I,II,II,II,I,I,III,IV,IV,IV,III,III
83,114,1.6226915487339375,5.048962223580734,3.809270606287764,13.259309931751233,1.0386685564427378,6.899030053565006,1.6530178005455065,13.048046562837019,2.5474788390251404,29.123311685768915,1.9292098435980516,25.829986669176627,8.864959208424237,I,I,I,II,I,I,III,III,III,IV,III,III
83,130,1.5804642840609966,1.685502803705479,3.9590117308158033,13.780528869667831,1.0201840666293291,6.776252628604465,1.6223805379501215,12.806212246975129,2.5404894931473283,29.04340801969683,2.2496923636132298,30.12089325311634,9.61868922089867,I,I,I,II,I,I,III,III,III,IV,III,III
83,131,1.7130524148139374,1.6542401552945016,3.9414439169253015,13.719378819363452,1.0221551843268182,6.789345159566087,1.6134048849058247,12.73536319815351,2.5063188061942707,28.652761569015592,2.2649591350023406,30.325298441473993,9.57839260509688,I,I,I,II,I,I,III,III,III,IV,III,III
83,134,1.269783497143703,0.5510116726675882,3.934279625032888,13.694441350629612,1.0308289098189698,6.846957660180981,1.6130644605269155,12.732676068501508,2.50300851173931,28.614917589428153,2.2451100866732294,30.059541631535385,9.387622427718261,I,I,I,II,I,I,I,I,I,II,I,I
83,135,1.43144379991878,0.6531959144257073,3.8630514959415705,13.446510463828965,0.9982326082756509,6.630446952710822,1.5826527328966593,12.492622006140564,2.5385972547890963,29.02177555443496,2.1249955278276382,28.451340499838242,9.861525225151253,I,I,I,II,I,I,I,I,I,II,I,I
83,138,1.607637377044771,4.158346658534533,3.812011661998972,13.26885099905034,1.028446120995316,6.831130732905944,1.8268598746439997,14.420263774695686,2.4467731668313055,27.97202334731572,1.9017335284236954,25.462109189685815,8.69603849372423,I,I,I,II,I,I,III,III,III,IV,III,III
83,144,1.43144379991878,0.5580607978332094,4.049798924819235,14.096540953749892,1.0206702847689684,6.779482180069321,1.6709876498501273,13.189891030801295,2.541907318419081,29.059616895182923,2.3638638412227895,31.64952309835652,8.437352944320516,I,I,I,II,I,I,I,I,I,II,I,I
83,145,2.354247466598468,0.8483365635225617,3.942000768182742,13.721317107338086,1.0170564068744332,6.755478129836298,1.642065436969436,12.961594408561048,2.5473678586517345,29.122042934894054,2.198397935388272,29.434117575680112,8.601795701504798,III,III,III,IV,III,III,I,I,I,II,I,I
83,146,1.8327779517574372,0.6709089913016147,4.0143863381385385,13.973276814544526,1.031575997329486,6.8519199546065925,1.6057361686109337,12.674830415469678,2.520897013301801,28.81942268623797,2.3719652799527062,31.757992405150347,8.887838866088138,III,III,III,IV,III,III,I,I,I,II,I,I
83,185,1.4680047947829062,4.065649232282271,3.883421871901774,13.5174156727781,1.0212958749088843,6.783637466324713,1.6010983650170338,12.638222051529176,2.518145567575906,28.78796758237835,2.146470111624144,28.738861432322885,9.632745072413371,I,I,I,II,I,I,III,III,III,IV,III,III
83,192,1.7130524148139372,1.7212342330222772,3.9046044369274293,13.591147949597978,1.0372738802915242,6.88976635474354,1.5793364252626196,12.466444831030072,2.529861728267468,28.921909185485635,2.1847963850951158,29.252007856554314,9.200132102565941,I,I,I,II,I,I,III,III,III,IV,III,III
84,98,1.6093075526515392,3.1187063059338698,0.9072909693400064,3.158098597905009,0.5495510981504353,3.650220774078594,0.2343396246649187,1.8497528176263784,0.2882401713848199,3.295222014410113,0.5174219562882981,6.927707878755056,58.36720973867019,I,I,I,I,I,II,III,III,III,III,III,IV
87,111,1.6344426299316768,1.0639669444254976,2.1040996609384415,7.323950544659181,1.6976617098498146,11.276185347472898,0.7895024488933661,6.231913964407973,0.41840470483198966,4.783290225200542,0.3022385702313971,4.046640268757892,6.813413567657239,I,II,I,I,I,I,III,IV,III,III,III,III
