i,j,D_proc_raw,D_proc_phys,D_morph_total_um,D_over_sentinel_total,D_morph_DCT_8_16_um,D_over_sentinel_DCT_8_16,D_morph_DCT_16_32_um,D_over_sentinel_DCT_16_32,D_morph_DCT_32_64_um,D_over_sentinel_DCT_32_64,D_morph_DCT_64_inf_um,D_over_sentinel_DCT_64_inf,D_morph_desc,type_raw_D_morph_total_um,type_raw_D_morph_DCT_8_16_um,type_raw_D_morph_DCT_16_32_um,type_raw_D_morph_DCT_32_64_um,type_raw_D_morph_DCT_64_inf_um,type_raw_D_morph_desc,type_phys_D_morph_total_um,type_phys_D_morph_DCT_8_16_um,type_phys_D_morph_DCT_16_32_um,type_phys_D_morph_DCT_32_64_um,type_phys_D_morph_DCT_64_inf_um,type_phys_D_morph_desc
14,57,1.7233623718025004,0.8619196938222536,3.9761803317244406,13.840289339340533,1.0703214963468926,7.109274777281633,2.100473637079823,16.58002582403205,2.0385848626203495,23.305529153954605,2.3408331125546242,31.34116710667723,7.468051307416345,I,I,II,I,I,I,III,III,IV,III,III,III
14,129,3.6368381669635195,0.538613950393693,1.863269880638601,6.485670194473443,0.8084198733571922,5.3696754056865155,0.990663551597866,7.819773111389794,0.6752983499222606,7.720152185129632,1.064442961120428,14.25171428970171,58.13596389623683,III,III,III,III,III,IV,I,I,I,I,I,II
14,149,2.9419871337491483,0.4047690503407833,3.4297516108236086,11.938280132098825,1.186501494162307,7.880963966850212,1.5795615652573523,12.46822196684401,1.6765919777388278,19.16715067051662,2.099623218586776,28.111633333387434,41.687370394850234,III,III,III,III,III,IV,I,I,I,I,I,II
14,153,3.2067255827351895,0.6983162945914502,7.970969233595949,27.74535139358334,1.5462290515697124,10.270341419604595,1.8995476334925614,14.994022424899763,2.2696341103700415,25.94693255008712,7.174288417835835,96.05578926961839,297.9218071670305,IV,IV,IV,III,IV,IV,II,II,II,I,II,II
14,154,3.274106013200514,0.6944755508912701,6.145594583380588,21.391586925179208,1.3737553008265073,9.124738635687017,1.897077324511713,14.974523114852365,2.6696683358193236,30.520207607081467,4.92309841454301,65.91484427713966,12.813721927536362,IV,III,IV,IV,IV,III,II,I,II,II,II,I
14,178,2.0140223871215217,0.4129451471448139,1.7354154168427463,6.040634349860875,0.8158259223326828,5.418867762712393,0.9454831120990133,7.463142663662052,0.63799905537033,7.293738837056103,0.8914605346147778,11.935670866291881,32.59874829358499,III,III,III,III,III,IV,I,I,I,I,I,II
14,179,2.4979376071799293,0.44254166158051705,1.822566373724817,6.343989419002101,0.8039274086016271,5.339835617843729,0.9880384465648815,7.799051923335185,0.6895858826461109,7.883490251912769,0.9869456141190652,13.214110502542711,45.86592699434798,III,III,III,III,III,IV,I,I,I,I,I,II
14,182,1.4768834447877597,0.3174039405041649,3.195901286318899,11.124293873120429,1.4077129588648463,9.350291726614826,2.3485285405138607,18.53803978436524,0.8005187964627903,9.151698558808862,0.8955178140588407,11.98999335189449,93.3192181379555,I,II,II,I,I,II,I,II,II,I,I,II
14,183,1.617982055585161,0.30418717820824986,2.235016800336639,7.779646951155918,1.4916443932928005,9.907779950327313,1.1282399188687373,8.90572805119982,0.6928456154671816,7.920756200310873,0.8357999288329583,11.190436899072791,4.533404089218426,I,II,I,I,I,I,I,II,I,I,I,I
15,23,2.55182941694197,0.6682742499008583,6.551959398941055,22.806061661098806,1.0610216347615844,7.0475033640882145,2.560249887117768,20.20925590068454,3.2959902426206362,37.68045083578674,4.8901998803527045,65.47436928039893,19.391391503491622,IV,III,IV,IV,IV,III,II,I,II,II,II,I
15,34,2.000060980020728,0.4014398644498435,3.203387905808077,11.150353299821239,1.4254240443088604,9.467932055670312,1.6682513161453518,13.168291862553023,1.0923801018487929,12.488318135607651,1.8815465219217906,25.191827493495474,9.383605885908574,III,IV,III,III,III,III,I,II,I,I,I,I
15,129,1.691468903740384,0.39732572777029684,0.7813207695853174,2.7196214999653154,0.29053303506546024,1.9297745445715428,0.2691051540240955,2.124173483701794,0.22559991958987316,2.579105535186524,0.5874876631246702,7.865810221305096,58.38644721883171,I,I,I,I,I,II,I,I,I,I,I,II
15,149,3.065643212035022,0.4986293782010881,2.7894515543338274,9.709523560092117,0.9886379471582832,6.56671742610496,1.0688912711663945,8.437261275823275,1.42158448160683,16.251851560553575,1.7826106709427383,23.867185842732155,42.85372139670612,III,III,III,III,III,IV,I,I,I,I,I,II
15,153,3.3205374521783697,0.7272808696256334,8.059432368701723,28.053273892963063,1.2645321894470538,8.399258381878765,1.8919873199931332,14.934345316439328,2.2846236337513135,26.118295921105723,7.337962151394281,98.24719958713172,298.5518292402753,IV,III,IV,III,IV,IV,II,I,II,I,II,II
15,154,2.97364470940664,0.6985820502883017,6.207549098846069,21.607238215710346,1.1287964972840812,7.497676627270771,1.8209964570892057,14.37398106361595,2.7194002913544026,31.088753739674726,5.080145464533889,68.01753062883914,15.512081891187783,IV,III,III,IV,IV,III,II,I,I,II,II,I
15,178,1.2454008929651632,0.3960520088498263,0.6033341134611275,2.1000855096969513,0.29527831561609913,1.9612935820242376,0.3044950224487685,2.403522351515209,0.21192623648231704,2.4227851257945545,0.290929637750154,3.8952261671750743,32.659367987859,I,I,I,I,I,II,I,I,I,I,I,II
15,179,1.055624062576731,0.3776943700135921,0.6613019974542457,2.301860132556205,0.28455153340484857,1.8900442962011292,0.27961573828633396,2.207138466178723,0.2082718770359515,2.3810077231571043,0.4158205516589577,5.567377411929869,46.05535718380468,I,I,I,I,I,II,I,I,I,I,I,II
15,182,2.2172272302019467,0.4467204261906218,2.861871935969084,9.961604439799784,1.3316132858686152,8.844823521371806,2.102189013818376,16.59356609900674,0.7601372341769262,8.690048080385434,0.6324973508364443,8.468440172337605,93.99213448829369,III,III,IV,III,III,IV,I,I,II,I,I,II
16,37,0.983121183814154,2.7146284258484115,12.17033956485904,42.36252053050652,2.7410477762836423,18.20654998126048,3.669564294923866,28.965595996419324,6.610966483192859,75.57795357698639,8.944205744795175,119.75302527150433,28.684247491889263,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
16,60,1.6484164759239441,3.588941421980735,3.6746030187254997,12.790558964492064,1.414532563384091,9.395588810309002,1.466744302377618,11.577702276940604,1.751967241148726,20.02885647001344,2.3393158116160726,31.320852124796968,4.768823063550535,I,II,I,I,I,I,III,IV,III,III,III,III
17,23,3.741835885008338,0.6224512308500191,6.703250490214983,23.332675723592196,1.1788050627349427,7.829842835481375,2.65781629469948,20.979393420483053,3.2737351406281263,37.42602584822748,5.0237251280451,67.26212470749162,18.679608012705224,IV,III,IV,IV,IV,III,II,I,II,II,II,I
17,34,1.66148566213161,0.3728894374766018,3.3071418748574777,11.51150013722484,1.5013823674664244,9.97246138895174,1.7675700683122852,13.952261461918111,1.056005132951651,12.07247187203005,1.9073517600425836,25.537331098957008,8.35676797182457,I,II,I,I,I,I,I,II,I,I,I,I
17,37,0.9997145829283876,1.04707719161367,12.65466598596281,44.04836403948448,2.674786125048201,17.766427749354488,3.8175970422200014,30.1340880591831,7.029632035953477,80.36422587034453,9.25975452430691,123.97787452536353,31.3405641188712,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
17,57,1.8683297199952735,0.8242403561349261,4.124234571194132,14.355636567389382,0.8979635016622635,5.964440866670217,1.8404142102457337,14.527254517324943,2.283444986380761,26.104821377484647,2.6643660548587573,35.672915472199456,8.808211119575546,III,III,IV,III,III,III,I,I,II,I,I,I
17,129,3.727465087031736,0.5499166102982262,1.1490066855015137,3.999462713825347,0.5256747702384562,3.491629755979744,0.5247896974736556,4.142411779276483,0.3655637052549621,4.17920084989556,0.7283578363365306,9.751906079783968,58.408414167495,III,III,III,III,III,IV,I,I,I,I,I,II
17,149,2.798294613490472,0.509924431586062,2.926220356391335,10.185588435210583,1.059114327410711,7.034834673336541,1.2599366000662233,9.945271864865239,1.3455154734039112,15.382214725270307,1.8778719010138383,25.142628382584,42.66308866223903,III,III,III,III,III,IV,I,I,I,I,I,II
17,153,2.825586085816697,0.7868192290067902,8.123144256675081,28.27504224609118,1.3095682365371906,8.69839619676818,1.8787611593460813,14.829945012998346,2.3328519466244995,26.66965209583339,7.385953127371022,98.88974569160736,298.509912999288,IV,III,IV,III,IV,IV,II,I,II,I,II,II
17,154,2.9018301037566525,0.771883411274627,6.497562736046069,22.616717745392982,1.1843783651911042,7.866861748689215,1.9801720018952076,15.630428465215777,2.873931309615061,32.85538470868667,5.274644867851472,70.62166258033602,14.956906560617876,IV,III,IV,IV,IV,III,II,I,II,II,II,I
17,178,2.173405231010686,0.4925418344661284,1.0272346477916123,3.5755985792187577,0.5127929974983827,3.4060666215941873,0.5199642648442881,4.104322371156957,0.3614334267454421,4.131982640841539,0.5354262774240958,7.168765831298927,32.70866592981473,III,III,III,III,III,IV,I,I,I,I,I,II
17,179,2.6281355390698042,0.4979893525381643,1.0271567956149392,3.575327591345734,0.5043624097597662,3.350069087234305,0.48909946665248055,3.8606920098708466,0.32445803554111374,3.70927222368299,0.594057035306573,7.953766851034362,46.085371113632384,III,III,III,III,III,IV,I,I,I,I,I,II
