subset,scale,n,evr_pc1,evr_cum3,eigengap_l1_over_l2,theta1_q25_deg,theta1_q50_deg,theta1_q75_deg,theta1_q90_deg,theta1_q95_deg,theta3_q50_deg,loco_median_deg,loco_max_deg,baseline_pool,rand_theta1_q50_deg,rand_theta1_q25_deg,rand_theta1_q75_deg,rand_theta1_q90_deg,prank1,stable_call
formal pulse=4000fs,G4,24,0.6963929059319567,0.9232983148150498,3.6030096712289916,1.8319842254287555,2.421442867975286,85.03001450064541,87.47956834310067,87.67090860928663,82.6247552887802,0.17119686414075624,87.28844135030839,zro2_120_formal,7.939832912345029,3.6397554466495574,30.017116878369723,42.117384137155064,0.88,not_called
formal pulse=4000fs,G8,24,0.7451629945107718,0.9520649776259281,3.894910119148172,1.6318749515836437,2.1710922571097377,85.92583389493461,87.69044675976792,87.94971931298538,82.2393631346101,0.13347018220814233,87.45408753449011,zro2_120_formal,9.529082221289144,3.8741582894145257,20.518046208023904,36.29497027989035,0.85,not_called
formal pulse=4000fs,G16,24,0.7942826587680738,0.9687285558350147,4.926644326834228,1.2817151913099696,1.7895617291550443,84.73525201823905,88.30812033629589,88.72192825495632,73.33077925834598,0.10326339295152503,87.89707569733038,zro2_120_formal,8.583076850916623,2.959741399859731,17.532365995263447,25.23152364445446,0.89,not_called
formal pulse=4000fs,DCT_8_16,24,0.4143958308410806,0.7185792133338376,1.8372098420355516,6.939888953159038,17.40121606164577,80.43775567194356,83.33173712342082,84.69330195263913,80.47442640020165,0.30276857282359093,80.29214511267519,zro2_120_formal,25.187342967876507,13.05120178318705,49.76153136259011,64.21061761860607,0.64,not_called
formal pulse=4000fs,DCT_16_32,24,0.5169230936870683,0.803610858994763,2.2861416350673016,1.936741071815821,3.0645225694944473,86.26242797944997,87.64635083017329,88.74232171979416,84.15283463470305,0.3718486166206651,86.5130104823785,zro2_120_formal,20.657113623514384,10.096943294676853,38.0476084209202,48.417638833576525,0.97,fragile_stable
formal pulse=4000fs,DCT_32_64,24,0.6447215763581913,0.9582310914773478,2.1832545879962693,1.7921393291242065,2.9961638405836855,83.88605948475205,89.31434238351851,89.49050088266695,78.88244503278071,0.189739151493038,89.28050392889587,zro2_120_formal,9.569928778784604,4.095576896305128,34.02685990048635,43.37130660545102,0.88,not_called
formal pulse=4000fs,DCT_64_inf,24,0.8237065524447746,0.9754864591103664,5.986376348129424,1.1467297182918776,2.288066945555803,82.60452222855386,84.41984512704424,85.42790717901406,69.01292141124617,0.09585057893019377,83.55056248735487,zro2_120_formal,7.686152839997593,3.937016375712797,18.504004459982937,28.15688341624746,0.84,not_called
formal pulse=6000fs,total,24,0.25186284609862675,0.5626799209970369,1.508521737037382,20.915662891745082,44.79294323768606,76.36273631882267,82.97660449180586,85.40514092639717,64.72688097242774,0.17619284252359904,60.55519500577153,zro2_120_formal,9.317936743951655,4.500514019340029,32.29228735653507,56.01079429858033,0.14,not_called
formal pulse=6000fs,G2,24,0.28181792797240374,0.5840301911972096,1.7443032548687862,17.14117531078049,34.91087533887057,71.43478964591361,80.7847818683991,84.30354690638696,65.17279906976106,0.15710264530098245,52.36516561567534,zro2_120_formal,8.994108991837098,3.9052322877249708,22.003346153305404,34.43835542074288,0.1,not_called
formal pulse=6000fs,G4,24,0.33438638889452926,0.638401020436108,1.8969968134540502,15.229559746450295,27.030117036791765,62.85167811468097,78.66042179557725,80.9030733912511,70.21966353148483,0.13259885508277425,48.176297371308145,zro2_120_formal,7.939832912345029,3.6397554466495574,30.017116878369723,42.117384137155064,0.27,not_called
formal pulse=6000fs,G8,24,0.4084049604192271,0.7298521016732735,2.077818797308195,13.616481742041458,25.049426435320427,45.60220140448921,75.70086033473599,77.65512367898309,76.51148345672941,0.1022863192433685,43.96846288232059,zro2_120_formal,9.529082221289144,3.8741582894145257,20.518046208023904,36.29497027989035,0.22,not_called
formal pulse=6000fs,G16,24,0.47700516766495066,0.8186569003399583,2.14609289606053,12.980393494495168,26.160777607610946,40.026784947981255,69.557115817255,72.94901755231044,68.63789548659429,0.1093902274314892,39.512800189158156,zro2_120_formal,8.583076850916623,2.959741399859731,17.532365995263447,25.23152364445446,0.1,not_called
formal pulse=6000fs,DCT_8_16,24,0.49837132520663935,0.6915181783685417,4.261609667196675,10.719826358386307,15.52477939996395,21.602122856624067,33.53270078425302,79.3215179268844,73.05713310033667,0.6374493046559123,15.75074691796261,zro2_120_formal,25.187342967876507,13.05120178318705,49.76153136259011,64.21061761860607,0.7,not_called
formal pulse=6000fs,DCT_16_32,24,0.3148297340316628,0.6241289541134265,1.878450139912125,15.025013550614178,28.99196499908775,61.669006490256,82.9815522558769,87.0006445999948,73.13772405456477,0.17391896252034367,59.859207260906125,zro2_120_formal,20.657113623514384,10.096943294676853,38.0476084209202,48.417638833576525,0.39,not_called
formal pulse=6000fs,DCT_32_64,24,0.35488893607173483,0.7027842099841992,1.6978718906366073,13.902003532000254,27.660069212392894,65.97235663253957,82.35085730727042,86.47187436161104,52.99139077274512,0.4280965993771302,54.12082858298194,zro2_120_formal,9.569928778784604,4.095576896305128,34.02685990048635,43.37130660545102,0.28,not_called
formal pulse=6000fs,DCT_64_inf,24,0.49706564489043226,0.8678997465195719,2.140930311209197,14.03380869787519,26.067282781138232,40.27840645142763,64.85972359925006,68.35705845161573,60.24650268121878,0.12750988409184072,40.31979607871831,zro2_120_formal,7.686152839997593,3.937016375712797,18.504004459982937,28.15688341624746,0.14,not_called
formal N=1,total,24,0.8135510941299341,0.8963786751115597,15.958609916411536,1.086353850108576,1.4138978083505733,80.70464521982967,84.50418627809034,87.08235563789319,75.35963762996906,0.15887994029123315,82.40845358360677,zro2_120_formal,9.317936743951655,4.500514019340029,32.29228735653507,56.01079429858033,0.97,fragile_stable
formal N=1,G2,24,0.8414773801613411,0.916708098014408,17.831380147257637,0.9996463943566758,1.2964284507428854,79.68984179179735,83.64823375424352,86.46313354985755,79.9950299586273,0.13465593293926947,82.2018913206846,zro2_120_formal,8.994108991837098,3.9052322877249708,22.003346153305404,34.43835542074288,0.99,fragile_stable
formal N=1,G4,24,0.879338192703479,0.947310553949605,20.75668556781685,0.8712070362546621,1.1474842837731138,77.92923245158443,82.94614931869422,85.55648564371533,77.25865252044343,0.11217323561466279,82.89338145767451,zro2_120_formal,7.939832912345029,3.6397554466495574,30.017116878369723,42.117384137155064,0.99,fragile_stable
formal N=1,G8,24,0.9166436528767704,0.9728291803126118,24.620432377664333,0.7423321702882237,1.0092139524529546,74.90349020922652,82.91446536322627,85.4365274227868,71.54071901934822,0.067124120976395,86.25464711106741,zro2_120_formal,9.529082221289144,3.8741582894145257,20.518046208023904,36.29497027989035,0.97,fragile_stable
formal N=1,G16,24,0.940140319354471,0.986870472185328,27.314703720148774,0.6216389234984727,0.8856570316961034,73.10688020142028,83.43753677583898,86.17467622466343,57.16339386039964,0.05711457983685633,86.95319361411714,zro2_120_formal,8.583076850916623,2.959741399859731,17.532365995263447,25.23152364445446,0.99,fragile_stable
formal N=1,DCT_8_16,24,0.3420936309325856,0.6616867310968085,1.7285837222897913,17.7423029274597,25.015611548870474,46.28709693127842,58.06346715708978,65.46778014673583,75.74357220232957,0.8366761768436848,34.54309750642445,zro2_120_formal,25.187342967876507,13.05120178318705,49.76153136259011,64.21061761860607,0.5,not_called
formal N=1,DCT_16_32,24,0.488702069886519,0.7688765004571486,2.2983730822039985,2.6206415784767447,4.518313172824811,88.65951977125913,89.66431764548712,89.83358319664215,82.93100717867993,0.35279765586228934,89.95112590408432,zro2_120_formal,20.657113623514384,10.096943294676853,38.0476084209202,48.417638833576525,0.86,not_called
formal N=1,DCT_32_64,24,0.7493500060571057,0.8826464180216843,10.829172258908335,2.3668294392178546,3.189120712705316,63.44141354000571,75.98642839169082,80.61351808117085,74.72348478622413,0.12480408395357491,61.57823853672777,zro2_120_formal,9.569928778784604,4.095576896305128,34.02685990048635,43.37130660545102,0.87,not_called
formal N=1,DCT_64_inf,24,0.9448958687903656,0.9900433499054853,28.955789188962253,0.6049307306483134,0.8673761598837156,70.85038933517234,82.43654417534253,85.54937936793965,57.68000089291158,0.05417940594871744,85.92236381889455,zro2_120_formal,7.686152839997593,3.937016375712797,18.504004459982937,28.15688341624746,0.98,fragile_stable
formal N=2,total,24,0.7925917738084554,0.8921689068655312,15.457745946300939,1.221617314315359,1.6176657013371574,76.64191218352765,87.1972114524809,88.05929128062365,75.86626091583383,0.13986947948454892,80.12694686906876,zro2_120_formal,9.317936743951655,4.500514019340029,32.29228735653507,56.01079429858033,0.94,not_called
formal N=2,G2,24,0.8174626706844411,0.9113395255455132,15.919009587006256,1.1347648021396242,1.4935871093497841,74.30615314736177,87.00733690291095,87.94036649890673,77.62698282614828,0.12481293667691191,80.74148981796633,zro2_120_formal,8.994108991837098,3.9052322877249708,22.003346153305404,34.43835542074288,0.97,fragile_stable
formal N=2,G4,24,0.8529864409261461,0.9437086026412997,16.353343816755135,1.0184029199034117,1.334612671432632,71.01261281926901,86.56369151656749,87.77010698702703,79.78756365107677,0.09218389926068768,80.45050726753111,zro2_120_formal,7.939832912345029,3.6397554466495574,30.017116878369723,42.117384137155064,0.95,fragile_stable
formal N=2,G8,24,0.883989687267104,0.971315100573265,16.79482645203739,0.9182924819322466,1.2753587338379195,66.27929780230785,85.65514092754522,87.49643585639345,74.65437480599601,0.0692614400828822,78.58982403093306,zro2_120_formal,9.529082221289144,3.8741582894145257,20.518046208023904,36.29497027989035,0.91,not_called
formal N=2,G16,24,0.8994130056035337,0.9826574755014408,17.24618073479272,0.9955052449176861,1.4392507275718418,58.21776554993632,83.14934937197643,86.5558066198021,69.57364685856155,0.06194446088045791,69.78751921425466,zro2_120_formal,8.583076850916623,2.959741399859731,17.532365995263447,25.23152364445446,0.92,not_called
formal N=2,DCT_8_16,24,0.37596700547417217,0.7857695232756627,1.1883205302199504,35.09755412251466,40.33825345400151,47.25283606560959,50.38953479406783,51.98226120658534,82.60918859835141,0.36601755213149456,47.204959916216225,zro2_120_formal,25.187342967876507,13.05120178318705,49.76153136259011,64.21061761860607,0.32,not_called
formal N=2,DCT_16_32,24,0.6556485650535507,0.8403191609561012,6.002625841561119,1.6955684167238756,2.4814966159764875,85.08861792250755,87.41418899854125,88.81561076751278,76.79064751940882,0.19522499554165948,84.76502141997095,zro2_120_formal,20.657113623514384,10.096943294676853,38.0476084209202,48.417638833576525,0.98,fragile_stable
formal N=2,DCT_32_64,24,0.9126565434172625,0.9744602943365636,20.21567202698183,0.587933322077876,0.8094864757418112,68.87720013749025,79.48216887641948,79.89653738164606,71.77800705759762,0.07175229656771553,78.5426724980251,zro2_120_formal,9.569928778784604,4.095576896305128,34.02685990048635,43.37130660545102,1.0,fragile_stable
formal N=2,DCT_64_inf,24,0.8938721730608408,0.9849948324569041,15.556214769541443,1.300900653019992,1.8671758572648836,51.806577406685044,79.2341230064242,82.44468736063487,67.95590983591323,0.06610077167108032,62.84748682034261,zro2_120_formal,7.686152839997593,3.937016375712797,18.504004459982937,28.15688341624746,0.89,not_called
formal N=3,total,24,0.33515644414320817,0.7252575071064289,1.3506728451657686,5.908913561505047,59.31153626178881,87.69702193734567,89.6391174211783,89.85958888880363,84.41675753976655,0.5836928503140231,87.76823236422591,zro2_120_formal,9.317936743951655,4.500514019340029,32.29228735653507,56.01079429858033,0.03,not_called
formal N=3,G2,24,0.3382379104381277,0.7354789388858092,1.322377563290847,5.726830358584214,59.58287501889684,88.0296863814054,89.67477319254299,89.81683096427179,84.00556065461173,0.6102319113422782,88.13555548284589,zro2_120_formal,8.994108991837098,3.9052322877249708,22.003346153305404,34.43835542074288,0.04,not_called
formal N=3,G4,24,0.3438022536977042,0.7530758307784724,1.277648897801758,5.1643093539983465,60.25198311208875,88.54489742176857,89.29044032163901,89.48129883739331,83.08911357891856,0.6058003838591491,89.42339179018978,zro2_120_formal,7.939832912345029,3.6397554466495574,30.017116878369723,42.117384137155064,0.06,not_called
formal N=3,G8,24,0.35147979770397975,0.7830780784275414,1.18718629220132,5.2805324866938435,71.62195996256924,83.49113891051852,88.96407701087826,89.50896816696229,81.18067075450637,0.7955007483330726,83.3901551589168,zro2_120_formal,9.529082221289144,3.8741582894145257,20.518046208023904,36.29497027989035,0.0,not_called
formal N=3,G16,24,0.37761881768487404,0.822917416671994,1.169441157473796,31.279402647032214,45.070678143936775,51.972061016273216,65.01819628039291,71.75202089906372,82.3885889947748,0.7511132823273186,50.724027150308736,zro2_120_formal,8.583076850916623,2.959741399859731,17.532365995263447,25.23152364445446,0.02,not_called
formal N=3,DCT_8_16,24,0.24957316434829285,0.5477720169166524,1.535742725744008,6.613731856507889,76.33480973587356,87.35281319078176,88.21239363688973,88.94047591500346,79.96186345882828,0.6608873471715271,87.20053595869271,zro2_120_formal,25.187342967876507,13.05120178318705,49.76153136259011,64.21061761860607,0.02,not_called
formal N=3,DCT_16_32,24,0.27615485411789253,0.6464582055993449,1.145936790807743,37.307234164747385,44.84575251185318,61.848749752745626,79.79510801291799,84.48199363929363,72.63310977237981,0.32333066563082696,46.73883812933892,zro2_120_formal,20.657113623514384,10.096943294676853,38.0476084209202,48.417638833576525,0.15,not_called
formal N=3,DCT_32_64,24,0.3810237348487624,0.7561601392732628,1.6367280052895306,10.839843362285341,37.181597881465265,73.98320904034513,80.68472348993097,83.50734560017519,64.62029818730639,0.2692035743926967,72.85320513145382,zro2_120_formal,9.569928778784604,4.095576896305128,34.02685990048635,43.37130660545102,0.2,not_called
formal N=3,DCT_64_inf,24,0.3690434561562354,0.8400503869724368,1.110690342286807,20.928220428987828,60.97260997315399,66.38031727880272,81.50115613092909,83.6674701775817,77.08273210744787,1.1114817182667829,65.14959407974362,zro2_120_formal,7.686152839997593,3.937016375712797,18.504004459982937,28.15688341624746,0.0,not_called
formal N=4,total,24,0.424749001374146,0.7170470565583911,2.2364639401987523,4.60152736332961,7.896522845407384,80.35584262126824,86.34186829326624,88.11930789433576,81.23755265474813,0.2637149493047901,80.53855183244036,zro2_120_formal,9.317936743951655,4.500514019340029,32.29228735653507,56.01079429858033,0.54,not_called
formal N=4,G2,24,0.4395367487916292,0.7335683718099723,2.3093941553311703,4.418020634391464,7.696553723449771,80.1360524433718,86.12280134875743,87.94766527716914,81.07260958916002,0.2464140426009435,80.34871776666306,zro2_120_formal,8.994108991837098,3.9052322877249708,22.003346153305404,34.43835542074288,0.53,not_called
formal N=4,G4,24,0.45832543718684293,0.7562241379385534,2.391560252683334,4.302021911619405,7.6653710307892045,79.51995398777018,85.66445283805716,87.9477536155649,80.86172601152299,0.22750135171732938,79.79509345749415,zro2_120_formal,7.939832912345029,3.6397554466495574,30.017116878369723,42.117384137155064,0.5,not_called
formal N=4,G8,24,0.48056036969300503,0.7863821510164947,2.505897467895384,4.3659077846158,8.131550586563701,77.91355227528406,85.11785649143427,87.51156044523225,80.43002617325396,0.19567503204243317,78.40722353179594,zro2_120_formal,9.529082221289144,3.8741582894145257,20.518046208023904,36.29497027989035,0.56,not_called
formal N=4,G16,24,0.4745652452958342,0.8069362550689941,2.357745571400735,5.644781709352357,9.495091844052169,78.50065380813254,82.28783589238596,85.38321020664272,77.39468713538494,0.2712927408524709,81.15308749780684,zro2_120_formal,8.583076850916623,2.959741399859731,17.532365995263447,25.23152364445446,0.45,not_called
formal N=4,DCT_8_16,24,0.1959763513124751,0.49444647283359844,1.1860074053963412,13.83059605883227,76.10529513570893,84.2151844086233,87.54804288889159,88.41951119121356,78.55431309757154,0.7165027736186005,82.85519607518319,zro2_120_formal,25.187342967876507,13.05120178318705,49.76153136259011,64.21061761860607,0.02,not_called
formal N=4,DCT_16_32,24,0.4337934117940424,0.7285787525059387,2.0598618798004216,6.358348202538991,8.562939572341222,72.16531015535432,74.42859371528925,82.16383647460543,78.24579335693569,0.32144333520181556,72.16004053707191,zro2_120_formal,20.657113623514384,10.096943294676853,38.0476084209202,48.417638833576525,0.76,not_called
formal N=4,DCT_32_64,24,0.5136299763553501,0.8104178398710732,2.585664075202043,6.618379837482724,11.313532335954836,65.97457769866939,70.56171922798126,82.92172523886977,66.96308636934262,0.2076427030485603,66.07195463851309,zro2_120_formal,9.569928778784604,4.095576896305128,34.02685990048635,43.37130660545102,0.43,not_called
formal N=4,DCT_64_inf,24,0.5001261710441748,0.8233052153787103,2.752413830770057,6.30775171501257,9.618811717311853,73.95679644972776,78.383799988825,81.31686912473346,68.70759076349165,0.1752556887041289,84.10761881326447,zro2_120_formal,7.686152839997593,3.937016375712797,18.504004459982937,28.15688341624746,0.46,not_called
formal N=5,total,24,0.46640167309080033,0.8239766539869349,1.7262138299933687,6.283297246978901,10.686623467340379,80.50136231676356,81.97668994636908,85.53040422305389,83.71863769812686,0.1905140744621799,81.1290331387988,zro2_120_formal,9.317936743951655,4.500514019340029,32.29228735653507,56.01079429858033,0.46,not_called
formal N=5,G2,24,0.47772614603568775,0.8398568162345796,1.7407066966056552,6.205372656312666,10.598905998556084,80.46202302704535,81.86861823231976,85.27336278487678,83.21734934183499,0.1823719305545184,81.18297762633563,zro2_120_formal,8.994108991837098,3.9052322877249708,22.003346153305404,34.43835542074288,0.45,not_called
formal N=5,G4,24,0.4966014379286956,0.863918672386204,1.781484166136659,5.994862783351234,10.351339165755409,80.42130670845177,82.04420627952008,84.76269427246662,82.19259033577805,0.1688727238458979,81.47648342613888,zro2_120_formal,7.939832912345029,3.6397554466495574,30.017116878369723,42.117384137155064,0.4,not_called
formal N=5,G8,24,0.5333757474075854,0.9027497651722333,1.9106747290256545,5.666607355899342,9.570062823179958,80.77873950004565,82.92557470968926,85.42347608690704,79.62021299127962,0.1333211532028608,82.58423286925074,zro2_120_formal,9.529082221289144,3.8741582894145257,20.518046208023904,36.29497027989035,0.5,not_called
formal N=5,G16,24,0.5827438362365502,0.9500614565834697,2.100125591422041,4.863658713699483,8.718673875070246,81.37815185883511,83.98470701790815,84.98479788163662,69.87139481905078,0.10625949454957224,84.40975591374365,zro2_120_formal,8.583076850916623,2.959741399859731,17.532365995263447,25.23152364445446,0.48,not_called
formal N=5,DCT_8_16,24,0.2133395406938037,0.49918554368726664,1.2443476351327936,31.050147683672854,48.796821149912844,66.42878771055832,86.12373111286459,87.89792262264355,80.38060919012196,0.7575229092500084,45.150030965454455,zro2_120_formal,25.187342967876507,13.05120178318705,49.76153136259011,64.21061761860607,0.26,not_called
formal N=5,DCT_16_32,24,0.3453975210824046,0.643022550992832,2.0927279672827686,7.011320547944915,15.798122303649148,83.91410673284994,87.69008021781299,88.4931987729635,70.84678631536129,0.18566731900220146,89.49225479764247,zro2_120_formal,20.657113623514384,10.096943294676853,38.0476084209202,48.417638833576525,0.62,not_called
formal N=5,DCT_32_64,24,0.3946597189715949,0.850198157261139,1.4468184325791575,17.80935753914301,44.05558227544145,63.50756432907792,75.24010995927705,76.53309532597048,83.8101016916356,0.38124973882636226,62.9413191517307,zro2_120_formal,9.569928778784604,4.095576896305128,34.02685990048635,43.37130660545102,0.09,not_called
formal N=5,DCT_64_inf,24,0.6047183118255454,0.9696157205470568,2.213000294724421,4.18553988895704,8.368732864391943,82.03234382581522,85.1728784629776,86.16406080494562,60.95879061272893,0.10438270524491883,85.1504604317243,zro2_120_formal,7.686152839997593,3.937016375712797,18.504004459982937,28.15688341624746,0.49,not_called
depth Q1,total,50,0.5493751334724594,0.7320852026027618,4.747935353533757,1.695083557098178,2.091164638757605,83.3348910854028,88.55340013085441,89.304082578259,70.8949157952801,0.0984819661592028,86.63905856815165,session_composition_matched,16.946955292858398,8.335945497139663,36.217343596267774,44.75406791368552,0.98,fragile_stable
depth Q1,G2,50,0.6052314944223922,0.765972503171392,6.676665056825821,1.5106760027880353,1.8945599026651636,81.40184292369356,88.440963044326,89.29835143428394,68.00197194282171,0.0789559837755609,85.27839911463857,session_composition_matched,18.048940594215395,10.919449218345179,32.9771019442604,40.82884873880403,0.96,fragile_stable
depth Q1,G4,50,0.6900583788576123,0.8182549010747426,9.159101586966788,1.1242718705448866,1.6838356325322454,78.48771780709248,87.14705066881302,88.58190584067826,71.60822795458613,0.05643175236445197,80.58632055660357,session_composition_matched,18.508858137859093,7.555009196888622,31.231403367310854,40.427022715357275,0.99,fragile_stable
depth Q1,G8,50,0.7776598443237847,0.9025662964445192,9.881241516141714,0.893069593474506,1.4761339561694429,77.20732705483361,86.9159020204789,88.38749031053169,74.19703872458021,0.037344014678578015,81.95723263402176,session_composition_matched,15.219218903702991,7.3352797700740915,26.04618779727582,39.21236217142611,0.99,fragile_stable
depth Q1,G16,50,0.8349534759599624,0.9519978472718217,10.229470599053155,0.7586152340931146,1.2506499744937103,77.37924558845754,86.67125883370626,88.30514253820412,63.96088686160341,0.024575970161232474,83.56621008211744,session_composition_matched,16.368700194608536,6.34902006565172,23.736429534743092,30.799510462441056,0.98,fragile_stable
depth Q1,DCT_8_16,50,0.522103771748419,0.6899163801955877,5.243286087525288,8.048694358557675,11.735003635007901,16.67842759480152,21.73798481344509,25.091699848109446,76.64806230100444,0.0919528556198986,14.196823702659115,session_composition_matched,19.53996649671739,14.284997284740557,33.75750774387684,47.817038233689765,0.85,not_called
depth Q1,DCT_16_32,50,0.33706816210302054,0.6817793763882232,1.375577014912907,16.88082808199356,22.29686701165096,63.05083462728777,77.43283111463406,85.75743803271665,74.47144423922563,0.06356943374498103,62.51661223671913,session_composition_matched,26.323672982058824,12.925795459259058,48.00681501551842,59.09030153537979,0.58,not_called
depth Q1,DCT_32_64,50,0.4669371194166105,0.7577994816170069,2.6410284806773636,6.308709511773888,11.219932610394835,68.0096063826333,74.38449013139206,77.1822685029558,74.0737553466301,0.04987604322431624,69.90039264105792,session_composition_matched,23.985577175766135,7.664917223427437,39.23025645009904,47.78127898135812,0.65,not_called
depth Q1,DCT_64_inf,50,0.8577130473046618,0.9685558626424399,11.122874056413046,0.6480277161038124,1.2447346328893805,74.9406509628889,86.02998741297972,87.92800231859641,54.531508223682096,0.022214327671504747,82.79103417483334,session_composition_matched,14.85820914546132,7.935041610125758,23.20766571937037,27.98051620061321,1.0,fragile_stable
depth Q2,total,50,0.3374599824961047,0.620988864228074,2.233162750225125,16.08090117223719,24.10096477697617,45.96381179082267,56.800917195212165,65.097553136054,62.65667680173965,0.2805161480762494,37.18322043302728,session_composition_matched,18.842559398004695,9.10610847909949,34.150017050255556,42.61269505337801,0.45,not_called
depth Q2,G2,50,0.384241882569453,0.6605634320007844,2.481746348058699,14.787861862986876,20.962545609295702,43.18415035815986,54.45483308455037,57.06361627544286,67.56431263154491,0.2430920684621801,35.25209390115022,session_composition_matched,16.73240402696529,8.848857344985827,27.628952866358237,38.76169731488999,0.42,not_called
depth Q2,G4,50,0.4647957457321545,0.7460525460010814,2.853892149341969,12.44590361732787,18.328262530930903,40.06246533046226,51.22238086954845,55.40766886857354,62.35685275735955,0.17635948678634736,32.50095588538928,session_composition_matched,14.382526139437868,6.705963133850929,25.992555529001002,35.91555741911677,0.35,not_called
depth Q2,G8,50,0.5714992512278029,0.8468118455517549,3.3722619949308394,9.668804285305775,14.614871212156551,36.81857190409285,46.74756948869345,52.03998949778696,48.57845616232267,0.12160628625864069,29.651915816430336,session_composition_matched,14.886975158733263,5.978498911808663,22.39663009366304,35.31677110326529,0.51,not_called
depth Q2,G16,50,0.6643373682114296,0.9212055005422052,3.89993212654127,7.517820684946846,11.88689342959403,32.665144686547364,41.61571316553782,48.83266177137474,34.538086606228106,0.10112242165733798,26.912981973806474,session_composition_matched,12.976056772656158,5.938016518246332,20.99170731657035,28.364118162054613,0.54,not_called
depth Q2,DCT_8_16,50,0.4743106826896461,0.6918155711914408,3.3598669724236854,6.276161071011095,8.886083814155345,13.287805632225876,27.86595080896042,72.03644991980295,65.29165436550605,0.08143509220967293,8.256294799839,session_composition_matched,17.844381074159934,13.099093055307854,30.786647041737158,46.629805176730805,0.92,not_called
depth Q2,DCT_16_32,50,0.31325671806942734,0.6790308396357413,1.206733798627117,11.815518775831478,15.592580767821111,75.12338413488585,84.92044329170876,87.94857393256059,76.61181063533562,0.13559057797706867,75.04577923350105,session_composition_matched,26.280328991226916,9.308546887623645,46.283208324249216,56.94233809083631,0.61,not_called
depth Q2,DCT_32_64,50,0.30182321871746154,0.6201980035460695,1.6783885042070281,22.366298724269072,32.299234848904966,52.57444592502675,71.02694880712323,80.12276391741656,66.19701012295894,0.24829562210033004,44.317700153254535,session_composition_matched,20.09453971917572,6.61648957270349,34.20962465817105,47.51421809974927,0.28,not_called
depth Q2,DCT_64_inf,50,0.6628433650988951,0.9396018202184628,3.6833357979124517,7.869390435898444,12.7498064119936,34.08126567943707,41.82410653533015,50.19453392068781,27.52388222843053,0.09996985031144912,28.95225514384083,session_composition_matched,12.138239309142081,7.117696816123856,20.519972003284416,25.748713929119972,0.47,not_called
depth Q3,total,50,0.7296006791924724,0.8526396356895632,9.451018326666132,3.7446194128861157,6.995331858422052,34.71299625020416,57.59801717675023,60.02696280000882,77.28263144946467,0.09617257586393728,33.23231044139238,session_composition_matched,17.812829916461475,7.341143612966383,33.1415654148783,44.641792627676075,0.79,not_called
depth Q3,G2,50,0.749842043054838,0.8688454224616453,10.0006463831515,3.5977145810104285,6.7953594956145835,33.34406415854873,56.45715277540165,58.71531536791981,73.63708880407097,0.08704397878871635,31.85246576441164,session_composition_matched,13.439819840598034,6.491207318551032,27.956553100829996,41.71275410375153,0.73,not_called
depth Q3,G4,50,0.7779247583634097,0.8909296760343619,10.777671677627914,3.3918438122268544,6.488417461712279,31.58293019764416,54.43548643181835,56.65452651004716,63.29377237672427,0.0736360034977837,30.075765935382968,session_composition_matched,14.965048518887002,7.382700870433169,26.99864354454955,33.94325338287434,0.77,not_called
depth Q3,G8,50,0.8212881653602575,0.9245352633675098,12.297176806329796,2.9775580152446293,5.856547280397242,28.047151013565,49.3392522864182,53.223996844167026,51.298145889098635,0.061176657841802734,27.160077714263128,session_composition_matched,15.571889142016087,6.088556814119718,27.176609063665346,39.64484909911857,0.79,not_called
depth Q3,G16,50,0.8688660507420737,0.9588692648377347,15.261534874135783,2.3092053992366917,4.794797924940273,23.830273588467204,40.75752361672351,66.03191301298496,42.23818330112895,0.049823219961562505,23.03949515687622,session_composition_matched,15.89234323401724,7.098822827724188,25.073688386267396,32.32256249496731,0.85,not_called
depth Q3,DCT_8_16,50,0.28759359141563456,0.47155914355600687,2.7048938921672976,7.263694486403636,11.587718342105923,68.06658181381479,78.89948078759166,83.41768324658526,85.25438813071102,0.2632951910659971,65.44351183853856,session_composition_matched,21.168264414655283,13.059545443920944,38.74642334536645,58.467242511735144,0.83,not_called
depth Q3,DCT_16_32,50,0.355480071790296,0.6130616237749438,2.389082509363004,12.58273753571804,16.528340863371888,54.6597581130452,73.57319025307126,77.63427694590209,73.34600103876616,0.1060113714690561,60.183892876518804,session_composition_matched,25.626653207226873,9.91712501646333,47.31252353656473,55.93225013002963,0.65,not_called
depth Q3,DCT_32_64,50,0.57965470836199,0.863185865152766,3.593364009464847,10.135987279548463,17.49634583187909,36.31049080579945,59.496720966829734,61.27321942607592,77.7518621468761,0.09447999772109517,32.374860432477426,session_composition_matched,16.568117775530734,5.656686119203614,30.365758239746654,46.51385549341658,0.49,not_called
depth Q3,DCT_64_inf,50,0.8725736951708267,0.9659040729872367,15.11936040955186,2.2284020105325353,4.783901304529767,24.034595919766865,39.36416202147072,71.34881589600808,42.32500452415927,0.05101772425964197,23.279699691298802,session_composition_matched,12.582302247502096,6.143111594435286,21.000721493232057,27.25987299376215,0.86,not_called
depth Q4,total,50,0.32172882539654335,0.5972831925487541,1.9772135732121872,7.506442268304626,14.27446839042705,79.00260922999445,85.72111429734653,87.09491675537973,76.21794900178206,0.13645664879189495,84.80298068435764,session_composition_matched,17.746283202487355,6.639182821561134,34.94343554318194,52.65904997838939,0.59,not_called
