feature,value_std,balance,response
velocity_mm_s,-0.18935832092934085,z4,-0.6755218478009201
velocity_mm_s,-0.03155972015489005,z1,-0.5279948997419688
velocity_mm_s,-0.03155972015489005,z2,-0.269109400759314
velocity_mm_s,-0.03155972015489005,z3,0.06854058663401341
velocity_mm_s,-0.03155972015489005,z4,-0.7831271326616456
velocity_mm_s,-0.03155972015489005,z1,-0.5279948997419688
velocity_mm_s,-0.03155972015489005,z2,-0.269109400759314
velocity_mm_s,-0.03155972015489005,z3,0.06854058663401341
velocity_mm_s,-0.03155972015489005,z4,-0.7831271326616456
velocity_mm_s,0.12623888061956076,z1,-0.5951114053084562
velocity_mm_s,0.12623888061956076,z2,-0.2571588915070011
velocity_mm_s,0.12623888061956076,z3,0.006274709269350254
