dataset_index,spectral_centroid_log_um,spectral_centroid_um,spectral_entropy,effective_band_number,lambda_peak_um
35,3.1011804109187633,22.22416945657422,0.7598099961804471,11.186604869084558,14.860994818258504
36,3.1159552859491475,22.554966507852484,0.7979693139775772,12.62892016126178,18.63547485933348
37,4.100927457985144,60.39627663864833,0.68941287658141,8.94407438485625,142.88074044744846
38,3.144287884391066,23.20314626599721,0.7956088530001446,12.534536603724925,29.303913627052882
39,3.1008092501235396,22.215922246780682,0.7745083347914459,11.72155178233647,29.303913627052882
40,3.5952988934261727,36.42658602801678,0.6990814780189263,9.22316790338206,142.88074044744846
41,2.7774772781667014,16.078408390581863,0.6104926663222711,6.95999361252206,18.63547485933348
42,3.521940443079429,33.85004886999604,0.7357159325266962,10.361995534205693,29.303913627052882
43,3.7277486644891735,41.585380054059705,0.7631937273594652,11.30755117969731,72.4596028517579
44,4.0464578203063795,57.19450459785795,0.7054515065298111,9.411787212019235,72.4596028517579
45,3.7297578611594195,41.66901725485186,0.7007890314011282,9.273355289672969,142.88074044744846
46,3.5173323470341167,33.694423437520776,0.754472596889273,10.998451898966946,142.88074044744846
47,3.3144233507309466,27.506527791248697,0.7820843164546128,12.00719504947652,142.88074044744846
48,2.3419853078780486,10.401866985558062,0.7782870691322457,11.863164760265931,6.010042719351759
49,2.5118684140068614,12.327942255648207,0.79338107134586,12.446105375366855,6.010042719351759
50,2.2304634730789656,9.30417731604328,0.20693706025121492,1.9302646482702437,9.450672659117906
51,4.567005020126881,96.25539467097853,0.3807559527585992,3.353695640628797,142.88074044744846
52,3.7152294442088833,41.06800882026422,0.7383976453910301,10.450684359928339,142.88074044744846
53,3.3861019060321293,29.550536697293435,0.7474087116396163,10.754294023479108,142.88074044744846
54,2.667542376097357,14.404524751754105,0.5563916673787334,5.8605453927111615,9.450672659117906
55,2.76644392646845,15.90198471801294,0.7969327805910609,12.587386937601241,7.536507573664894
56,3.2208180451939814,25.048602691433775,0.7926921114154227,12.418883796016413,72.4596028517579
57,3.8952585153662467,49.16876260051804,0.7327332980186195,10.264238508141968,72.4596028517579
58,3.7346193862085615,41.87208543658571,0.7380369639914258,10.438711970304414,142.88074044744846
59,2.5095112544773226,12.29891755044985,0.6575728510536902,8.083313846934809,9.450672659117906
60,3.9842652388834656,53.74578465362154,0.7378141658623841,10.431323305615727,72.4596028517579
61,3.2969200669120435,27.029262270105882,0.819789220824668,13.535749186415158,29.303913627052882
62,3.3884311639440594,29.619447743340928,0.790642922993995,12.338269453401711,29.303913627052882
63,2.799784788140519,16.44110806888593,0.5098106149416721,5.054129225363626,14.860994818258504
64,3.1338434229144547,22.962063082276618,0.7125096303477882,9.625289521589456,142.88074044744846
65,4.455057520120565,86.06110094767425,0.4378584148733831,4.021028085268364,142.88074044744846
66,3.737143128531538,41.977893250422326,0.7201198588473027,9.860922023160006,57.783436732427695
67,4.310404525838193,74.47060813311464,0.6069042890800976,6.881072322065787,142.88074044744846
68,2.8725216291836393,17.681548340297446,0.7861988658679627,12.165235283732617,7.536507573664894
69,3.598755013050507,36.552698471148595,0.794968365824817,12.509048469746977,29.303913627052882
70,3.8716416875745834,48.02115714138812,0.6438630536806987,7.738682426444472,142.88074044744846
71,2.8241274686869087,16.846239699964606,0.662316682571158,8.206102378108877,18.63547485933348
72,2.9156465318132243,18.460744003545635,0.8005285739462201,12.732055910318824,18.63547485933348
73,3.977933155047715,53.40653704504428,0.4951165164565209,4.823534420448574,72.4596028517579
74,2.7134027265374296,15.080503136874176,0.7855825030968867,12.141428930404071,6.010042719351759
75,3.016287076529702,20.41535015614578,0.7833905933109271,12.057145548101435,11.851008286901518
76,3.15714399746273,23.50337428557443,0.7936601039921661,12.457147237411798,142.88074044744846
77,2.2393903760998812,9.387606633308508,0.4628086232299102,4.352849629099052,7.536507573664894
78,2.49217136777084,12.087494040760346,0.5360977307039582,5.494499201098188,9.450672659117906
79,3.2199463295811688,25.0267769476914,0.8152605253892086,13.342331968530951,46.07982143431623
80,2.948140266357126,19.070454762845593,0.8460092135645638,14.71199020735026,14.860994818258504
81,2.8489323771988717,17.269334859454727,0.8341184851954202,14.166406846391107,11.851008286901518
82,3.8657126006738953,47.73727793150294,0.7050660638706362,9.4002652309126,142.88074044744846
83,3.7020310890255157,40.52953992166747,0.7573658623003169,11.100048521980149,36.746688384958205
84,2.5662817816977035,13.017333060000423,0.6012843517458494,6.759264194709686,11.851008286901518
85,2.5773181214101544,13.161792455010254,0.6746903485505195,8.53522951148362,9.450672659117906
86,2.6334824050743633,13.922168211185053,0.6020010882000256,6.77467817794851,18.63547485933348
87,2.4471174351065903,11.554990656402524,0.6711300148344549,8.439198286172932,7.536507573664894
88,2.7086258138565453,15.008636676767214,0.6653782338443548,8.286335598446522,14.860994818258504
89,2.8942734100952467,18.070366923949624,0.7729411679684474,11.663317258754736,14.860994818258504
90,2.961507796283898,19.32709111311529,0.7950667068212944,12.51295857093485,142.88074044744846
91,2.6972879028130246,14.839431120599091,0.739086288992882,10.47358121421967,11.851008286901518
92,2.90602625237402,18.28399802358239,0.7692372920078402,11.526831853340026,7.536507573664894
93,3.4638541347442633,31.93984004351979,0.759568634548496,11.178027359211272,72.4596028517579
94,2.983848569852168,19.76373257252959,0.6855362574138018,8.834558463749575,18.63547485933348
95,2.6890743786106883,14.71804627502899,0.6570569588385607,8.070071843590044,18.63547485933348
96,2.580662011954093,13.205877715405876,0.8215488695672747,13.611656643095824,11.851008286901518
97,3.267121813422789,26.235719276073624,0.7622360005045004,11.273186625721959,142.88074044744846
98,3.7151233869541596,41.06365349095299,0.7095756399267235,9.53595680266366,72.4596028517579
99,2.2781018412403764,9.758140319553284,0.8485436386759976,14.830967021110391,7.536507573664894
100,2.986302370484662,19.812288380789578,0.799068050424606,12.673095456698816,72.4596028517579
101,2.2628542881001255,9.610481137827263,0.5104072666340416,5.063721912616133,7.536507573664894
102,2.4496686051748533,11.584507037349125,0.6275965998181372,7.348790765327247,7.536507573664894
103,2.8994046552384773,18.163328707343254,0.8313102731937064,14.040539136989182,29.303913627052882
104,3.142235197780562,23.15556632839245,0.7987810366389974,12.661541023201375,142.88074044744846
105,2.6776932666772284,14.55148814911651,0.6784154417024286,8.636874701975863,7.536507573664894
106,2.2966451300106367,9.940776437184116,0.5109222493017298,5.07201620135533,7.536507573664894
107,2.6132028290598512,13.642676111918206,0.6465228306636822,7.8043740986793315,7.536507573664894
108,2.259647653064083,9.579713189452407,0.3043664459710832,2.630813067223243,9.450672659117906
109,3.7216233030677373,41.33143312375381,0.7674710756016828,11.462311488296278,72.4596028517579
110,3.6057067779091962,36.80768952789172,0.7261310838912711,10.05111599375997,29.303913627052882
111,2.469806663724105,11.820161364740981,0.5432737127486399,5.621244629603008,9.450672659117906
112,2.8852925940395964,17.90880683913438,0.7978261254642669,12.62317454211199,18.63547485933348
113,2.9991355365545695,20.068181213504847,0.8125086899326119,13.226155604525719,23.36861882262244
114,2.871082333116596,17.656117662839172,0.8041574225103763,12.879740549640028,14.860994818258504
115,2.882181631276871,17.853179779651946,0.778544480718341,11.872873604983372,23.36861882262244
116,3.0410984818783975,20.928219883355446,0.7889075012399817,12.270407952172643,9.450672659117906
117,4.238930515960829,69.33366092908894,0.5984351944948815,6.69833683553386,142.88074044744846
118,4.008926151676977,55.08768297392386,0.7162372402129146,9.739994029791408,72.4596028517579
119,4.1094253771538165,60.911706253421265,0.6542687194397925,7.998877424469495,142.88074044744846
120,2.517439052315694,12.396808399147355,0.5750712773868374,6.218989761672288,9.450672659117906
121,3.0758731029513537,21.668792741654936,0.6360606058743997,7.549149023827115,72.4596028517579
122,3.186830116897991,24.211557865522284,0.6589142015286027,8.11784562651063,72.4596028517579
123,3.6861010892490595,39.889019648750214,0.6048108415593627,6.835443889413918,72.4596028517579
124,4.478030684376357,88.0610817399769,0.44350312450826784,4.093812975514064,142.88074044744846
125,3.5715392823081955,35.57130531304234,0.6856948971896261,8.83901366850512,142.88074044744846
126,4.446710589443692,85.34574457243495,0.4518673969607547,4.204094417459331,142.88074044744846
127,4.589859117785572,98.48055502591919,0.3867208422305389,3.4178771908438614,142.88074044744846
128,4.181136803232061,65.4402035800712,0.5332750729148156,5.445430889269592,142.88074044744846
129,4.450855752484214,85.70025083402423,0.4195971767443662,3.794309387677228,142.88074044744846
130,3.170773449931721,23.825905376528638,0.6809526379642965,8.706798344048863,72.4596028517579
131,3.4931701128682198,32.890047778260694,0.6063390736451952,6.868723049261748,72.4596028517579
132,2.8842291399139146,17.889771767871753,0.7586118880574797,11.144091159530452,142.88074044744846
133,2.846703247897491,17.23088215305412,0.7725923028624687,11.650393163817286,14.860994818258504
134,3.4637323222347582,31.935949608407544,0.7019155834508036,9.306615660137012,142.88074044744846
135,3.413240477256161,30.363477169871462,0.8321519064623316,14.07814442100212,142.88074044744846
136,3.896309304064091,49.220455735069976,0.5753990836495008,6.225471993783807,72.4596028517579
137,4.23707806086882,69.20534232477394,0.4554262857290912,4.251914073572671,72.4596028517579
138,2.761216211332364,15.819070586369248,0.8557774205919071,15.175870652539087,23.36861882262244
139,2.826812225303857,16.89152852099758,0.9105515002188929,18.061483419216014,142.88074044744846
140,2.74089206062344,15.500806589808661,0.8027201555665882,12.821043764882962,18.63547485933348
141,3.251564669136243,25.830724852366362,0.7451704357847289,10.67806628527579,72.4596028517579
142,3.5950044892281996,36.41586346663329,0.7758814016690296,11.772812650371021,142.88074044744846
143,3.6313376995450226,37.7632987922755,0.7321815657547426,10.246256604447087,29.303913627052882
144,3.569923822215653,35.51388767930438,0.7638328075768701,11.330540508561647,29.303913627052882
145,3.433828281759544,30.995073786960294,0.7730047873655694,11.66567565509589,142.88074044744846
146,3.8634267685271757,47.628283146360474,0.66347212529768,8.236291065101751,142.88074044744846
147,3.300544187320589,27.127397290280822,0.8376615237341833,14.326821560149805,29.303913627052882
148,3.0891931013978304,21.959351854817882,0.6914773499586325,9.002949452875278,11.851008286901518
149,3.6665929226801506,39.11839914508516,0.7813119275738631,11.977757211759048,142.88074044744846
150,3.4388929373194372,31.152451354927976,0.7523163124580711,10.923339498442575,72.4596028517579
151,3.6604512448437942,38.87888280903167,0.732427949022764,10.254282762913386,72.4596028517579
152,4.524940582452386,92.29044199400995,0.4519966159379416,4.205821245877027,142.88074044744846
153,4.382822492581442,80.06369397491973,0.47285100580363854,4.494012477226307,142.88074044744846
154,4.2655896513473355,71.20689483839197,0.6003216706061257,6.738616149045729,142.88074044744846
155,4.31331667826417,74.68779398091083,0.5413320698434075,5.586664720664499,142.88074044744846
156,2.9262074590649516,18.65673970448414,0.7876118003222545,12.219984665106367,7.536507573664894
157,3.2143344533976683,24.886723124108553,0.7896977942500102,12.301264965740737,7.536507573664894
158,2.526866847521247,12.514235640151211,0.6188777858514332,7.147959403372526,7.536507573664894
159,2.6446775633925963,14.078904796887835,0.5649526650842744,6.022183981997207,7.536507573664894
160,2.240653873475236,9.399475346115338,0.5072211023989938,5.012706392331247,7.536507573664894
161,2.7097819657926703,15.025998975913545,0.6533855849225603,7.976458858103674,7.536507573664894
162,4.103976098802935,60.58068414615195,0.6888804809097174,8.928953966409,142.88074044744846
163,2.833288650046522,17.001280250039844,0.7180083120449378,9.794970761180862,7.536507573664894
164,2.6248332254071167,13.802272125795204,0.4697563863888964,4.450031091882562,9.450672659117906
165,2.4812543545713988,11.956252395613946,0.381816243963237,3.365015524529736,9.450672659117906
166,2.3963845734393807,10.98339485290169,0.5281155407993359,5.356868757276125,9.450672659117906
167,4.742394718320736,114.70856774304298,0.23978079719644527,2.142634787809675,142.88074044744846
168,3.3119565906414525,27.438759404831835,0.8033792856809245,12.84792880783677,142.88074044744846
169,3.553553456892507,34.93724516600742,0.7948143643360182,12.502927726377175,142.88074044744846
170,2.5498338453343745,12.804975999391846,0.8354456686029329,14.226284961581392,9.450672659117906
171,3.1449224382469385,23.217874584390078,0.8426296144303751,14.554820923768002,72.4596028517579
172,2.3124435149694134,10.09907176299148,0.45301735273093535,4.219486900349462,9.450672659117906
173,2.455752871504669,11.65520511834747,0.6094327765383503,6.936589101847585,9.450672659117906
174,2.246187647713202,9.451634104930726,0.7629934929759313,11.300357844623905,9.450672659117906
175,3.231148705616283,25.308712539855765,0.7645687486350217,11.357072074639435,29.303913627052882
176,3.3445023540167824,28.34646565127874,0.8040081936055836,12.873633684410985,36.746688384958205
177,3.561986910401325,35.23313272211304,0.6671629193705805,8.33346779418227,72.4596028517579
178,3.9556405386960383,52.22913801613721,0.5909271706557909,6.540400212438843,72.4596028517579
179,4.173202893623196,64.92306111358089,0.5601344575466259,5.930671582692371,142.88074044744846
180,3.3969169537344666,29.871861601405904,0.654377780792716,8.001650338707059,142.88074044744846
181,3.176630626716758,23.965867407427663,0.7774650752224681,11.83221457365671,18.63547485933348
182,2.8215977106437453,16.803676649395463,0.6858709682932789,8.843961041502656,23.36861882262244
183,2.514752207846313,12.363544810118428,0.4633771559085461,4.360721586818265,9.450672659117906
184,4.1681928939657755,64.59861002820232,0.6039498555833038,6.8167659047898175,142.88074044744846
185,2.6620437533371857,14.325537064866094,0.8709585123587629,15.926000675909997,72.4596028517579
186,2.3001618118652454,9.975796526466482,0.9134923361674037,18.23107978138205,72.4596028517579
187,2.6353852460940486,13.948685104655521,0.8628885181682068,15.522741781442328,142.88074044744846
188,3.7025461207567387,40.5504192970879,0.5623138956509472,5.971892207892233,72.4596028517579
189,2.91928480115718,18.52803149330224,0.866217590689561,15.687843797113734,72.4596028517579
190,2.6169573619813615,13.693994266083623,0.8296562599130397,13.966928075235275,72.4596028517579
191,4.526074742978069,92.39517355018927,0.4456915286823297,4.1223841364195675,142.88074044744846
192,2.858532922932393,17.435928313014088,0.760778756193787,11.221098941449771,72.4596028517579
193,2.322962848440045,10.20586799439079,0.6978795211487164,9.188003679622154,7.536507573664894
194,2.4912571567639077,12.076448570376655,0.7650016309015347,11.372707013761914,7.536507573664894
195,2.936409056496,18.848042389705245,0.7149682039265746,9.700791101756232,7.536507573664894
196,3.5907997765181996,36.2630666810782,0.5522037291827467,5.783061285583768,72.4596028517579
197,3.5860348088017044,36.09068536091302,0.6893427356853794,8.942080869628818,142.88074044744846
198,3.0806655742508244,21.772889049007823,0.7344164201356126,10.319289564993719,72.4596028517579
199,3.388047256300027,29.60807879339326,0.6644173404830707,8.261069626409082,72.4596028517579
