registration_method,evidence_level,session_id,measurement_id,sample_id,roi_within_measurement,theta_session_deg,d4_transform_session,center_x_um,center_y_um,left_edge_um,right_edge_um,top_edge_um,bottom_edge_um,observed_width_x_um,observed_width_y_um,left_snr,right_snr,top_snr,bottom_snr,minimum_edge_snr,constrained_edge_rmse_um,constrained_edge_max_abs_um,center_search_boundary_hit,initialization,status,warning,qa_legacy_region_score,qa_legacy_edge_score,qa_legacy_weight_sensitivity_span_um,qa_legacy_center_x_um,qa_legacy_center_y_um,qa_v3_vs_legacy_center_shift_um,paired_center_separation_um,slot_assignment_conflict
constrained_four_signed_edge_profiles,3,zro2_120_formal,11,11,single,-0.7000000000025182,identity,4.091728727761047,1.0694248455878408,-103.86288961784578,97.6034540761174,-97.79815556237808,105.11950179123477,201.46634369396318,202.91765735361287,124.79920440585391,258.353958895603,682.1533504389981,142.7127389672685,124.79920440585391,1.1544960081089901,1.4588286768064336,False,fixed-domain_component,PASS,,228.68451048992904,15.751017057170499,2.1213203435596424,7.176490480228607,3.3707891638161325,3.8486403826158018,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,12,12,single,-0.7000000000025182,identity,-2.7081892843285473,7.589131968773614,-97.8445785316604,95.89927773307105,-100.45386757392798,101.32006609742369,193.74385626473145,201.77393367135167,23.44433918463171,37.964573939894166,76.32283393606464,21.538780200598353,21.538780200598353,2.2990806615551564,3.128071867634276,False,fixed-domain_component,PASS,,71.37218143318687,9.760404682757377,2.5,-3.7409026483059673,-0.8558178413699089,8.507859553846707,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,13,13,single,-0.7000000000025182,identity,10.61152215750447,12.707138766842077,-103.01044064467347,99.93027357011476,-98.84440027945665,104.64286645678871,202.94071421478822,203.48726673624537,39.09708854655586,71.41991099871342,335.24802649273386,72.94174221922552,39.09708854655586,1.6127937477704999,1.743633368122687,False,fixed-domain_component,PASS,,140.12567005978514,13.626734392458483,2.6925824035672505,14.616070824760564,11.789306847064525,4.108384775235288,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,14,14,single,-0.7000000000025182,identity,-1.5029768454974857,9.286496628768626,-103.54016177134567,100.94430640475905,-99.6020879979701,100.49941895095218,204.4844681761047,200.1015069489223,3.9194932644201534,4.81273983496065,89.20965809881845,36.73065209813975,3.9194932644201534,1.5941765719940504,2.471599003842769,False,fixed-domain_component,REVIEW,edge SNR below review threshold,30.3878222669547,6.493006226538168,2.692582403567252,-9.939975171697817,2.324810004111299,10.9383738012668,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,15,15,single,-0.7000000000025182,identity,2.89677719869167,32.384433581277584,-114.62070135184617,89.15743503891711,-92.23972525312064,98.16990655118967,203.77813639076328,190.40963180431032,2.7410160643046138,17.333243046140506,15.998953716702047,13.625883070213543,2.7410160643046138,3.7812402206639617,5.1792979651701785,False,fixed-domain_component,STOP,edge SNR below minimum; edge SNR below review threshold; constrained edge residual above review threshold,32.96280975180173,3.408318698561169,3.640054944640259,12.713458423831236,31.39671287115663,9.866246625602336,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,16,16,single,-0.7000000000025182,identity,-21.531890852945047,40.90150204280953,-105.48012989099321,98.13951874190924,-98.01080247936562,105.71980877339018,203.61964863290245,203.7306112527558,62.493667927501505,98.59255434216561,212.5256601142657,59.14527607539923,59.14527607539923,1.8377743517928435,1.8653056263779035,False,fixed-domain_component,PASS,,196.19842843242736,16.681300017929996,2.0,-19.908949662721017,39.502446432405954,2.1427306662125134,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,17,17,single,-0.7000000000025182,identity,3.8571436670791486,12.472738406564858,-91.59567314389979,95.07408157775473,-97.54517096824083,108.89917311171081,186.6697547216545,206.44434407995163,31.570970213567662,62.52372808491529,209.61887087081308,50.730747084927835,31.570970213567662,5.234799540116839,6.6651226391727505,False,fixed-domain_component,REVIEW,constrained edge residual above review threshold,223.04739131426453,15.824949527582476,3.640054944640259,-3.4512866792824006,12.317408870718412,7.310080806141931,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,18,18,single,-0.7000000000025182,identity,-14.349230098042076,-2.6803462515943473,-102.00807661478781,94.64339494205643,-106.89677130327651,99.78387287423725,196.65147155684423,206.68064417751376,5.345765161372841,24.224529099939044,7.456895794453384,30.57464143738075,5.345765161372841,2.9348343073756653,4.866277839655368,False,fixed-domain_component,REVIEW,constrained edge residual above review threshold,28.688194104817576,3.9984523150555975,3.8078865529319543,-10.17441555923076,1.7931822840060274,6.118948765294671,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,19,19,single,-0.7000000000025182,identity,20.0322234132814,2.030208433725964,-103.44497145509251,95.96167262019868,-108.44934425859101,98.09091823033091,199.40664407529118,206.54026248892194,8.515496262496653,29.14980540084739,6.991671342027044,35.35805382304268,6.991671342027044,2.5768039292503326,4.846133761815992,False,fixed-domain_component,REVIEW,constrained edge residual above review threshold,27.893622923143916,4.538688060624383,3.605551275463989,11.937090978641699,-7.414021471477195,12.43883626537022,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,20,20,single,-0.7000000000025182,identity,26.896672766778703,-5.7822360996003646,-105.68037099569703,97.13668360006214,-97.1894508709621,108.77546144154559,202.81705459575917,205.9649123125077,43.7795848895328,75.80203800001837,210.28305613548852,52.291725740385516,43.7795848895328,2.332272912080449,2.9824561562538463,False,fixed-domain_component,PASS,,222.40446079326443,15.661377558103748,4.6097722286464435,20.597424505041225,-7.626998168965127,6.563815639974176,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,21,21,single,-0.7000000000025182,identity,-8.27786646049521,21.555629712004755,-103.82074438991704,97.66194534430804,-96.01598028223388,109.09410431438614,201.48268973422506,205.11008459662003,39.40505322625722,59.05406121738644,212.14687992532973,65.11505523850293,39.40505322625722,1.8812008609060626,2.5550422983100134,False,fixed-domain_component,PASS,,285.86084797700863,16.201281890332318,0.5,-2.778584480435125,20.479434681804918,5.603596884077262,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,22,22,single,-0.7000000000025182,identity,31.325660711357504,5.318428563686234,-104.72152433618294,97.01984760736852,-98.5454787787379,106.74283227612351,201.74137194355146,205.28831105486142,47.416824026784255,85.73918037521767,151.28040766992513,41.304305926009974,41.304305926009974,1.9684578373296944,2.644155527430712,False,fixed-domain_component,PASS,,295.2045409326671,16.58069466929263,3.0,32.62613814912766,4.173012005116352,1.732980282286936,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,23,23,single,-0.7000000000025182,identity,16.84339549643211,-0.42814284826041815,-117.09879666490025,79.35860511553007,-98.36097664216133,104.92900645557933,196.4574017804303,203.28998309774067,24.161615945334372,25.63494678295058,138.51077955343715,40.82117370595638,24.161615945334372,1.7093123956988345,1.7712991097848487,False,fixed-domain_component,PASS,,261.1679085044301,11.213940953519177,5.0,25.17196217660385,-3.9424486436631963,9.039655312547513,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,24,24,single,-0.7000000000025182,identity,19.795911094889984,17.27124052886465,-81.83813687709781,119.62979836539284,-78.06158731141133,117.36681539840062,201.46793524249065,195.42840270981196,0.10577114584873346,3.24281368776061,0.31057329974099634,9.482420900919442,0.10577114584873346,2.32588373598593,4.4266144558874885,False,domain_midpoint_fallback,STOP,edge SNR below minimum; edge SNR below review threshold; constrained edge residual above review threshold; segmentation initializer unavailable,179.82682244752047,5.204546941254131,0.0,14.0,14.0,6.655343718964144,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,25,25,single,-0.7000000000025182,identity,-7.4412795410188854,45.7153127436894,-99.76301359559453,99.46284354459972,-101.24230294919086,101.03855298298126,199.22585714019425,202.28085593217213,83.13651053582052,167.88485678376884,281.82278440351973,70.81560197731923,70.81560197731923,0.8515868240168584,1.1404279660860652,False,fixed-domain_component,PASS,,30.964030720501196,10.465137197528556,4.242640687119285,-4.789961109664208,42.31534653494776,4.311526370675014,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,26,26,single,-0.7000000000025182,identity,33.01169220336788,6.300105863453783,-97.18192477403485,78.23685161381924,-84.3486169804206,117.91474613994217,175.4187763878541,202.26336312036278,2.6084095320647616,0.09254578599151297,61.288793003942594,89.39362776748519,0.09254578599151297,11.872511376335357,23.67363473678826,False,fixed-domain_component,STOP,edge SNR below minimum; observed x width outside hard range; constrained edge residual above hard maximum; edge SNR below review threshold; constrained edge residual above review threshold,1.471323456776685,3.200806243901139,1.5,24.39630971901575,3.04163422284244,9.210996297054399,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,27,27,single,-0.7000000000025182,identity,-27.859284605653915,-21.026015583839097,-103.95655329569814,99.7901810837039,-98.35749662767685,107.71754501242356,203.74673437940203,206.0750416401004,142.5760713673213,310.4048140830929,433.19475308963985,113.24972119772353,113.24972119772353,2.523493348484078,3.0375208200502044,False,fixed-domain_component,PASS,,217.7169123225425,18.153549712018794,2.5495097567963922,-30.333429828010637,-23.731140790814912,3.6659373926359597,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,28,28,single,-0.7000000000025182,identity,-21.299244204993915,27.188159377480982,-105.32871315723885,97.6352596471214,-100.8571780821068,89.99472418446477,202.96397280436025,190.85190226657159,5.6478761213653685,19.37218176887693,101.67024532861369,40.15518153835888,5.6478761213653685,3.4481184026101226,4.574048866714222,False,fixed-domain_component,REVIEW,constrained edge residual above review threshold,60.385376535045964,7.304252765337843,1.4142135623730951,-21.19930771783908,31.581916937607232,4.39489394623254,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,29,29,single,-0.7000000000025182,identity,-33.46545435150213,24.589822871924422,-104.64316458368779,99.13285299096555,-99.77516908613148,105.92870894343014,203.77601757465334,205.70387802956162,160.91135560194397,320.2312129579848,326.28726433013213,78.84568095950176,78.84568095950176,2.418484373016669,2.851939014780811,False,fixed-domain_component,PASS,,198.63212805612858,16.825246003939167,2.0615528128088303,-30.748093074141906,22.47962282299408,3.440493650365077,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,30,30,single,-0.7000000000025182,identity,5.580973575790384,-4.629164299635872,-94.61090388711234,113.87436719981945,-105.12334398027949,96.0020718508891,208.4852710869318,201.1254158311686,7.92623570812446,0.23865096098614919,197.0851252434511,72.81771653677907,0.23865096098614919,4.139660987787406,8.23725562986668,False,domain_midpoint_fallback,STOP,edge SNR below minimum; edge SNR below review threshold; constrained edge residual above review threshold; segmentation initializer unavailable,63.92183603613607,5.339640529942505,3.905124837953327,11.5,-6.0,6.07569455518334,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,31,31,single,-0.7000000000025182,identity,-43.18095097569762,-8.76920749667408,-98.90781766883195,97.28557966438896,-101.24121888028318,101.27396792653349,196.1933973332209,202.51518680681667,11.445553551482712,14.143922584065612,124.79709797207882,51.64465041845813,11.445553551482712,1.6193173944256503,2.10400139268296,False,fixed-domain_component,PASS,,63.98068442589118,7.531079060444172,2.692582403567252,-31.5,-11.2979421920827,11.951531904170883,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,32,32,single,-0.7000000000025182,identity,-51.86220633341764,-3.218897602451885,-103.54403391407506,96.96529002922566,-98.06184339583854,107.45777499273517,200.50932394330073,205.5196183885737,23.368618965736157,44.92871229311447,320.7600094278166,89.50861441307599,23.368618965736157,1.9597703320383095,2.7598091942868592,False,fixed-domain_component,PASS,,215.62556725788465,17.01862213103275,0.5,-49.5,-4.4566990498856605,2.666865423096478,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,33,33,single,-0.7000000000025182,identity,-6.9963125326396645,5.726525658503826,-105.50402333696827,98.41610091855641,-96.50260951169008,109.12307684543127,203.92012425552468,205.62568635712137,160.58862955501309,262.6475816521054,432.40619945312926,130.43621697089904,130.43621697089904,2.4242452734679683,2.8128431785606836,False,fixed-domain_component,PASS,,197.87470966987394,18.752671034058448,3.5,-3.5297079404411633,2.873466349461312,4.489687608238003,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,34,34,single,-0.7000000000025182,identity,-8.475823948292957,1.7413189109116356,-103.7210218387628,97.66551822674258,-96.58062318208088,107.27775725249452,201.38654006550536,203.8583804345754,66.02811868103424,106.02183106740995,445.90771447796675,128.15989011620033,66.02811868103424,1.4495513500375712,1.9291902172877116,False,fixed-domain_component,PASS,,288.3244735998517,16.070191656285957,4.0,-14.51364155236493,-0.6438390052643292,6.491857954787543,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,35,35,single,-0.7000000000025182,identity,-4.325582955903553,14.624804261590363,-118.17255607398045,86.06556103059042,-87.53643385143452,105.26181687332691,204.23811710457085,192.79825072476143,1.7349923363809763,11.71147736555899,12.152137705395,6.603091314169405,1.7349923363809763,3.2452736683281342,4.666253279079413,False,fixed-domain_component,STOP,edge SNR below minimum; edge SNR below review threshold; constrained edge residual above review threshold,45.27235581001197,4.5562127938188395,3.605551275463989,-1.9666735013454169,10.520557216996018,4.733845964737887,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,36,36,single,-0.7000000000025182,identity,-13.135433932344963,3.170924258025929,-103.37297326261223,98.82519820230596,-96.2875929321653,106.64683490661426,202.19817146491818,202.93442783877956,39.100718358341595,53.79318188142499,363.51844736628664,110.08219721829828,39.100718358341595,1.2962843307982739,1.4672139193897777,False,fixed-domain_component,PASS,,271.43040361907333,17.833858803408468,2.23606797749979,-13.92499553711771,1.9639097418192186,1.442321590376097,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,37,37,single,-0.7000000000025182,identity,-16.451308273485083,15.952556675244745,-99.47751612582469,94.34221187911567,-97.05935069465116,104.67615213086233,193.81972800494037,201.7355028255135,19.74697504108756,38.673262922293304,182.35855524354335,57.46791516754342,19.74697504108756,2.2696167038079933,3.1098074702142355,False,fixed-domain_component,PASS,,175.67808580985673,12.41998908100759,0.0,-17.41070500503887,14.112830844843911,2.074857397403525,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,38,38,single,-0.7000000000025182,identity,-28.97111186874957,19.793283132251755,-96.02401000043437,95.4370076108107,-95.64569240059843,110.24874987619016,191.46101761124507,205.8944422767886,34.449595413410734,74.06685516096823,324.6160861256506,73.04863198882042,34.449595413410734,3.6684238780070726,4.269491194377466,False,fixed-domain_component,REVIEW,constrained edge residual above review threshold,194.04384966989022,16.44957539211609,1.118033988749895,-30.76683536072011,16.98871360568264,3.330200157494286,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,39,39,single,-0.7000000000025182,identity,-7.198470943593491,9.165537202307323,-108.9248955970586,93.28531786710154,-99.48285854720261,100.13079127245278,202.21021346416012,199.6136498196554,3.281680480398902,23.59130798817653,11.558811821674691,19.466497530931235,3.281680480398902,0.9723032351897962,1.8986717612768018,False,fixed-domain_component,REVIEW,edge SNR below review threshold,26.177714208553855,4.428965235747239,4.242640687119285,-12.176127856080422,-0.6950118536482375,11.045700341007583,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,40,40,single,-0.7000000000025182,identity,3.261461270578263,14.645224867939884,-108.38542387027837,93.28970192155364,-95.43096359288393,108.67557280286769,201.67512579183202,204.10653639575162,47.61169610551359,89.66225288172676,248.06779445161627,72.31313456095508,47.61169610551359,1.5680277256833475,2.053268197875809,False,fixed-domain_component,PASS,,216.57223122671758,16.07903078993061,2.0,3.227854244622508,11.93120226396082,2.7142306694720864,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,41,41,single,-0.7000000000025182,identity,24.442651131929296,6.353403121529851,-84.36264526597876,94.6308666957144,-94.70775294187538,108.67414239842543,178.99351196169317,203.38189534030082,28.166981014853192,52.005725081074594,241.20185268572473,70.18067985097314,28.166981014853192,7.522547405934681,10.503244019153428,False,fixed-domain_component,STOP,observed x width outside hard range; constrained edge residual above hard maximum; constrained edge residual above review threshold,235.74868807373213,16.831900137946448,4.0,13.723609881659065,2.4334529863405496,11.413319166104372,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,42,42,single,-0.7000000000025182,identity,-4.69568442161354,13.45669984267808,-87.27751945868413,93.8020210098458,-97.30571044183245,104.89171345946006,181.07954046852993,202.1974239012925,18.907654371890064,39.463598008137375,352.2567278430326,98.73694370768918,18.907654371890064,6.736974769470829,9.725828933619653,False,fixed-domain_component,REVIEW,constrained edge residual above review threshold,209.22244060831264,11.23899532938362,2.23606797749979,0.7615485092157854,9.700591502049084,6.624933292333647,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,43,43,single,-0.7000000000025182,identity,-9.452606056046761,18.929542822889445,-104.0757422906639,99.18317865372666,-95.2722963921091,107.30995556632354,203.25892094439055,202.58225195843264,21.055587691557072,36.01396509225497,432.715873818702,121.78510085801223,21.055587691557072,1.4700591356564792,1.6294604721952766,False,fixed-domain_component,PASS,,229.82525075802502,17.70544459582417,4.123105625617661,-9.58003885051405,18.38127619605841,0.5628813473569946,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,44,44,single,-0.7000000000025182,identity,-7.480731931739513,-3.4515884938819026,-80.07525215819558,80.73113982806305,-97.30493026697864,107.60030668399364,160.80639198625863,204.90523695097227,7.428160069834733,30.633457074355338,177.48745005396205,40.61728267848834,7.428160069834733,15.341638213800746,28.57910112377256,False,fixed-domain_component,STOP,observed x width outside hard range; constrained edge residual above hard maximum; constrained edge residual above review threshold,241.3911115154149,13.101968969093047,1.0,-12.889913838238535,-4.704622769945217,5.552417833213375,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,45,45,single,-0.7000000000025182,identity,-6.430207461624536,20.495707189881124,-116.41942655662044,86.4246166800978,-96.61163806813747,108.45843069275544,202.84404323671822,205.07006876089292,7.859136588300474,46.340825278324814,158.05940608937618,47.70094245951348,7.859136588300474,2.1014976322410845,2.5350343804464615,False,fixed-domain_component,PASS,,194.21729682340816,13.91274315428083,1.0,-6.125951124229414,17.397100624871243,3.1135084010754532,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,46,46,single,-0.7000000000025182,identity,-9.728933550202358,-3.4961934662360408,-97.33749551627001,93.74467563549386,-97.8973351107485,106.7097678808216,191.08217115176387,204.60710299157012,19.94164394532746,49.615141874211666,242.13922643405232,77.02208131697812,19.94164394532746,3.5488244374456173,4.465429044654712,False,fixed-domain_component,REVIEW,constrained edge residual above review threshold,258.767140574805,15.069093314971118,2.0,-12.479974291406258,-6.924107344714436,4.395317817636001,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,47,47,single,-0.7000000000025182,identity,-12.406977329391106,23.401685202485375,-106.39656007417177,88.90380681718821,-96.51811080502375,107.24397905389445,195.30036689136,203.76208985891822,13.59949356360965,38.32171259389295,223.54301893169242,65.93764205518521,13.59949356360965,2.151782649718683,2.7974428243942384,False,fixed-domain_component,PASS,,227.7069512866167,12.900581500736926,3.3541019662496847,-16.77917955306106,22.926828174553258,4.397913309927903,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,48,48,single,-0.7000000000025182,identity,-4.195378379111643,16.848767439132793,-100.82584175271013,93.59191699433117,-96.79457868106896,106.63898192217037,194.41775874704132,203.43356060323933,28.824146387309288,50.77863443228008,244.1721690131424,75.56758872694468,28.824146387309288,2.317076709518674,2.791120626479355,False,fixed-domain_component,PASS,,259.1626981832036,11.030861267615043,3.640054944640259,-11.638820476362394,23.382744731752577,9.904427773253516,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,49,49,single,-0.7000000000025182,identity,17.137102956999346,-1.1208175353208247,-101.9733370030904,100.86065703661262,-102.74420962586643,102.02681318946303,202.83399403970304,204.77102281532945,7.3183746605660716,7.424353975867738,200.405866818475,94.57793433144411,7.3183746605660716,1.9619695447464705,2.385511407664737,False,fixed-domain_component,PASS,,13.310799370378707,6.031907541391872,4.031128874149275,11.687598197603041,3.231181551877997,6.974023098446288,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,50,50,single,-0.7000000000025182,identity,8.618718058258438,15.937935283880348,-102.14340957217927,100.26922066564819,-102.72460016144683,101.87489873391434,202.41263023782744,204.59949889536117,6.655643001073184,6.896680532067665,233.64079592858482,113.10375792541858,6.655643001073184,1.8363692455431246,2.2997494476805826,False,fixed-domain_component,PASS,,11.637913719509609,6.621911059195642,2.0,21.0394794224077,12.351567924836122,12.928160878452935,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,51,51,single,-0.7000000000025182,identity,-1.5819791719236087,21.720244351205608,-105.38808552975765,100.37866180453747,-99.9209327622165,102.97788677052097,205.76674733429513,202.89881953273746,1.5696005598816616,1.555463969154664,158.08610172786499,100.01206710802259,1.555463969154664,2.281973104820261,2.896416941315735,False,fixed-domain_component,STOP,edge SNR below minimum; edge SNR below review threshold,7.312567988978125,6.430977972743199,2.8284271247461903,3.416914659097447,19.661122001202102,5.406378120896126,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,52,52,single,-0.7000000000025182,identity,9.04843885944994,20.322979069188982,-81.98600536711784,86.47643391505629,-98.4927158687404,104.01966079674335,168.46243928217413,202.51237666548377,176.67770017098786,216.61155139048446,403.7190896019525,116.07926067619972,116.07926067619972,11.185536266423599,15.768780358912935,False,fixed-domain_component,STOP,observed x width outside hard range; constrained edge residual above hard maximum; constrained edge residual above review threshold,140.839511223978,11.44031858946668,4.031128874149275,-2.7303691988166685,16.58714262873632,12.357054389428752,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,53,53,single,-0.7000000000025182,identity,6.867089872006635,30.17147929069917,-80.36482551226015,85.5511953284171,-99.76008840696089,103.52244344043778,165.91602084067725,203.28253184739867,104.73959917818809,186.9699600479196,201.23740869816962,59.555035727776186,59.555035727776186,12.10626207104372,17.041989579661376,False,fixed-domain_component,STOP,observed x width outside hard range; constrained edge residual above hard maximum; constrained edge residual above review threshold,138.22587193378016,10.931316420343375,2.0,-9.748883853094958,30.32212310906561,16.616656594913387,,
constrained_four_signed_edge_profiles,3,zro2_120_formal,54,54,single,-0.7000000000025182,identity,21.46679397739991,16.541467191866285,-94.1353803822443,94.71194969221308,-99.02836073128516,105.24610219819132,188.84733007445737,204.2744629294765,188.15669458175935,300.9961551381023,724.549359043378,136.31092228876116,136.31092228876116,4.2227520618012155,5.576334962771313,False,fixed-domain_component,REVIEW,constrained edge residual above review threshold,208.12430544372816,15.455170807823869,3.605551275463989,21.140549760849805,11.4363504483624,5.115530495817232,,
