target_id,family,input_set,model,cv_variant,fold,n_train,n_test,R2,MAE,RMSE,spearman_rho,band,pc_index,theta_boot_q50_deg,target_flag
deepest_negative_residual_um,B,R,ridge,src_gkf,3,160,40,0.07526621311308135,1.541091361988099,3.301729468183564,0.5345215759849906,,,,
deepest_negative_residual_um,B,R,extratrees,src_gkf,3,160,40,0.07812274608522041,1.5964123439149347,3.2966259486363327,0.5926829268292684,,,,
rms_DCT_8_16_um,C,R,dummy,src_gkf,3,160,40,-0.03674094425666374,0.2597354795483257,0.36944432613446054,,,,,
rms_DCT_8_16_um,C,R,ridge,src_gkf,3,160,40,0.06611525113502592,0.26283838138649945,0.3506392408406616,0.4296435272045029,,,,
rms_DCT_8_16_um,C,R,extratrees,src_gkf,3,160,40,-0.011813508895941238,0.28281173836361095,0.36497583645652837,0.4722326454033771,,,,
E_DCT_8_16_frac,C,R,dummy,src_gkf,3,160,40,-0.14692825739518178,0.1794429376539916,0.23488267491515316,,,,,
E_DCT_8_16_frac,C,R,ridge,src_gkf,3,160,40,0.036318947146204095,0.1637352290444642,0.21530272071451723,0.49718574108818014,,,,
E_DCT_8_16_frac,C,R,extratrees,src_gkf,3,160,40,0.29829534487815335,0.13820721942047132,0.18372152284686988,0.6407129455909945,,,,
rms_DCT_16_32_um,C,R,dummy,src_gkf,3,160,40,-0.0010085608819605518,0.3534547329339778,0.45412887008338465,,,,,
rms_DCT_16_32_um,C,R,ridge,src_gkf,3,160,40,0.07824360011378018,0.32321386826894544,0.4357810058082745,0.6386491557223266,,,,
rms_DCT_16_32_um,C,R,extratrees,src_gkf,3,160,40,-0.027173108170100768,0.30532272229279245,0.4600256382211226,0.7114446529080677,,,,
E_DCT_16_32_frac,C,R,dummy,src_gkf,3,160,40,-0.02248408304980809,0.10169807855150151,0.13405207828666454,,,,,
E_DCT_16_32_frac,C,R,ridge,src_gkf,3,160,40,0.1516916723003433,0.09524631003135,0.12210182034880154,0.40769230769230774,,,,
E_DCT_16_32_frac,C,R,extratrees,src_gkf,3,160,40,0.28059543162176703,0.08633924565601678,0.11244285629829869,0.6360225140712946,,,,
rms_DCT_32_64_um,C,R,dummy,src_gkf,3,160,40,-0.08013871782140591,0.3740163098344561,0.463097648415464,,,,,
rms_DCT_32_64_um,C,R,ridge,src_gkf,3,160,40,0.09759752550485079,0.30925968677319454,0.4232850672180861,0.6196998123827393,,,,
rms_DCT_32_64_um,C,R,extratrees,src_gkf,3,160,40,-0.5197987669945365,0.3631792343077941,0.5493205582268834,0.5979362101313322,,,,
E_DCT_32_64_frac,C,R,dummy,src_gkf,3,160,40,-0.0034579634641931367,0.07896318165081569,0.0998211185903281,,,,,
E_DCT_32_64_frac,C,R,ridge,src_gkf,3,160,40,0.36327294335209626,0.06397081605900105,0.07951507862844899,0.625328330206379,,,,
E_DCT_32_64_frac,C,R,extratrees,src_gkf,3,160,40,0.03921339164338444,0.07492396817243122,0.09767565019732594,0.3855534709193247,,,,
rms_DCT_64_inf_um,C,R,dummy,src_gkf,3,160,40,-0.048556933275907266,0.6461343375820782,1.1730354458549548,,,,,
rms_DCT_64_inf_um,C,R,ridge,src_gkf,3,160,40,-0.35543808846817826,0.780601558593147,1.3336902309188743,0.4583489681050658,,,,
rms_DCT_64_inf_um,C,R,extratrees,src_gkf,3,160,40,-0.5219320791923983,0.8003438307397095,1.4132297230601985,0.4409005628517825,,,,
E_DCT_64_inf_frac,C,R,dummy,src_gkf,3,160,40,-0.0894498196611877,0.21516297811952612,0.2543508118726591,,,,,
E_DCT_64_inf_frac,C,R,ridge,src_gkf,3,160,40,-0.08001811668493874,0.20694736158324245,0.25324742188617383,0.2681050656660413,,,,
E_DCT_64_inf_frac,C,R,extratrees,src_gkf,3,160,40,0.06523757548728626,0.17644529851249635,0.235602630872402,0.40375234521575987,,,,
DCT_8_16_PC1,D,R,dummy,src_gkf,3,160,40,-0.004129177166357856,28.49224847330604,55.880517514511624,,8_16,1.0,14.87697065484431,stable
DCT_8_16_PC1,D,R,ridge,src_gkf,3,160,40,-0.008640204359185999,28.625582490416512,56.005897823984554,-0.05872420262664166,8_16,1.0,14.87697065484431,stable
DCT_8_16_PC1,D,R,extratrees,src_gkf,3,160,40,-0.16329485691735557,38.10701996136963,60.14652353299138,-0.04052532833020639,8_16,1.0,14.87697065484431,stable
DCT_8_16_PC2,D,R,dummy,src_gkf,3,160,40,-0.0016457184134763825,6.999233213320932,10.054140328985424,,8_16,2.0,22.866407223033583,stable
DCT_8_16_PC2,D,R,ridge,src_gkf,3,160,40,0.00980124342115718,7.163381873927503,9.99652511352128,0.0727954971857411,8_16,2.0,22.866407223033583,stable
DCT_8_16_PC2,D,R,extratrees,src_gkf,3,160,40,-0.21928058073339174,7.512291061752871,11.09276216348951,0.08761726078799251,8_16,2.0,22.866407223033583,stable
DCT_8_16_PC3,D,R,dummy,src_gkf,3,160,40,-0.0003448613175682791,6.585389283875133,9.299877556671014,,8_16,3.0,66.83265660856154,unstable_pc
DCT_8_16_PC3,D,R,ridge,src_gkf,3,160,40,-0.2685253403452148,7.547260135274636,10.472537675837033,-0.013133208255159476,8_16,3.0,66.83265660856154,unstable_pc
DCT_8_16_PC3,D,R,extratrees,src_gkf,3,160,40,-1.6146381793233902,10.276821391281102,15.035163565866272,-0.013320825515947468,8_16,3.0,66.83265660856154,unstable_pc
DCT_16_32_PC1,D,R,dummy,src_gkf,3,160,40,-0.011603335521881641,12.965921093162496,19.805971286723203,,16_32,1.0,48.58838396592115,unstable_pc
DCT_16_32_PC1,D,R,ridge,src_gkf,3,160,40,-0.020032429179572153,12.873861106814735,19.888315846116992,0.12326454033771109,16_32,1.0,48.58838396592115,unstable_pc
DCT_16_32_PC1,D,R,extratrees,src_gkf,3,160,40,0.08587643746820894,12.573221749209198,18.82753529948445,0.32439024390243903,16_32,1.0,48.58838396592115,unstable_pc
DCT_16_32_PC2,D,R,dummy,src_gkf,3,160,40,-0.020399344354583793,7.224136496570996,11.855811794632364,,16_32,2.0,70.43889056442669,unstable_pc
DCT_16_32_PC2,D,R,ridge,src_gkf,3,160,40,-1.6397052366613036,13.961184217013852,19.06882477580034,0.0031894934333958733,16_32,2.0,70.43889056442669,unstable_pc
DCT_16_32_PC2,D,R,extratrees,src_gkf,3,160,40,-7.9442521707058145,16.61688995279651,35.10089809824998,-0.08424015009380864,16_32,2.0,70.43889056442669,unstable_pc
DCT_16_32_PC3,D,R,dummy,src_gkf,3,160,40,-0.04202820520564421,11.460419577988912,19.567119514102068,,16_32,3.0,73.4751932583392,unstable_pc
DCT_16_32_PC3,D,R,ridge,src_gkf,3,160,40,0.009844445239425625,11.300845118396136,19.073872468316463,-0.2392120075046905,16_32,3.0,73.4751932583392,unstable_pc
DCT_16_32_PC3,D,R,extratrees,src_gkf,3,160,40,-0.4272274575921886,14.886738398091518,22.899909000850663,0.20037523452157602,16_32,3.0,73.4751932583392,unstable_pc
DCT_32_64_PC1,D,R,dummy,src_gkf,3,160,40,-0.264776765257132,28.35663412670515,47.13685850434038,,32_64,1.0,16.260222657964214,stable
DCT_32_64_PC1,D,R,ridge,src_gkf,3,160,40,-1.3252198653198746,36.44637065177706,63.91248561822172,-0.27917448405253287,32_64,1.0,16.260222657964214,stable
DCT_32_64_PC1,D,R,extratrees,src_gkf,3,160,40,-1.9077901071955496,36.78618026712117,71.47188280737589,-0.28911819887429646,32_64,1.0,16.260222657964214,stable
DCT_32_64_PC2,D,R,dummy,src_gkf,3,160,40,-0.14957763405130153,17.138972877623008,23.284925393183332,,32_64,2.0,52.17172539803012,unstable_pc
DCT_32_64_PC2,D,R,ridge,src_gkf,3,160,40,-0.9330800431236601,19.215255387530384,30.19469287528443,-0.23039399624765483,32_64,2.0,52.17172539803012,unstable_pc
DCT_32_64_PC2,D,R,extratrees,src_gkf,3,160,40,-2.8363064829122777,21.645565328674053,42.53655812805847,0.2979362101313321,32_64,2.0,52.17172539803012,unstable_pc
DCT_32_64_PC3,D,R,dummy,src_gkf,3,160,40,-0.09197335612909718,12.252542920399167,17.315952374318726,,32_64,3.0,63.02590299520877,unstable_pc
DCT_32_64_PC3,D,R,ridge,src_gkf,3,160,40,-0.24386266900391784,13.133896856191935,18.48104730614207,-0.21651031894934336,32_64,3.0,63.02590299520877,unstable_pc
DCT_32_64_PC3,D,R,extratrees,src_gkf,3,160,40,-2.05963110525907,18.9209188402898,28.9851061690776,-0.13264540337711073,32_64,3.0,63.02590299520877,unstable_pc
DCT_64_inf_PC1,D,R,dummy,src_gkf,3,160,40,-0.016622753135641544,33.98999986857931,59.050684072431785,,64_inf,1.0,23.40876819906802,stable
DCT_64_inf_PC1,D,R,ridge,src_gkf,3,160,40,-0.06771677252668229,37.77485465581299,60.516395545109646,0.1273921200750469,64_inf,1.0,23.40876819906802,stable
DCT_64_inf_PC1,D,R,extratrees,src_gkf,3,160,40,-1.641766436795336,57.72555485306306,95.19019784119641,0.2810506566604128,64_inf,1.0,23.40876819906802,stable
DCT_64_inf_PC2,D,R,dummy,src_gkf,3,160,40,-0.08111490837450952,45.14344166816951,110.67090250521443,,64_inf,2.0,43.12221873363599,unstable_pc
DCT_64_inf_PC2,D,R,ridge,src_gkf,3,160,40,-0.12706894289233306,46.85835958406392,112.99852246028603,0.09887429643527205,64_inf,2.0,43.12221873363599,unstable_pc
DCT_64_inf_PC2,D,R,extratrees,src_gkf,3,160,40,-0.26124609397933507,58.01170769852877,119.53564810889804,-0.11876172607879927,64_inf,2.0,43.12221873363599,unstable_pc
DCT_64_inf_PC3,D,R,dummy,src_gkf,3,160,40,-0.11167919757695599,39.743818745012994,92.30757325698787,,64_inf,3.0,58.62639595678573,unstable_pc
DCT_64_inf_PC3,D,R,ridge,src_gkf,3,160,40,-0.18686397926293075,42.32865142804079,95.37796869802085,0.25947467166979366,64_inf,3.0,58.62639595678573,unstable_pc
DCT_64_inf_PC3,D,R,extratrees,src_gkf,3,160,40,-0.4517642463433418,49.07070285681594,105.48619870636423,0.05365853658536587,64_inf,3.0,58.62639595678573,unstable_pc
median_depth_um,A,C,dummy,src_gkf,3,160,40,-0.01389194431489571,15.9058946875,18.223061288735057,,,,,
median_depth_um,A,C,ridge,src_gkf,3,160,40,0.7930266564144585,6.984875526988634,8.233466207781595,0.9223264540337712,,,,
median_depth_um,A,C,extratrees,src_gkf,3,160,40,0.9273686250562224,3.4880289403333378,4.877391672041456,0.9658536585365854,,,,
Sq_um,B,C,dummy,src_gkf,3,160,40,-0.018690561550714913,0.8078015620632101,1.284769996282351,,,,,
Sq_um,B,C,ridge,src_gkf,3,160,40,-0.061443720701919835,0.8210667472311493,1.3114529994934323,0.554033771106942,,,,
Sq_um,B,C,extratrees,src_gkf,3,160,40,-1.156201845242634,1.1387093105285817,1.8691706426228418,0.5474671669793622,,,,
Sa_um,B,C,dummy,src_gkf,3,160,40,-0.0022193878807594825,0.4721007053239143,0.8002344556314346,,,,,
Sa_um,B,C,ridge,src_gkf,3,160,40,-0.0033873179741263915,0.47730666317076303,0.8007005939762607,0.579549718574109,,,,
Sa_um,B,C,extratrees,src_gkf,3,160,40,-0.49158050022270205,0.5967792580153354,0.976245838124623,0.5896810506566605,,,,
Ssk_skewness,B,C,dummy,src_gkf,3,160,40,-0.0015541526161551023,1.4618590065865704,2.126812012677324,,,,,
Ssk_skewness,B,C,ridge,src_gkf,3,160,40,0.1954711729905233,1.305720056527576,1.9061746587120734,0.4480300187617261,,,,
Ssk_skewness,B,C,extratrees,src_gkf,3,160,40,0.13749426777717444,1.2278725138178372,1.9736624645053884,0.3714821763602252,,,,
kurtosis_excess_fisher,B,C,dummy,src_gkf,3,160,40,-1.0414622582111122e-05,11.639485571763903,19.484578632942696,,,,,
kurtosis_excess_fisher,B,C,ridge,src_gkf,3,160,40,0.23944570635946616,10.041491283560926,16.992366557279432,0.45159474671669797,,,,
kurtosis_excess_fisher,B,C,extratrees,src_gkf,3,160,40,0.26701996078974877,9.613250994431976,16.681489667056205,0.42138836772983124,,,,
grad_rms_um_per_um,B,C,dummy,src_gkf,3,160,40,-0.00022436386500035432,0.2515876620534234,0.33723619169612845,,,,,
grad_rms_um_per_um,B,C,ridge,src_gkf,3,160,40,0.09019963674421083,0.2528706324083152,0.32163145449580827,0.4829268292682927,,,,
grad_rms_um_per_um,B,C,extratrees,src_gkf,3,160,40,-0.22192041342976365,0.2688843088550488,0.372740790461964,0.5525328330206379,,,,
lap_rms_um_per_px2,B,C,dummy,src_gkf,3,160,40,-0.01697164201263912,0.13762293109282558,0.1720469715866874,,,,,
lap_rms_um_per_px2,B,C,ridge,src_gkf,3,160,40,0.0060742410821919,0.13239168665234993,0.1700863980252424,0.22757973733583495,,,,
lap_rms_um_per_px2,B,C,extratrees,src_gkf,3,160,40,-0.19339439327987407,0.13638678558029707,0.1863736915965133,0.3651031894934335,,,,
acf_e_fold_lag_um,B,C,dummy,src_gkf,3,160,40,-0.012333307629616153,7.145390625,7.82829419103589,,,,,
acf_e_fold_lag_um,B,C,ridge,src_gkf,3,160,40,0.15259033512180387,6.262418328899827,7.162292970306515,0.4619734405810425,,,,
acf_e_fold_lag_um,B,C,extratrees,src_gkf,3,160,40,0.2597758398000778,5.58252509920635,6.694019962832211,0.48011769659083925,,,,
aniso_gradx_over_y,B,C,dummy,src_gkf,3,160,40,-0.10505208062637683,0.5685722203251863,0.8236985824733465,,,,,
aniso_gradx_over_y,B,C,ridge,src_gkf,3,160,40,0.38891709857889456,0.4158863674393145,0.6125295024100327,0.6744840525328332,,,,
aniso_gradx_over_y,B,C,extratrees,src_gkf,3,160,40,0.53794885428325,0.36993162364682586,0.5326255197726814,0.7647279549718575,,,,
pit_density_per_Mpx,B,C,dummy,src_gkf,3,160,40,-0.021580570771946306,12272.88818359375,41246.28509858605,,,,,
pit_density_per_Mpx,B,C,ridge,src_gkf,3,160,40,-0.015564560207590228,11976.385257151693,41124.657646852385,0.37445128402838856,,,,
pit_density_per_Mpx,B,C,extratrees,src_gkf,3,160,40,-0.030581259852823672,11528.399504743304,41427.58790656992,0.07866456683036704,,,,
pit_depth_um,B,C,dummy,src_gkf,3,160,40,-0.011103849348984784,1.6786583431204782,3.452478676325064,,,,,
pit_depth_um,B,C,ridge,src_gkf,3,160,40,0.13668829466982013,1.4716721634850969,3.190192852752043,0.7206378986866794,,,,
pit_depth_um,B,C,extratrees,src_gkf,3,160,40,0.11835066431892016,1.4752321776788133,3.223896311144694,0.677110694183865,,,,
peak_to_valley_p98p2_um,B,C,dummy,src_gkf,3,160,40,-0.059569983261385406,3.0201137765148665,3.797834653504753,,,,,
peak_to_valley_p98p2_um,B,C,ridge,src_gkf,3,160,40,-0.0736036374502449,2.7458663482029495,3.8229024551602615,0.5975609756097562,,,,
peak_to_valley_p98p2_um,B,C,extratrees,src_gkf,3,160,40,-1.7363845242783524,3.8520627892011303,6.103230783816781,0.5671669793621014,,,,
deepest_negative_residual_um,B,C,dummy,src_gkf,3,160,40,-0.011103849348984784,1.6786583431204782,3.452478676325064,,,,,
deepest_negative_residual_um,B,C,ridge,src_gkf,3,160,40,0.13668829466982013,1.4716721634850969,3.190192852752043,0.7206378986866794,,,,
deepest_negative_residual_um,B,C,extratrees,src_gkf,3,160,40,0.11835066431892016,1.4752321776788135,3.223896311144694,0.677110694183865,,,,
rms_DCT_8_16_um,C,C,dummy,src_gkf,3,160,40,-0.03674094425666374,0.2597354795483257,0.36944432613446054,,,,,
rms_DCT_8_16_um,C,C,ridge,src_gkf,3,160,40,0.16948247579184872,0.25489773270574095,0.33066503633111693,0.5106941838649157,,,,
rms_DCT_8_16_um,C,C,extratrees,src_gkf,3,160,40,0.19217405429165713,0.24049526553818276,0.3261165015151038,0.678236397748593,,,,
E_DCT_8_16_frac,C,C,dummy,src_gkf,3,160,40,-0.14692825739518178,0.1794429376539916,0.23488267491515316,,,,,
E_DCT_8_16_frac,C,C,ridge,src_gkf,3,160,40,0.46775917270179945,0.12799491213004655,0.1600062513055941,0.7315196998123827,,,,
E_DCT_8_16_frac,C,C,extratrees,src_gkf,3,160,40,0.6388511185514935,0.11190923058325167,0.13180321224368025,0.7427767354596624,,,,
rms_DCT_16_32_um,C,C,dummy,src_gkf,3,160,40,-0.0010085608819605518,0.3534547329339778,0.45412887008338465,,,,,
rms_DCT_16_32_um,C,C,ridge,src_gkf,3,160,40,0.025338979615596613,0.31456020019206166,0.4481124549100179,0.6065666041275798,,,,
rms_DCT_16_32_um,C,C,extratrees,src_gkf,3,160,40,-0.24180390594024792,0.32775950531319736,0.5058092029565554,0.7075046904315199,,,,
E_DCT_16_32_frac,C,C,dummy,src_gkf,3,160,40,-0.02248408304980809,0.10169807855150151,0.13405207828666454,,,,,
E_DCT_16_32_frac,C,C,ridge,src_gkf,3,160,40,0.22306461652857823,0.08992874521319065,0.11685242343836513,0.5435272045028143,,,,
E_DCT_16_32_frac,C,C,extratrees,src_gkf,3,160,40,0.34864882083700743,0.0822322960751485,0.10699238664393927,0.602439024390244,,,,
rms_DCT_32_64_um,C,C,dummy,src_gkf,3,160,40,-0.08013871782140591,0.3740163098344561,0.463097648415464,,,,,
rms_DCT_32_64_um,C,C,ridge,src_gkf,3,160,40,-0.07977682740587588,0.3554862275425069,0.4630200636398143,0.5827392120075048,,,,
rms_DCT_32_64_um,C,C,extratrees,src_gkf,3,160,40,-1.1253989796512922,0.41798066175983184,0.6496105099572168,0.6165103189493434,,,,
E_DCT_32_64_frac,C,C,dummy,src_gkf,3,160,40,-0.0034579634641931367,0.07896318165081569,0.0998211185903281,,,,,
E_DCT_32_64_frac,C,C,ridge,src_gkf,3,160,40,0.45776642653075306,0.055514050688419934,0.07337802906837347,0.7050656660412759,,,,
E_DCT_32_64_frac,C,C,extratrees,src_gkf,3,160,40,0.1732966730461032,0.06842187544273848,0.09060406500511789,0.5718574108818012,,,,
rms_DCT_64_inf_um,C,C,dummy,src_gkf,3,160,40,-0.048556933275907266,0.6461343375820782,1.1730354458549548,,,,,
rms_DCT_64_inf_um,C,C,ridge,src_gkf,3,160,40,-0.14581317182476994,0.6890592865052845,1.226230269748511,0.47729831144465296,,,,
rms_DCT_64_inf_um,C,C,extratrees,src_gkf,3,160,40,-1.1071038779769045,0.8984986828573824,1.6628692431150676,0.5118198874296436,,,,
E_DCT_64_inf_frac,C,C,dummy,src_gkf,3,160,40,-0.0894498196611877,0.21516297811952612,0.2543508118726591,,,,,
E_DCT_64_inf_frac,C,C,ridge,src_gkf,3,160,40,0.19507314068043902,0.17046192485503633,0.2186289768102188,0.6125703564727956,,,,
E_DCT_64_inf_frac,C,C,extratrees,src_gkf,3,160,40,0.21167477370903454,0.16907843069616318,0.21636261642099158,0.5936210131332084,,,,
DCT_8_16_PC1,D,C,dummy,src_gkf,3,160,40,-0.004129177166357856,28.49224847330604,55.880517514511624,,8_16,1.0,14.87697065484431,stable
DCT_8_16_PC1,D,C,ridge,src_gkf,3,160,40,0.00485576228722695,28.377434165331614,55.629946527232455,0.12682926829268296,8_16,1.0,14.87697065484431,stable
DCT_8_16_PC1,D,C,extratrees,src_gkf,3,160,40,-0.08438821865812463,32.412598118684414,58.070828402390205,0.1951219512195122,8_16,1.0,14.87697065484431,stable
DCT_8_16_PC2,D,C,dummy,src_gkf,3,160,40,-0.0016457184134763825,6.999233213320932,10.054140328985424,,8_16,2.0,22.866407223033583,stable
DCT_8_16_PC2,D,C,ridge,src_gkf,3,160,40,-0.07107963057663191,8.097349667000554,10.39677757946763,-0.010694183864915574,8_16,2.0,22.866407223033583,stable
DCT_8_16_PC2,D,C,extratrees,src_gkf,3,160,40,-1.3838342370091183,9.623043297503113,15.510503622930852,0.00375234521575985,8_16,2.0,22.866407223033583,stable
DCT_8_16_PC3,D,C,dummy,src_gkf,3,160,40,-0.0003448613175682791,6.585389283875133,9.299877556671014,,8_16,3.0,66.83265660856154,unstable_pc
DCT_8_16_PC3,D,C,ridge,src_gkf,3,160,40,-0.31504462119136645,8.191117969564681,10.662832879186519,-0.14315196998123828,8_16,3.0,66.83265660856154,unstable_pc
DCT_8_16_PC3,D,C,extratrees,src_gkf,3,160,40,-1.6825630970947119,9.164660133463592,15.2292084379846,0.13189493433395877,8_16,3.0,66.83265660856154,unstable_pc
DCT_16_32_PC1,D,C,dummy,src_gkf,3,160,40,-0.011603335521881641,12.965921093162496,19.805971286723203,,16_32,1.0,48.58838396592115,unstable_pc
DCT_16_32_PC1,D,C,ridge,src_gkf,3,160,40,-0.03063887533385712,13.093937864520168,19.991449246643047,0.16472795497185744,16_32,1.0,48.58838396592115,unstable_pc
DCT_16_32_PC1,D,C,extratrees,src_gkf,3,160,40,-0.4625762069239636,16.165647335122408,23.814982724856897,0.13564727954971859,16_32,1.0,48.58838396592115,unstable_pc
DCT_16_32_PC2,D,C,dummy,src_gkf,3,160,40,-0.020399344354583793,7.224136496570996,11.855811794632364,,16_32,2.0,70.43889056442669,unstable_pc
DCT_16_32_PC2,D,C,ridge,src_gkf,3,160,40,-0.6156380806242403,10.581053740114523,14.9182627344331,-0.004127579737335836,16_32,2.0,70.43889056442669,unstable_pc
DCT_16_32_PC2,D,C,extratrees,src_gkf,3,160,40,-3.0877120948319057,13.333557503793823,23.72937835558404,-0.050844277673545976,16_32,2.0,70.43889056442669,unstable_pc
DCT_16_32_PC3,D,C,dummy,src_gkf,3,160,40,-0.04202820520564421,11.460419577988912,19.567119514102068,,16_32,3.0,73.4751932583392,unstable_pc
DCT_16_32_PC3,D,C,ridge,src_gkf,3,160,40,-0.01036583233561994,12.615974072057845,19.267549616790312,-0.01482176360225141,16_32,3.0,73.4751932583392,unstable_pc
DCT_16_32_PC3,D,C,extratrees,src_gkf,3,160,40,-0.17624090445501484,12.851433685513673,20.789081389435445,0.3585365853658537,16_32,3.0,73.4751932583392,unstable_pc
DCT_32_64_PC1,D,C,dummy,src_gkf,3,160,40,-0.264776765257132,28.35663412670515,47.13685850434038,,32_64,1.0,16.260222657964214,stable
DCT_32_64_PC1,D,C,ridge,src_gkf,3,160,40,-0.9689911751336433,32.42974870330016,58.8133043700114,-0.25196998123827397,32_64,1.0,16.260222657964214,stable
DCT_32_64_PC1,D,C,extratrees,src_gkf,3,160,40,-4.402016089720021,43.148628306288984,97.41630042655076,-0.2482176360225141,32_64,1.0,16.260222657964214,stable
DCT_32_64_PC2,D,C,dummy,src_gkf,3,160,40,-0.14957763405130153,17.138972877623008,23.284925393183332,,32_64,2.0,52.17172539803012,unstable_pc
DCT_32_64_PC2,D,C,ridge,src_gkf,3,160,40,-0.4484822108562849,17.193021970727095,26.13739377874803,0.04183864915572233,32_64,2.0,52.17172539803012,unstable_pc
DCT_32_64_PC2,D,C,extratrees,src_gkf,3,160,40,-3.2927641274136787,22.731180537222173,44.9960313819793,0.11407129455909945,32_64,2.0,52.17172539803012,unstable_pc
DCT_32_64_PC3,D,C,dummy,src_gkf,3,160,40,-0.09197335612909718,12.252542920399167,17.315952374318726,,32_64,3.0,63.02590299520877,unstable_pc
DCT_32_64_PC3,D,C,ridge,src_gkf,3,160,40,-0.3290570466060809,13.63207155069504,19.10346613999833,-0.03696060037523453,32_64,3.0,63.02590299520877,unstable_pc
DCT_32_64_PC3,D,C,extratrees,src_gkf,3,160,40,-1.6993647679449606,18.8715735493062,27.225204420557816,-0.018386491557223265,32_64,3.0,63.02590299520877,unstable_pc
DCT_64_inf_PC1,D,C,dummy,src_gkf,3,160,40,-0.016622753135641544,33.98999986857931,59.050684072431785,,64_inf,1.0,23.40876819906802,stable
DCT_64_inf_PC1,D,C,ridge,src_gkf,3,160,40,0.005790820636303762,37.037674847983645,58.39610820518004,0.3606003752345216,64_inf,1.0,23.40876819906802,stable
DCT_64_inf_PC1,D,C,extratrees,src_gkf,3,160,40,-1.6355121493313565,57.67903927018362,95.07745137805824,0.45046904315197006,64_inf,1.0,23.40876819906802,stable
DCT_64_inf_PC2,D,C,dummy,src_gkf,3,160,40,-0.08111490837450952,45.14344166816951,110.67090250521443,,64_inf,2.0,43.12221873363599,unstable_pc
DCT_64_inf_PC2,D,C,ridge,src_gkf,3,160,40,-0.30863186583774893,60.11743914677502,121.76045691290015,0.05459662288930583,64_inf,2.0,43.12221873363599,unstable_pc
DCT_64_inf_PC2,D,C,extratrees,src_gkf,3,160,40,-0.5226641834658536,62.41017634817424,131.34077953405478,0.14878048780487807,64_inf,2.0,43.12221873363599,unstable_pc
DCT_64_inf_PC3,D,C,dummy,src_gkf,3,160,40,-0.11167919757695599,39.743818745012994,92.30757325698787,,64_inf,3.0,58.62639595678573,unstable_pc
DCT_64_inf_PC3,D,C,ridge,src_gkf,3,160,40,-0.16085617788358264,43.1364766459801,94.32716949645913,0.3065666041275798,64_inf,3.0,58.62639595678573,unstable_pc
DCT_64_inf_PC3,D,C,extratrees,src_gkf,3,160,40,-0.41804395690515395,46.59316536202838,104.2539313351583,0.16866791744840529,64_inf,3.0,58.62639595678573,unstable_pc
median_depth_um,A,A,dummy,src_gkf,4,160,40,-0.0010077036034459308,17.534733593749998,18.741569916678383,,,,,
median_depth_um,A,A,ridge,src_gkf,4,160,40,0.5070723771205116,11.655304077691707,13.151607389789396,0.7470919324577863,,,,
median_depth_um,A,A,extratrees,src_gkf,4,160,40,0.8719453838390361,4.318424556062761,6.703241665829093,0.9247654784240151,,,,
Sq_um,B,A,dummy,src_gkf,4,160,40,-0.014183565903596485,1.0597952497756764,1.9684923647115558,,,,,
Sq_um,B,A,ridge,src_gkf,4,160,40,0.14761011066079643,0.9982504923283994,1.804656686699686,0.4803001876172608,,,,
Sq_um,B,A,extratrees,src_gkf,4,160,40,0.03381032400265582,0.9512844149363904,1.9213507157659815,0.5559099437148218,,,,
Sa_um,B,A,dummy,src_gkf,4,160,40,-0.02261084303294858,0.5541976171466347,0.9964896849534263,,,,,
Sa_um,B,A,ridge,src_gkf,4,160,40,0.15170066895572276,0.5139128311696923,0.9075951639019967,0.5176360225140713,,,,
Sa_um,B,A,extratrees,src_gkf,4,160,40,0.058578150409008045,0.4975287164905848,0.9561141546172495,0.5979362101313322,,,,
Ssk_skewness,B,A,dummy,src_gkf,4,160,40,-0.1171141756813634,1.4651913873855622,1.8177351276879612,,,,,
Ssk_skewness,B,A,ridge,src_gkf,4,160,40,-0.0904819100526828,1.2815670780916797,1.795936807468131,0.23245778611632273,,,,
Ssk_skewness,B,A,extratrees,src_gkf,4,160,40,-0.058859862047479616,1.3147053571699274,1.7697057483373098,0.13414634146341467,,,,
kurtosis_excess_fisher,B,A,dummy,src_gkf,4,160,40,-0.024965237243920413,10.0108023165519,12.910301347765607,,,,,
kurtosis_excess_fisher,B,A,ridge,src_gkf,4,160,40,0.0628637116510391,8.792122208184892,12.3447752942408,0.4375234521575986,,,,
kurtosis_excess_fisher,B,A,extratrees,src_gkf,4,160,40,0.0198046532142786,8.754219827963533,12.625196019705337,0.3660412757973734,,,,
grad_rms_um_per_um,B,A,dummy,src_gkf,4,160,40,-0.09545685935536818,0.26890629204402927,0.3630083303140965,,,,,
grad_rms_um_per_um,B,A,ridge,src_gkf,4,160,40,0.12584612823030683,0.24472706392674218,0.32427457179843466,0.5315196998123828,,,,
grad_rms_um_per_um,B,A,extratrees,src_gkf,4,160,40,-0.29945374784344825,0.27208559564620477,0.39536604180995466,0.3801125703564729,,,,
lap_rms_um_per_px2,B,A,dummy,src_gkf,4,160,40,-0.0844273263756048,0.14169987401635,0.18775551090937506,,,,,
lap_rms_um_per_px2,B,A,ridge,src_gkf,4,160,40,0.12564663017607824,0.12898772383703322,0.16859161104805545,0.33001876172607886,,,,
lap_rms_um_per_px2,B,A,extratrees,src_gkf,4,160,40,-0.2682368098359942,0.13617107369073134,0.20304516098899417,0.15290806754221392,,,,
