dataset_index,session_id,measurement_id,sample_id,shared_height_source_id,roi_within_measurement,session_role,design_group,processing_order,x_position_um,y_position_um,compressor_steps,pulse_duration_fs,pulse_duration_calibration_id,pulse_duration_calibration_version,frequency_kHz,hatch_spacing_um,pass_count,velocity_mm_s,valid_fraction,repair_fraction,median_depth_um,residual_Sq_um,plane_rmse_um,plane_status,measured_power_W,nominal_software_power_W,power_measurement_source,power_measurement_version,constant_power_assumption,pulse_energy_proxy_uJ,scan_spacing_um,areal_pulse_density_per_mm2,areal_dose_proxy_J_per_mm2,quad_key,base_condition_group,cv_process_group,phase1_global_loco_rank,phase1_global_loco_angle_deg,D,A_med,ilr_z1,ilr_z2,ilr_z3,ilr_z4,A2_8_16,entropy_8_16,A2_16_32,entropy_16_32
41,zro2_120_formal,42,42,zro2_120_formal:m042,single,formal,,42,-3900.0,12800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,10.0,3,9,1.0,0.0,39.7223,0.7597,0.2908954039551389,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,3333333.333333333,177.77666666666667,1000:100:10:9,F42,FQ:1000:100:10:9|N3,158,0.0006824738852365,39.722333908081055,0.7597134590061623,0.3886341584462418,-1.3418725347276172,1.8073087436680892,-0.2005446487389897,0.9018776320703372,0.4304818644961302,0.8897412290399399,0.3466114596857421
42,zro2_120_formal,43,43,zro2_120_formal:m043,single,formal,,43,-3900.0,13400.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,10.0,5,11,1.0,0.001484375,48.9606,2.3629,0.2132874661381713,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,4545454.545454546,242.4227272727273,1000:100:10:11,F43,FQ:1000:100:10:11|N5,28,0.3225079058017536,48.960649490356445,2.362876250095584,-1.6266155261554995,-0.545844995889834,0.6606186008838998,-0.4964495151831057,0.583344535910139,0.7033514574241619,0.6868187927596299,0.5082114189744553
43,zro2_120_formal,44,44,zro2_120_formal:m044,single,formal,,44,-3900.0,14000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,6.0,3,5,1.0,0.006484375,52.191,4.8022,0.2150988441101245,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.025,20000000.0,533.33,1000:200:6:5,F44,FQ:1000:200:6:5|N3,12,2.1425362061980016,52.191043853759766,4.802227944160921,-1.7491680299232513,-0.4770787996558237,-0.0955493629050358,-0.4410045490222692,0.2781051908557878,0.883508005081446,0.3126656703017544,0.7537447790964441
44,zro2_120_formal,45,45,zro2_120_formal:m045,single,formal,,45,-3900.0,14600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,6.0,3,7,1.0,0.0122265625,49.5979,5.7599,0.3886902858133605,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.035,14285714.285714284,380.9500000000001,1000:200:6:7,F45,FQ:1000:200:6:7|N3,6,7.697548926732254,49.597900390625,5.759937507256592,-2.025432338922837,-0.5127189343514595,-1.059806440270436,-0.5062884582332015,0.4969059601599218,0.8696355001505561,0.4745739121251881,0.7087827617408848
45,zro2_120_formal,46,46,zro2_120_formal:m046,single,formal,,46,-3900.0,15200.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,8.0,4,11,1.0,0.0,52.3175,0.6211,0.2361023778313117,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.055,9090909.090909092,242.4227272727273,1000:200:8:11,F46,FQ:1000:200:8:11|N4,81,0.0356526842394337,52.31752395629883,0.6210842194186695,-0.7938305166950957,-0.951083449308378,-0.21248130930241,-0.8751206866449143,0.3052190068929357,0.8767025281458419,0.4439343335562298,0.6187011076610365
46,zro2_120_formal,47,47,zro2_120_formal:m047,single,formal,,47,-3900.0,15800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,3,9,1.0,0.0,45.2915,1.5158,0.24919145586372,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.045,6666666.666666667,177.77666666666667,1000:200:10:9,F47,FQ:1000:200:10:9|N3,32,0.2327889761627342,45.29147720336914,1.5157645732237823,-1.37516832439641,-0.9484079357164766,0.2274462226200135,-0.1018369853137851,0.6473069095335849,0.7581581917096019,0.493268619780433,0.7378031637605074
47,zro2_120_formal,48,48,zro2_120_formal:m048,single,formal,,48,-3900.0,16400.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,5,11,1.0,0.0,51.0696,0.7467,0.1995459243256026,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.055,9090909.090909092,242.4227272727273,1000:200:10:11,F48,FQ:1000:200:10:11|N5,89,0.0296975155609473,51.06957817077637,0.7467460731843392,-0.3162145174143778,-0.9045281687227568,0.2352715764166719,-0.74447638910246,0.513788694775703,0.7167726768323542,0.4092674584581021,0.7244313446243151
48,zro2_120_formal,49,49,zro2_120_formal:m049,single,formal,,49,-4500.0,16400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,2,9,1.0,0.0,1.8695,0.2192,0.1992755339040335,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,4.5,74074.07407407407,197.5296296296296,2000:2:6:9,F49,FQ:2000:2:6:9|N2,116,0.0171521730763174,1.8694689869880676,0.2192179934995302,1.8329610663971383,0.3640795136307608,1.153553242384084,0.4276189220614357,0.1439422060414616,0.920817709025902,0.2898229493468187,0.7902027510447331
49,zro2_120_formal,50,50,zro2_120_formal:m050,single,formal,,50,-4500.0,15800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,2,9,1.0,0.0,1.8423,0.2199,0.1949705660612079,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,4.5,74074.07407407407,197.5296296296296,2000:2:6:9,F50,FQ:2000:2:6:9|N2,138,0.0086745342838566,1.8423005938529968,0.219865856744249,1.3394555938766302,0.4084297996084903,0.6582155212294217,-0.3515721834181133,0.1529213376419045,0.8931434690263835,0.1479790108423887,0.7695591858491803
50,zro2_120_formal,51,51,zro2_120_formal:m051,single,formal,,51,-4500.0,15200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,10.0,3,9,1.0,0.0,1.7472,0.86,0.2150656169829516,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,4.5,66666.66666666667,177.77666666666667,2000:2:10:9,F51,FQ:2000:2:10:9|N3,145,0.0059627089385344,1.7471812963485718,0.8600324569718569,3.878930932777051,-1.7718920514165597,0.9967898528898896,-0.0635569546271787,0.968531796740373,0.2884001251722402,0.539042527369383,0.6466076748899541
51,zro2_120_formal,52,52,zro2_120_formal:m052,single,formal,,52,-4500.0,14600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,2,5,1.0,0.0,32.7444,1.2357,0.2394926663010758,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,2000000.0,1066.66,2000:10:2:5,F52,FQ:2000:10:2:5|N2,27,0.3373907882243014,32.744380950927734,1.2356609171223523,-2.014264137660998,-0.7375842381192994,-1.3279095498032416,-1.8953547595904563,0.12792012603282,0.9174741956782942,0.0459040052338005,0.7735511162635024
52,zro2_120_formal,53,53,zro2_120_formal:m053,single,formal,,53,-4500.0,14000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,2,9,1.0,0.0,29.1019,0.4348,0.2355851483962465,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.9,1111111.111111111,592.588888888889,2000:10:2:9,F53,FQ:2000:10:2:9|N2,153,0.002736186430631,29.101886749267578,0.4348008332600109,-0.6462180806241604,-0.4788069946524049,-0.414290804004057,-0.7727939042093109,0.0120799449422375,0.9454630740160777,0.2872276808943957,0.7192293712813347
53,zro2_120_formal,54,54,zro2_120_formal:m054,single,formal,,54,-4500.0,13400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,3,5,1.0,0.00015625,41.7621,1.1116,0.2373901256280291,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,3000000.0,1599.9900000000002,2000:10:2:5,F54,FQ:2000:10:2:5|N3,41,0.1348831708147492,41.76206398010254,1.111610184036637,0.083833216034452,-0.7207427361215213,0.4868976702422813,-1.4875556741008025,0.1494548018772401,0.9549473698303074,0.091567559063371,0.8422196659756336
54,zro2_120_formal,55,55,zro2_120_formal:m055,single,formal,,55,-4500.0,12800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,4,5,1.0,0.0,26.5716,0.5474,0.3223332612364289,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,800000.0,426.664,2000:10:10:5,F55,FQ:2000:10:10:5|N4,109,0.0196586101053017,26.571630477905273,0.5473737525060142,0.5535428100215428,-1.861872604120544,1.1403946543962211,0.3106832658125398,0.9009628591577852,0.3680154583415413,0.8819439265377215,0.39191464363976
55,zro2_120_formal,56,56,zro2_120_formal:m056,single,formal,,56,-4500.0,12200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,2,5,1.0,0.0,41.6434,0.4493,0.3884200710211952,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,5000000.0,533.33,2000:50:4:5,F56,FQ:2000:50:4:5|N2,85,0.0322889399564692,41.64340782165527,0.44929992649134737,0.7604143380755409,-0.2565916575489391,0.6841319893566811,0.2236892485773427,0.1144279319118449,0.8985446402962041,0.2939802385363016,0.80812309804843
56,zro2_120_formal,57,57,zro2_120_formal:m057,single,formal,,57,-4500.0,11600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,3,9,1.0,0.0,44.8735,0.3081,0.9223775229990204,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.18,4166666.6666666665,444.4416666666667,2000:50:4:9,F57,FQ:2000:50:4:9|N3,146,0.0050908543060902,44.87353515625,0.3080518234339486,0.0320696803558306,-0.5765887886428088,-0.2665327142861741,-0.422471372069802,0.1551199380862315,0.9227907409452876,0.5268690540579305,0.7380165049876826
57,zro2_120_formal,58,58,zro2_120_formal:m058,single,formal,,58,-4500.0,11000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,6.0,3,9,1.0,0.008828125,43.4805,4.0055,0.2018516802644489,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.18,2777777.777777778,296.2944444444445,2000:50:6:9,F58,FQ:2000:50:6:9|N3,11,2.175646135370528,43.48048782348633,4.005460126965916,-2.510602975689851,-0.1819203273929274,-0.4714822668481778,-0.1775335479613775,0.3894175170945714,0.8879316836979431,0.2893435929323371,0.7944286557139628
58,zro2_120_formal,59,59,zro2_120_formal:m059,single,formal,,59,-4500.0,10400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,6.0,4,3,1.0,0.0171484375,53.0235,3.0752,0.2168116630460932,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.06,11111111.111111112,1185.177777777778,2000:50:6:3,F59,FQ:2000:50:6:3|N4,20,0.5410256429762867,53.0235481262207,3.0752479787831546,-1.2525452791845637,-0.6827876483292161,-0.408831402621497,-0.1719937561914991,0.4585070295278349,0.8800731858272365,0.3810101644270543,0.7759996383008811
59,zro2_120_formal,60,60,zro2_120_formal:m060,single,formal,,60,-4500.0,9800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,10.0,1,5,1.0,0.0,1.3027,1.2604,0.2085582937734683,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,1000000.0,106.666,2000:50:10:5,F60,FQ:2000:50:10:5|N1,39,0.1419616593976832,1.302653431892395,1.2603542249828787,1.454007358354324,-0.9534942134250162,0.5887385532347958,0.196217849970308,0.7762643093733309,0.5975008214928869,0.2275244836992712,0.7197529019118301
60,zro2_120_formal,61,61,zro2_120_formal:m061,single,formal,,61,-4500.0,9200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,4.0,2,11,1.0,0.0028125,46.7247,3.1962,0.2543780531078886,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,4545454.545454546,242.4227272727273,2000:100:4:11,F61,FQ:2000:100:4:11|N2,14,1.4574193946709295,46.7247428894043,3.1961779063795595,-1.6397884756590018,-0.416880498199005,-1.0615927163867105,-0.5201323295491401,0.404614653604061,0.8190005258447024,0.375097947691318,0.722103013650546
61,zro2_120_formal,62,62,zro2_120_formal:m062,single,formal,,62,-4500.0,8600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,4.0,5,9,1.0,0.0026953125,60.3441,1.7943,0.2003668176758904,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,13888888.888888888,740.7361111111111,2000:100:4:9,F62,FQ:2000:100:4:9|N5,40,0.1399936989252821,60.34411811828613,1.7942620054480625,-0.6120549307802876,-0.4063059961695129,0.3720294452348504,0.0214229660694271,0.1221562900130918,0.90456627382475,0.2437834131073016,0.7666870253582571
62,zro2_120_formal,63,63,zro2_120_formal:m063,single,formal,,63,-4500.0,8000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,6.0,4,5,1.0,0.0005078125,58.8036,2.4031,0.2306759311527162,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,13333333.333333334,711.1066666666667,2000:100:6:5,F63,FQ:2000:100:6:5|N4,29,0.2655826461831945,58.803592681884766,2.4030528988995203,-0.9582178263866896,-0.75977731626625,-0.0953618111413445,0.2096695450510362,0.2253194845984911,0.8917024906394125,0.1662166306532206,0.7569858458367006
63,zro2_120_formal,64,64,zro2_120_formal:m064,single,formal,,64,-4500.0,7400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,2,5,1.0,0.0,35.8151,1.5879,0.2054230495618106,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,5000000.0,266.665,2000:100:8:5,F64,FQ:2000:100:8:5|N2,38,0.1535426641409654,35.81507682800293,1.5879288561494949,0.2078173401110409,-0.1062981142582463,1.9708437180188028,-1.068476876573493,0.9136382975759128,0.449579176973677,0.9607210340123078,0.1316270091950596
64,zro2_120_formal,65,65,zro2_120_formal:m065,single,formal,,65,-4500.0,6800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,2,11,1.0,0.0,34.5322,1.1313,0.3142614997512097,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,2272727.272727273,121.21136363636364,2000:100:8:11,F65,FQ:2000:100:8:11|N2,46,0.1169963858899778,34.532243728637695,1.1313200344645944,-0.0601331182173556,-0.7965135635612094,0.8956400780272157,-0.9829662527231064,0.7742734099616825,0.5697681242294695,0.71965950716559,0.3852087474269789
65,zro2_120_formal,66,66,zro2_120_formal:m066,single,formal,,66,-4500.0,6200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,2.0,1,5,1.0,0.0019140625,37.9908,12.6035,0.2427826624700142,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.025,20000000.0,533.33,2000:200:2:5,F66,FQ:2000:200:2:5|N1,1,51.2161118402466,37.99081039428711,12.603457527561158,-2.414278454126536,-0.4621856811502186,-1.3425130456627898,-1.4281367614996716,0.8229161791456135,0.5274392364228843,0.849428693965202,0.3898041364176415
66,zro2_120_formal,67,67,zro2_120_formal:m067,single,formal,,67,-4500.0,5600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,2.0,3,5,1.0,0.001171875,58.7545,2.1507,0.2008533366938337,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.025,60000000.0,1599.9900000000002,2000:200:2:5,F67,FQ:2000:200:2:5|N3,19,0.5710553307608884,58.75454521179199,2.150660599802733,-2.221596066848239,-0.7870999649967435,-0.4870709476179758,0.633196709884376,0.2086237848664153,0.896374902968404,0.5018594960049483,0.6496289153091016
67,zro2_120_formal,68,68,zro2_120_formal:m068,single,formal,,68,-4500.0,5000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,2.0,5,11,1.0,0.003359375,62.5775,3.9126,0.216676176790173,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.055,45454545.45454545,1212.1136363636365,2000:200:2:11,F68,FQ:2000:200:2:11|N5,10,2.632800278119546,62.577470779418945,3.912626223267634,-2.1638579001934453,-0.4495350481441131,-1.2562636566418763,-1.2319896330399207,0.1389702903184148,0.9464377346842676,0.1716940889385159,0.7631063418885032
68,zro2_120_formal,69,69,zro2_120_formal:m069,single,formal,,69,-4500.0,4400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,4.0,1,7,1.0,0.0,6.6174,0.77,0.1877983508926904,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.035,7142857.142857143,190.475,2000:200:4:7,F69,FQ:2000:200:4:7|N1,135,0.0088034418655474,6.6173996925354,0.7699583452263639,0.2943697065176064,-0.5155381968450417,0.7073078395741454,0.3465995753483636,0.1387404482803542,0.8954340227892266,0.3560036808936211,0.6648068605178072
69,zro2_120_formal,70,70,zro2_120_formal:m070,single,formal,,70,-4500.0,3800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,4.0,4,9,1.0,0.0051171875,59.6402,4.3365,0.242062108894271,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.045,22222222.222222224,592.588888888889,2000:200:4:9,F70,FQ:2000:200:4:9|N4,16,0.8286724833273363,59.64018630981445,4.3365456862118155,-1.5163290732921355,-0.3344687428212264,-0.0010541633930597,0.3286992269338344,0.3852301354284596,0.9032597967618744,0.2018833430502536,0.7912240533201168
70,zro2_120_formal,71,71,zro2_120_formal:m071,single,formal,,71,-4500.0,3200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,2,3,1.0,0.0,17.1843,2.8244,0.2431690322075443,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,13333333.333333334,355.55333333333334,2000:200:10:3,F71,FQ:2000:200:10:3|N2,15,1.0381866180510335,17.18430995941162,2.8243877597768337,-1.2571880294180693,-0.8244733409863291,0.4232626836590372,-1.3500525887107595,0.4825486762102814,0.7964159165584054,0.3778722712556068,0.7793073504347048
71,zro2_120_formal,72,72,zro2_120_formal:m072,single,formal,,72,-4500.0,2600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,5,3,1.0,0.0,48.4288,0.8232,0.2677030906769344,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,33333333.33333333,888.8833333333333,2000:200:10:3,F72,FQ:2000:200:10:3|N5,67,0.053376602046122,48.42877769470215,0.8232230594113646,0.4135852450387694,-1.1223552884233987,2.0080457747430525,1.2003666169770753,0.6467381747535611,0.7165854265106665,0.6819211016491268,0.5344536373231705
72,zro2_120_formal,73,73,zro2_120_formal:m073,single,formal,,73,-5100.0,2600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,5,5,1.0,0.0,27.4222,0.4053,0.2420069736857397,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,1000000.0,2666.65,4000:2:2:5,F73,FQ:4000:2:2:5|N5,128,0.0101441167559364,27.422245979309082,0.40527484412569953,0.2851278346107505,-0.5082702825940048,0.9801197172808804,1.0168348420468252,0.2830216597611039,0.9313320998754409,0.1854150188930713,0.7632631653003157
73,zro2_120_formal,74,74,zro2_120_formal:m074,single,formal,,74,-5100.0,3200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,5,11,1.0,0.0,16.8609,0.6825,0.2617616812564403,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.5,454545.4545454545,1212.1136363636365,4000:2:2:11,F74,FQ:4000:2:2:11|N5,53,0.0883610528471017,16.860888481140137,0.6825202980520696,-0.7261226185627652,-0.5316165113290052,-1.034712694648843,-1.842308950238892,0.295870409956582,0.9116719197777746,0.1116227018406759,0.8434041761276491
74,zro2_120_formal,75,75,zro2_120_formal:m075,single,formal,,75,-5100.0,3800.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,1,5,1.0,0.0,1.1292,0.2684,0.1936535990945772,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,66666.66666666667,177.77666666666667,4000:2:6:5,F75,FQ:4000:2:6:5|N1,148,0.0050716789160207,1.1291950941085815,0.26843100776217926,1.267846726950635,-0.1906594115687575,0.3803169994548228,-0.5590462434002955,0.1678917533058013,0.8628655108189245,0.1258962906827432,0.7802401332850549
75,zro2_120_formal,76,76,zro2_120_formal:m076,single,formal,,76,-5100.0,4400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,3,3,1.0,0.0,11.1144,0.3956,0.2795348742781819,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,1.5,333333.3333333333,888.8833333333334,4000:2:6:3,F76,FQ:4000:2:6:3|N3,147,0.0050790700742113,11.11442756652832,0.39559807018360604,0.5718450479378715,-0.5842785637189423,0.4074602706916485,-0.5995751510617904,0.651129169986947,0.6631335325137906,0.2659631568922038,0.7020120578338164
76,zro2_120_formal,77,77,zro2_120_formal:m077,single,formal,,77,-5100.0,5000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,2,7,1.0,0.0,29.0964,0.2495,0.221109193483132,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,1428571.4285714286,761.9,4000:10:2:7,F77,FQ:4000:10:2:7|N2,160,8.896059194717021e-05,29.09636402130127,0.24946252611004938,0.1506753506730079,-0.3573739449687065,0.2448676965943914,-0.4384050949125329,0.083768854819673,0.9276734581533804,0.1303553869924073,0.7540349258854735
77,zro2_120_formal,78,78,zro2_120_formal:m078,single,formal,,78,-5100.0,5600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,1,7,1.0,0.0,4.4573,0.7182,0.2116540534822028,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,178571.42857142858,95.2375,4000:10:8:7,F78,FQ:4000:10:8:7|N1,95,0.0255928882147721,4.457285404205322,0.7181731534536773,2.563894703008945,-1.1400707101175642,2.029616806193767,0.5654209457793405,0.8985651245461259,0.3569701574235101,0.6123811910816456,0.525775473019777
78,zro2_120_formal,79,79,zro2_120_formal:m079,single,formal,,79,-5100.0,6200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,2,7,1.0,0.0,6.5035,2.5381,0.1781264741931929,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,285714.28571428574,152.38,4000:10:10:7,F79,FQ:4000:10:10:7|N2,35,0.1602983272356915,6.503506898880005,2.5381418247553262,1.6133876801373908,-1.3796513513227322,0.1796138660899928,-0.2516366674435345,0.9225443341069854,0.3692855088966826,0.1073123258905538,0.7406982914002932
79,zro2_120_formal,80,80,zro2_120_formal:m080,single,formal,,80,-5100.0,6800.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,2.0,4,3,1.0,0.0,49.6996,0.4321,0.333048498185392,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.06,33333333.33333333,3555.5333333333333,4000:50:2:3,F80,FQ:4000:50:2:3|N4,144,0.0065457141198345,49.69957160949707,0.43212117609195366,-0.4794677775062585,-0.669773348773817,0.2023113665358872,0.5549385026207545,0.1418646249048596,0.9426021048149024,0.1929239998874151,0.7336635736318113
80,zro2_120_formal,81,81,zro2_120_formal:m081,single,formal,,81,-5100.0,7400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,2.0,4,5,1.0,0.0,50.5904,0.4747,0.244300248684241,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,20000000.0,2133.32,4000:50:2:5,F81,FQ:4000:50:2:5|N4,88,0.0296984095671457,50.59038543701172,0.4746853157378821,0.4811538847991934,-0.3371850251238552,0.3040615897642065,-0.0672849179656784,0.1366693088974582,0.9218147487423196,0.2773299451393698,0.7859282879463367
81,zro2_120_formal,82,82,zro2_120_formal:m082,single,formal,,82,-5100.0,8000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,2,7,1.0,0.0,37.2541,0.849,0.2540534280386008,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.14,3571428.571428572,380.95,4000:50:4:7,F82,FQ:4000:50:4:7|N2,94,0.0257597846714533,37.25409126281738,0.8489634204941184,0.5016287770519492,-0.6815501468663527,0.6321289019753449,0.51764193070518,0.2405499894321976,0.9430846333186512,0.1029791258690991,0.8449548988632242
82,zro2_120_formal,83,83,zro2_120_formal:m083,single,formal,,83,-5100.0,8600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,3,3,1.0,0.02703125,45.0402,7.107,0.2360371996598308,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.06,12500000.0,1333.325,4000:50:4:3,F83,FQ:4000:50:4:3|N3,17,0.8270310881096177,45.0401725769043,7.107023639977323,-1.8308612124613397,-0.4471335240436181,-0.8323106689919636,-0.2096991376029524,0.4420795259907235,0.8578309613357369,0.6642861066813163,0.6420096700909309
